,OBJECTID,ID,T_PUNTO,COD_SGC,CONSECUTIV,DEPTO_LOC,MUN_LOC,VER_LOC,SITIO_LOC,E_PTO,N_PTO,Z_PTO,MET_COTA,U_GEOL,COND_SECO,COND_HUM,LONGITUD,LATITUD
328,507,310,Superficial,108-II-A-20,20,Santander,Sabana de Torres,Campo Tigre,Campo Tigre,1039012.0,1313070.0,74.238708,DEM,N1r,0.0,20.22,-73.72411403172165,7.427051813688395
329,508,311,Manantial,108-II-A-21,21,Santander,Sabana de Torres,Campo Tigre,Finca El Agrado,1039809.0,1314115.0,99.279368,DEM,N1r,0.0,43.19,-73.71688672205715,7.43649489432612
330,509,312,Aljibe,108-II-A-22,22,Santander,Sabana de Torres,Campo Tigre,Finca La Fortuna,1038878.0,1314955.0,79.407962,DEM,N1r,0.0,35.09,-73.72531428446725,7.444096951841363
331,510,313,Aljibe,108-II-A-23,23,Santander,Sabana de Torres,Campo Tigre,Finca El Cacao,1038406.0,1315189.0,66.204405,DEM,N1r,0.0,46.62,-73.72958838408452,7.44621615863217
332,511,314,Aljibe,108-II-A-24,24,Santander,Sabana de Torres,Campo Tigre,Finca La Alegria,1037749.0,1315838.0,67.631359,DEM,N1r,0.0,62.9,-73.73553551753699,7.45208905574134
333,512,315,Superficial,108-II-A-25,25,Santander,Sabana de Torres,Campo Tigre,Cienaga Paredes,1037532.0,1316209.0,59.0,DEM,Qal,0.0,33.63,-73.7374987336957,7.455445154605543
334,513,316,Pozo,108-II-A-26,26,Santander,Sabana de Torres,Campo Tigre,Campo Tigre,1039161.0,1315149.0,69.32155,DEM,N1r,0.0,195.9,-73.72274922670346,7.445849053687058
335,514,317,Pozo,108-II-A-27,27,Santander,Sabana de Torres,Campo Tigre,Finca Ariari,1040832.0,1313244.0,106.552775,DEM,N1r,0.0,137.4,-73.707626303586,7.4286116928312325
336,520,323,Pozo,108-II-B-13,13,Santander,Sabana de Torres,Campo Tigre,Campo Tigre,1045200.0,1313100.0,80.960621,DEM,N1r,0.0,0.0,-73.66806010803622,7.427274924138011
337,521,324,Aljibe,108-II-B-14,14,Santander,Sabana de Torres,La Pescado,Finca El Llanito,1051977.0,1311835.0,87.751022,DEM,N1r,0.0,156.1,-73.60668359724266,7.415776104994412
338,522,325,Pozo,108-II-B-15,15,Santander,Sabana de Torres,La Puyana,Finca La Siberia,1052727.0,1311862.0,84.942601,DEM,N1r,0.0,26.94,-73.59988975366198,7.416012990868847
339,523,326,Aljibe,96-IV-D-1,1,Santander,Sabana de Torres,Mata de Platano,Finca La Lorena,1050098.0,1320327.0,71.0,DEM,Qal,0.0,131.0,-73.62362475495823,7.492577451281464
340,524,327,Manantial,108-II-B-17,17,Santander,Sabana de Torres,La Flecha,Finca Playa Baja,1050036.0,1317893.0,81.77711,DEM,N1r,0.0,13.07,-73.62420917362408,7.470570117627247
341,525,449,Superficial,108-IV-C-21,21,SANTANDER,Barrancabermeja,La Arenosa,Finca La Esmeralda,1036761.0,1285334.0,96.231568,DEM,N1r,33.79,0.0,-73.74469017196712,7.1762766044223865
342,603,573,Pozo,119-II-B-22,22,Santander,Barrancabermeja,La Y,Empresa Humberto Quintero o CIA,1050519.0,1278831.0,102.989283,DEM,N1r,0.0,341.5,-73.62019215834513,7.117369319868484
343,604,574,Pozo,119-II-B-23,23,Santander,Barrancabermeja,La Y,Empresa Humberto Quintero o CIA,1050435.0,1278628.0,98.104717,DEM,N1r,0.0,292.4,-73.62095435348692,7.115534541941825
344,605,575,Aljibe,119-II-B-24,24,Santander,Barrancabermeja,Tapazon,Finca la Sirena II,1048980.0,1278510.0,96.0,DEM,N1r,0.0,312.0,-73.63412622461853,7.11448038118847
345,606,576,Pozo,119-II-B-25,25,Santander,Barrancabermeja,Tapazon,Finca La Cumbre,1047978.0,1277773.0,99.519929,DEM,N1r,0.0,2306.0,-73.64320271100381,7.107824991340304
346,607,577,Aljibe,119-II-B-26,26,Santander,Barrancabermeja,Zarsal las Lajas,Escuela Belgica,1047280.0,1278081.0,104.640426,DEM,N1r,0.0,93.88,-73.64951843000574,7.110615819396588
347,114,114,Pozo,108-II-C-16,16,SANTANDER,Puerto Wilches,Acueducto San Claver,San Claver,1033872.0,1301696.0,110.981597,DEM,N1r,148.0,0.0,-73.77074553314822,7.324241949495104
348,115,115,Aljibe,108-II-C-17,17,SANTANDER,Puerto Wilches,San Claver,San Claver,1033529.0,1301977.0,109.113627,DEM,N1r,102.7,0.0,-73.77385016924991,7.326784883141563
349,116,116,Aljibe,108-II-C-18,18,SANTANDER,Puerto Wilches,San Claver,San Claver,1033453.0,1301765.0,114.80757,DEM,N1r,166.1,0.0,-73.77453975659358,7.324868423784975
350,117,164,Aljibe,108-I-D-26,26,SANTANDER,Puerto Wilches,Km 6,La Antioqueñita,1023717.0,1301347.0,80.166004,DEM,Qat,81.25,0.0,-73.86271545044785,7.321139516727233
351,118,165,Aljibe,108-I-D-27,27,SANTANDER,Puerto Wilches,Km 6,El Vaiven,1023155.0,1301843.0,81.553312,DEM,Qat,30.14,0.0,-73.8678030713063,7.32562682609212
352,119,166,Aljibe,108-I-D-28,28,SANTANDER,Puerto Wilches,Km 5,Vista Hermosa,1022190.0,1301891.0,82.659991,DEM,Qat,33.05,0.0,-73.8765424281017,7.3260648371935435
353,120,167,Aljibe,108-I-D-29,29,SANTANDER,Puerto Wilches,La Y,Sopla Viento,1021784.0,1301484.0,67.884364,DEM,Qat,223.9,0.0,-73.88022100222678,7.322386302999844
354,121,168,Aljibe,108-I-D-30,30,SANTANDER,Puerto Wilches,La Y,Versalles,1021282.0,1301251.0,74.086268,DEM,Qat,46.36,0.0,-73.88476825479636,7.320281446823405
355,122,169,Aljibe,108-I-D-31,31,SANTANDER,Puerto Wilches,Cienaga Yarigui,Tierra Linda,1021970.0,1304379.0,62.263627,DEM,Qat,89.98,0.0,-73.8785248733586,7.348562613537611
356,123,170,Aljibe,108-I-D-32,32,SANTANDER,Puerto Wilches,Km 3,Agustin Nuñez,1021535.0,1302576.0,71.04028,DEM,Qat,37.79,0.0,-73.8824717695949,7.3322613295503825
357,124,171,Aljibe,108-I-D-44,44,SANTANDER,Puerto Wilches,Km 3,Cienaga Montecristo,1019578.0,1300454.0,72.593627,DEM,Qal,163.3,0.0,-73.90020326110447,7.31308117042232
358,125,172,Aljibe,108-I-D-18,18,SANTANDER,Puerto Wilches,Km 3,"Puente Grande, La Victoria",1020268.0,1301413.0,69.085491,DEM,Qfl,28.02,0.0,-73.89395087717186,7.321750115227129
359,126,173,Aljibe,108-I-D-19,19,SANTANDER,Puerto Wilches,Km 3,Puente Grande,1020591.0,1302545.0,68.745709,DEM,Qfl,140.7,0.0,-73.89102138436388,7.331984649321434
360,127,174,Aljibe,108-I-D-33,33,SANTANDER,Puerto Wilches,Km 4,Puente Grande,1021088.0,1302595.0,69.0,DEM,Qat,59.06,0.0,-73.88652002812769,7.332434868377871
361,128,175,Pozo,108-II-D-1,1,SANTANDER,Sabana de Torres,Km 36,Escuela el Tagui Km 36,1051954.0,1305770.0,154.0,DEM,N1r,0.0,50.8,-73.6069499554419,7.36093728624451
362,129,176,Manantial,108-II-D-2,2,SANTANDER,Sabana de Torres,Km 16,Finca la Valentina,1051653.0,1307462.0,148.006669,DEM,N1r,0.0,34.6,-73.60966006287929,7.37623903260386
363,130,177,Pozo,108-II-D-3,3,SANTANDER,Sabana de Torres,Km 16,Finca la Valentina,1051605.0,1307701.0,139.866808,DEM,N1r,0.0,0.0,-73.61009254617738,7.378400500219235
364,131,178,Pozo,108-II-D-4,4,SANTANDER,Sabana de Torres,Km 16,Finca las Vegas,1052946.0,1306309.0,149.102062,DEM,N1r,0.0,40.36,-73.59796018536302,7.365801333695713
365,132,179,Pozo,108-II-D-5,5,SANTANDER,Sabana de Torres,Km 16,Finca la Esperanza,1053182.0,1306187.0,148.0,DEM,N1r,0.0,41.76,-73.59582390516961,7.3646959293709795
366,133,180,Pozo,108-II-D-6,6,SANTANDER,Sabana de Torres,Km 16,Agropecuario Nicol,1052762.0,1306076.0,150.5657,DEM,N1r,0.0,35.09,-73.59962894496091,7.363696356382921
367,134,181,Pozo,108-II-D-7,7,SANTANDER,Sabana de Torres,Km 16,Finca Calamar,1051526.0,1305518.0,155.972847,DEM,N1r,0.0,34.49,-73.6108287320075,7.358662782093659
368,135,182,Aljibe,108-II-D-8,8,SANTANDER,Sabana de Torres,Km 16,Finca Villa Nueva,1050286.0,1306820.0,154.463266,DEM,N1r,0.0,208.3,-73.6220473484756,7.370446911731667
369,136,183,Manantial,108-II-D-9,9,SANTANDER,Sabana de Torres,Km 16,,1049975.0,1306886.0,145.916814,DEM,N1r,0.0,20.3,-73.62486353481921,7.371046537015066
370,137,184,Aljibe,108-II-D-10,10,SANTANDER,Sabana de Torres,Km 16,Finca Villa María,1050360.0,1307116.0,154.0,DEM,N1r,0.0,35.86,-73.6213743766068,7.373122634655656
371,138,185,Pozo,108-II-D-11,11,SANTANDER,Sabana de Torres,Km 16,Finca el Diviso,1055205.0,1309113.0,96.095035,DEM,N1r,0.0,82.39,-73.57747180424147,7.391132297317428
372,139,186,Pozo,108-II-D-12,12,SANTANDER,Sabana de Torres,Km 16,Finca Quimbaya,1055324.0,1309512.0,94.0,DEM,N1r,0.0,103.7,-73.5763898863036,7.394738783402992
373,140,187,Aljibe,108-II-D-13,13,SANTANDER,Sabana de Torres,Km 16,finca Los Ángeles,1055807.0,1308401.0,106.998976,DEM,N1r,0.0,88.2,-73.57202646583258,7.384688363370029
374,141,188,Manantial,108-II-D-14,14,SANTANDER,Sabana de Torres,Km 16,Los Galpones Proavisal,1056347.0,1308389.0,97.585458,DEM,N1r,0.0,64.35,-73.56713557959415,7.384574297882166
375,142,189,Pozo,108-II-D-15,15,SANTANDER,Sabana de Torres,Km 16,Finca La Virginia,1054266.0,1305650.0,144.0,DEM,N1r,0.0,121.1,-73.58601140911964,7.359829775539901
376,143,190,Pozo,108-II-D-16,16,SANTANDER,Sabana de Torres,Km 16,Finca la Lorena,1052122.0,1305852.0,151.0,DEM,N1r,0.0,334.0,-73.60542759634544,7.36167712066109
377,144,191,Pozo,108-IV-B-1,1,SANTANDER,Sabana de Torres,Sabaneta,Palma San,1050427.0,1299591.0,142.0,DEM,N1r,0.0,35.98,-73.62083693469764,7.305081538745423
378,145,192,Aljibe,108-II-C-29,29,SANTANDER,Sabana de Torres,Sabaneta,Muleria Saman Palmasan,1042742.0,1300212.0,105.255866,DEM,N1r,0.0,41.87,-73.69042690189855,7.310761689981941
379,146,193,Pozo,108-II-D-17,17,SANTANDER,Sabana de Torres,Sabaneta,Plantación el Refugio,1048633.0,1300641.0,143.018337,DEM,N1r,0.0,97.8,-73.63707390994819,7.314591739806196
380,147,194,Manantial,108-II-D-18,18,SANTANDER,Sabana de Torres,Sabaneta,Finca El Palmar,1048168.0,1304517.0,131.790742,DEM,N1r,0.0,36.9,-73.64125088655278,7.349642440843777
381,148,195,Pozo,108-II-D-19,19,SANTANDER,Sabana de Torres,Sabaneta,Acueducto Sabaneta,1047631.0,1304703.0,134.612185,DEM,N1r,0.0,139.9,-73.64611277218096,7.351328946768271
382,149,196,Manantial,108-II-D-20,20,SANTANDER,Sabana de Torres,Sabaneta,Hacienda San Fernando,1046209.0,1306801.0,126.944063,DEM,N1r,0.0,23.52,-73.65897384030401,7.37031118409079
383,150,197,Superficial,108-II-D-21,21,SANTANDER,Sabana de Torres,Sabaneta,Hacienda San Fernando,1046620.0,1306514.0,127.090528,DEM,N1r,0.0,27.58,-73.65525376861565,7.367712645427802
384,151,198,Aljibe,108-II-D-22,22,SANTANDER,Sabana de Torres,Sabaneta,Palmares El Portico,1047594.0,1304944.0,131.965036,DEM,N1r,0.0,107.1,-73.64644577409933,7.353508378907538
385,152,199,Pozo,108-II-D-23,23,SANTANDER,Sabana de Torres,Km 36,Finca El Manantial,1049814.0,1305279.0,115.453894,DEM,N1r,0.0,43.5,-73.62633643794872,7.356517643354042
386,153,200,Manantial,108-II-D-24,24,SANTANDER,Sabana de Torres,Sabaneta,Vereda Sabaneta,1047630.0,1308842.0,138.832929,DEM,N1r,0.0,19.04,-73.64608562058511,7.388753555492484
387,154,201,Aljibe,108-II-B-1,1,SANTANDER,Sabana de Torres,Sabaneta,,1045809.0,1310536.0,76.900848,DEM,Qal,0.0,0.0,-73.66256524089087,7.404086260242731
388,155,202,Pozo,108-II-B-2,2,SANTANDER,Sabana de Torres,Km 36,,1051626.0,1311049.0,88.029534,DEM,Qal,0.0,187.0,-73.60987049193072,7.408672541867097
389,156,203,Aljibe,108-II-D-25,25,SANTANDER,Sabana de Torres,La Gomez,Finca La Esmeralda,1055326.0,1302880.0,150.517191,DEM,N1r,0.0,158.3,-73.57643911283193,7.33477318377614
390,157,204,Pozo,108-II-D-26,26,SANTANDER,Sabana de Torres,La Moneda,Finca Jesuralen,1056460.0,1306284.0,129.076272,DEM,N1r,0.0,19.43,-73.56613393479948,7.365540062222204
391,158,205,Pozo,108-II-D-27,27,SANTANDER,Sabana de Torres,La Moneda,Finca La Primavera,1057611.0,1305698.0,130.0,DEM,N1r,0.0,58.68,-73.55571549275967,7.36022952267735
392,159,206,Pozo,108-II-D-28,28,SANTANDER,Sabana de Torres,La Moneda,Pozo Acueducto,1057636.0,1305174.0,134.0,DEM,N1r,0.0,26.46,-73.55549460754554,7.355491341198143
393,160,207,Pozo,108-II-D-29,29,SANTANDER,Sabana de Torres,La Moneda,Finca Los Mangos,1057461.0,1303825.0,145.611901,DEM,N1r,0.0,151.4,-73.55709374612677,7.343295750880529
394,161,208,Aljibe,108-II-D-30,30,SANTANDER,Sabana de Torres,La Moneda,Finca La Pompa,1058282.0,1302039.0,161.541411,DEM,N1r,0.0,163.1,-73.54967733251398,7.32713836578864
395,162,209,Aljibe,108-II-D-31,31,SANTANDER,Sabana de Torres,Agua Bonita,Finca Los Andes,1059458.0,1301956.0,152.723527,DEM,N1r,0.0,31.37,-73.5390281140279,7.326375275786104
396,163,210,Pozo,108-IV-B-2,2,SANTANDER,Sabana de Torres,La Moneda,Finca Yaruma,1056494.0,1299994.0,161.0,DEM,N1r,0.0,29.3,-73.56589096151289,7.308666468506011
397,164,211,Pozo,108-II-D-32,32,SANTANDER,Sabana de Torres,La Moneda,Hacienda Puerto Nuevo,1054178.0,1301059.0,152.363197,DEM,N1r,0.0,59.68,-73.58685390688109,7.318319381796908
398,165,212,Pozo,108-II-D-33,33,SANTANDER,Sabana de Torres,La Gomez,Casco Urbano,1057747.0,1309269.0,115.071223,DEM,N1r,0.0,19.83,-73.55444584491545,7.392516420906152
399,166,213,Aljibe,108-II-B-3,3,SANTANDER,Sabana de Torres,La Gomez,Finca El Recreo,1056163.0,1310541.0,116.104317,DEM,N1r,0.0,27.07,-73.5687798717771,7.404034221939361
400,167,214,Aljibe,108-IV-D-1,1,SANTANDER,Sabana de Torres,La fortuna,La fortuna,1057868.0,1280551.0,129.262278,DEM,N1r,0.0,284.3,-73.5536505418519,7.132850921564559
401,261,125,Aljibe,108-IV-A-39,39,SANTANDER,Puerto Wilches,Comuneros,Brisas del Taladro,1041507.0,1297972.0,110.065233,DEM,Qal,19.41,0.0,-73.70162808035099,7.2905169987100855
402,262,126,Aljibe,108-IV-A-10,10,SANTANDER,Puerto Wilches,Brisas del Taladro,Finca San Pedro,1042485.0,1296861.0,115.660433,DEM,N1r,37.22,0.0,-73.69278019211082,7.280463855444216
403,263,127,Manantial,108-IV-A-11,11,SANTANDER,Puerto Wilches,Brisas del Taladro,Finca San Pedro,1042500.0,1296887.0,116.0,DEM,N1r,20.33,0.0,-73.69264415957836,7.280698832815562
404,264,128,Aljibe,108-IV-A-40,40,SANTANDER,Puerto Wilches,Cayumba,Finca Las Olitas,1042939.0,1296049.0,115.214704,DEM,Qal,101.0,0.0,-73.6886753286092,7.273118216598678
405,265,129,Aljibe,108-IV-A-5,5,SANTANDER,Puerto Wilches,Cayumba,Casco Urbano,1043922.0,1293439.0,93.0,DEM,Qal,258.0,0.0,-73.67979468775269,7.249510808070788
406,266,130,Manantial,108-IV-A-12,12,SANTANDER,Puerto Wilches,Cayumba,Manatial Acueducto,1044440.0,1294685.0,138.0,DEM,Qat,15.25,0.0,-73.67509427449775,7.260773040519347
407,267,131,Aljibe,108-IV-A-13,13,SANTANDER,Puerto Wilches,Cayumba,Parcelita Penjamo,1044263.0,1296256.0,125.230391,DEM,N1r,130.4,0.0,-73.67668443033952,7.274979469747204
408,268,132,Aljibe,108-IV-A-14,14,SANTANDER,Puerto Wilches,Taladro II,Finca Nariño,1041972.0,1297393.0,118.870459,DEM,N1r,313.4,0.0,-73.69742160020279,7.285278141519142
409,269,133,Pozo,108-IV-A-15,15,SANTANDER,Puerto Wilches,Taladro II,Cancha Fútbol,1041857.0,1297187.0,120.188767,DEM,N1r,29.63,0.0,-73.69846455623045,7.283416355717274
410,270,134,Aljibe,108-IV-A-41,41,SANTANDER,Puerto Wilches,Comuneros,Bellavista,1043154.0,1297690.0,114.138832,DEM,Qal,75.43,0.0,-73.68671559014024,7.28795450465398
411,271,135,Aljibe,108-IV-A-6,6,SANTANDER,Puerto Wilches,Cayumba,Campo Alegre,1039218.0,1293763.0,98.332489,DEM,Qal,100.3,0.0,-73.72238646999932,7.252475702397026
412,272,136,Aljibe,108-IV-A-30,30,SANTANDER,Puerto Wilches,Puente Sogamoso,Nogalito,1032238.0,1294103.0,96.0,DEM,Qat,108.3,0.0,-73.7855882068661,7.255595015780792
413,273,137,Aljibe,108-IV-A-31,31,SANTANDER,Puerto Wilches,Puente Sogamoso,Hacienda el Nogal,1032381.0,1294752.0,95.676491,DEM,Qat,123.0,0.0,-73.7842895330061,7.261462521638591
414,274,138,Aljibe,108-IV-A-32,32,SANTANDER,Puerto Wilches,Puente Sogamoso,Finca Salvarosa,1032168.0,1296386.0,99.644261,DEM,Qat,61.37,0.0,-73.78620876837043,7.276238593002903
415,275,139,Aljibe,108-IV-A-33,33,SANTANDER,Puerto Wilches,Puente Sogamoso,Estrella,1032679.0,1297166.0,98.499034,DEM,Qat,73.71,0.0,-73.78157679785838,7.283288444008861
416,276,140,Aljibe,108-IV-A-34,34,SANTANDER,Puerto Wilches,Puente Sogamoso,Finca la Raya,1033430.0,1297471.0,98.899799,DEM,Qat,116.6,0.0,-73.77477418303654,7.286041789279226
417,277,141,Aljibe,108-IV-A-35,35,SANTANDER,Puerto Wilches,Taladro II,La Reserva,1038607.0,1295483.0,109.386318,DEM,Qat,116.6,0.0,-73.72790703270367,7.268032360627474
418,278,142,Aljibe,108-IV-A-36,36,SANTANDER,Puerto Wilches,Taladro II,"Finca ""Verdurero""",1037341.0,1296023.0,109.128079,DEM,Qat,71.94,0.0,-73.73936734759604,7.27292377657734
419,279,143,Aljibe,108-IV-A-37,37,SANTANDER,Puerto Wilches,Taladro,Atahualpa,1037160.0,1297013.0,114.975653,DEM,Qat,33.15,0.0,-73.74099969994941,7.281876656228429
420,280,144,Aljibe,108-IV-A-42,42,SANTANDER,Puerto Wilches,Km 16,Finca las Marías (Hacienda Normandia),1036483.0,1297998.0,101.788488,DEM,Qal,173.9,0.0,-73.74712378634953,7.290787623298821
421,281,145,Aljibe,108-IV-A-16,16,SANTANDER,Puerto Wilches,Km 16,Las Delicias,1034873.0,1297877.0,105.627872,DEM,N1r,75.1,0.0,-73.76170429712893,7.289703947919443
422,282,146,Pozo,108-IV-A-17,17,SANTANDER,Puerto Wilches,Km 16,La Esperanza,1035321.0,1298563.0,98.03472,DEM,N1r,96.61,0.0,-73.75764293003418,7.295903970127346
423,283,147,Manantial,108-IV-A-38,38,SANTANDER,Puerto Wilches,Puente Sogamoso,Finca Agricola del Norte,1036530.0,1293117.0,90.052059,DEM,Qat,38.9,0.0,-73.7467304532672,7.246652873839957
424,284,148,Manantial,108-IV-A-7,7,SANTANDER,Puerto Wilches,Taladro,Esterlina,1039166.0,1293666.0,92.0,DEM,Qal,78.08,0.0,-73.72285801340963,7.251598988942549
425,285,149,Pozo,108-III-D-9,9,SANTANDER,Puerto Wilches,La Lucha,Silvio Ortega,1022072.0,1288245.0,69.882529,DEM,Qal,493.9,0.0,-73.87766560612445,7.202675624032574
426,286,150,Pozo,108-III-D-10,10,SANTANDER,Puerto Wilches,La Lucha,La Mano de Dios,1022200.0,1288406.0,74.90343,DEM,Qal,932.3,0.0,-73.87650604368339,7.204130912376888
427,287,151,Pozo,108-III-D-11,11,SANTANDER,Puerto Wilches,La Lucha,La Flor,1022346.0,1288496.0,72.688196,DEM,Qal,523.6,0.0,-73.8751837842002,7.204944128552213
428,288,152,Pozo,108-III-D-12,12,SANTANDER,Puerto Wilches,La Lucha,Escuela,1022743.0,1288743.0,80.963244,DEM,Qal,466.6,0.0,-73.8715882924105,7.2071759497419094
429,289,153,Pozo,108-III-D-13,13,SANTANDER,Puerto Wilches,La Lucha,San Martín,1023169.0,1288897.0,73.257632,DEM,Qal,655.1,0.0,-73.86773058099736,7.208566696087699
430,290,154,Aljibe,108-I-D-40,40,SANTANDER,Puerto Wilches,Km 8,Casa No.7,1026165.0,1302423.0,74.207058,DEM,Qal,196.7,0.0,-73.84054017863448,7.330857739642808
431,291,155,Pozo,108-I-D-41,41,SANTANDER,Puerto Wilches,Km 8,Villa Ali,1026475.0,1302171.0,86.769547,DEM,Qal,56.36,0.0,-73.8377338464918,7.328577633080157
432,292,156,Manantial,108-I-D-20,20,SANTANDER,Puerto Wilches,Km 8,Palmar Arawakos,1029004.0,1300724.0,100.562147,DEM,Qat,165.0,0.0,-73.81483746299322,7.315480889274538
433,293,157,Aljibe,108-I-D-21,21,SANTANDER,Puerto Wilches,Km 8,El Tejar,1028813.0,1300834.0,93.849427,DEM,Qat,75.15,0.0,-73.81656663634327,7.316476528189021
434,294,158,Aljibe,108-I-D-22,22,SANTANDER,Puerto Wilches,Km 8,Finca Sotara,1027756.0,1300440.0,94.0,DEM,Qat,69.9,0.0,-73.82614115188271,7.312919368558543
435,295,159,Pozo,108-I-D-23,23,SANTANDER,Puerto Wilches,Km 8,Acueducto,1026155.0,1302032.0,92.749092,DEM,Qat,169.8,0.0,-73.8406326123982,7.327322310934856
436,296,160,Aljibe,108-I-D-24,24,SANTANDER,Puerto Wilches,Km 8,Casa No. 131,1026199.0,1302028.0,92.558514,DEM,Qat,413.8,0.0,-73.84023414357502,7.327285932421
437,297,161,Aljibe,108-I-D-25,25,SANTANDER,Puerto Wilches,Km 8,El Huevo,1025897.0,1302122.0,86.0,DEM,Qat,67.12,0.0,-73.84296877554347,7.328137327647584
438,298,162,Aljibe,108-I-D-42,42,SANTANDER,Puerto Wilches,Km 8,El Cortijo,1025323.0,1301873.0,84.252289,DEM,Qal,483.4,0.0,-73.84816839462248,7.325888513511743
439,299,163,Aljibe,108-I-D-43,43,SANTANDER,Puerto Wilches,Km 6,Finca el 6,1024267.0,1302251.0,75.117422,DEM,Qal,64.15,0.0,-73.85773040869124,7.329311218398239
440,300,235,Aljibe,108-IV-D-19,19,SANTANDER,Sabana de Torres,San Rafael de Payoa,,1053806.0,1287457.0,112.0,DEM,Qal,0.0,355.7,-73.5903550795153,7.195334887397753
441,301,236,Aljibe,108-IV-D-20,20,SANTANDER,Sabana de Torres,San Rafael de Payoa,,1054427.0,1287116.0,115.645012,DEM,Qal,0.0,567.4,-73.58473608869757,7.192245573472979
442,302,237,Aljibe,108-IV-D-21,21,SANTANDER,Sabana de Torres,San Rafael de Payoa,,1056175.0,1286933.0,115.239784,DEM,Qal,0.0,246.2,-73.56891228466492,7.19057361097107
443,303,238,Aljibe,108-IV-D-22,22,SANTANDER,Sabana de Torres,Payoa Corazones,,1057539.0,1285479.0,137.0,DEM,P1l,0.0,116.3,-73.55657825130953,7.177412820680475
444,304,239,Aljibe,109-III-C-1,1,SANTANDER,Sabana de Torres,Payoa Corazones,,1060397.0,1286367.0,142.774495,DEM,P3N1c,0.0,138.6,-73.53069452425471,7.185411908223629
445,305,240,Manantial,108-IV-D-23,23,SANTANDER,Sabana de Torres,Matecoco,,1058941.0,1284730.0,148.264367,DEM,P3m,0.0,146.7,-73.5438934938787,7.170625873548584
446,306,241,Pozo,108-IV-D-24,24,SANTANDER,Sabana de Torres,La Raya parte alta,,1057511.0,1288964.0,166.851729,DEM,N1r,0.0,211.3,-73.55679583768396,7.208924112779407
447,307,242,Manantial,108-IV-D-25,25,SANTANDER,Sabana de Torres,La Raya,,1057808.0,1288290.0,177.696255,DEM,K2u,0.0,46.44,-73.55411382978075,7.202826810859899
448,308,243,Manantial,108-IV-D-26,26,SANTANDER,Sabana de Torres,La Raya parte alta,,1057680.0,1287975.0,183.066285,DEM,K2u,0.0,75.71,-73.5552759686314,7.1999799397788316
449,309,244,Manantial,108-IV-D-27,27,SANTANDER,Sabana de Torres,La Raya parte alta,,1056153.0,1289053.0,139.997207,DEM,N2Q1m,0.0,17.25,-73.56909011518319,7.2097426809769765
450,310,245,Manantial,108-IV-B-6,6,SANTANDER,Sabana de Torres,La Raya,,1056259.0,1290246.0,157.862212,DEM,N2Q1m,0.0,36.24,-73.56811833972966,7.220528602410742
451,311,246,Aljibe,108-IV-D-28,28,SANTANDER,Sabana de Torres,La Esperanza,,1049162.0,1289853.0,100.94316,DEM,Qal,0.0,406.1,-73.63237923198089,7.217042287764845
452,312,247,Pozo,108-IV-B-7,7,SANTANDER,Sabana de Torres,Sogamocito,,1052839.0,1291577.0,115.327007,DEM,N2Q1m,0.0,83.01,-73.59907085296147,7.232596930818569
453,313,248,Pozo,108-IV-B-8,8,Santander,Sabana de Torres,La 15,La 15,1056770.0,1295710.0,153.0,DEM,N1r,0.0,54.02,-73.56343570394115,7.269928270554654
454,314,249,Superficial,108-IV-B-9,9,Santander,Sabana de Torres,La 15,La 15,1055737.0,1295674.0,163.082561,DEM,N1r,0.0,38.29,-73.57278999404993,7.2696132712040615
455,315,250,Manantial,108-IV-B-10,10,Santander,Sabana de Torres,Cayumba,,1053474.0,1295714.0,155.0,DEM,N1r,0.0,23.41,-73.59328134940436,7.269997293732832
456,316,251,Pozo,108-IV-B-11,11,Santander,Sabana de Torres,Agroindustriales el Horizonte,,1051092.0,1298454.0,145.324337,DEM,N1r,0.0,34.35,-73.61482533933825,7.2947947280885135
457,317,252,Pozo,108-IV-B-12,12,Santander,Sabana de Torres,Chihuahua,,1050545.0,1297456.0,141.0,DEM,N1r,0.0,0.0,-73.6197879545404,7.285775914261017
458,318,253,Manantial,108-IV-B-13,13,Santander,Sabana de Torres,Maporales,,1049828.0,1295304.0,144.0,DEM,N1r,0.0,91.92,-73.62630018432091,7.266324146780444
459,319,364,Pozo,108-II-B-52,52,Santander,Sabana de Torres,Mata de Platano,Finca La Selva,1052773.0,1317962.0,81.02307,DEM,Qal,0.0,41.26,-73.59941334884091,7.471167851771053
460,320,365,Manantial,108-IV-D-30,30,Santander,Barrancabermeja,Meseta San Rafael,Acueducto Veredal,1054403.0,1281710.0,164.231351,DEM,QMsr,35.89,0.0,-73.58500587033187,7.143365054227397
461,321,366,Aljibe,108-IV-D-31,31,Santander,Barrancabermeja,Meseta San Rafael,Puesto de Salud,1054227.0,1281622.0,166.306891,DEM,QMsr,88.4,0.0,-73.5865999802713,7.142571060378732
462,322,367,Aljibe,108-IV-D-32,32,Santander,Barrancabermeja,Meseta San Rafael,Finca La Terraza,1053783.0,1281435.0,171.67015,DEM,QMsr,362.3,0.0,-73.59062112701089,7.140884472884472
463,323,368,Aljibe,119-II-B-1,1,Santander,Barrancabermeja,San Rafael,Finca El Progreso,1051441.0,1279884.0,174.58469,DEM,N1r,61.89,0.0,-73.61183647075774,7.1268822240027445
