,OBJECTID,ID,T_PUNTO,COD_SGC,CONSECUTIV,DEPTO_LOC,MUN_LOC,VER_LOC,SITIO_LOC,E_PTO,N_PTO,Z_PTO,MET_COTA,U_GEOL,COND_SECO,COND_HUM,LONGITUD,LATITUD
464,324,369,Aljibe,108-IV-D-33,33,Santander,Barrancabermeja,Yacaranda,Finca La Consentida,1050426.0,1280853.0,165.375876,DEM,QMsr,83.61,0.0,-73.62101591681859,7.135653091408709
465,325,370,Aljibe,108-IV-D-34,34,Santander,Barrancabermeja,Yacaranda,Finca Los Lagos,1050027.0,1281223.0,163.759575,DEM,QMsr,31.22,0.0,-73.62462458175884,7.139002191086386
466,326,371,Aljibe,108-IV-D-59,59,Santander,Barrancabermeja,Yacaranda,,1049853.0,1281098.0,163.0,DEM,QMsr,93.23,0.0,-73.62620083945227,7.137873482666723
467,399,402,Superficial,108-III-D-28,28,Santander,Barrancabermeja,Cienaga el Llanito,Cienaga el Llanito,1025369.0,1284433.0,72.370752,DEM,Qal,58.38,0.0,-73.8478316645556,7.168192743273396
468,400,403,Aljibe,108-III-D-29,29,Santander,Barrancabermeja,El Llanito,Institución educativa San Marcos,1025763.0,1283578.0,81.081404,DEM,N1r,39.79,0.0,-73.8442685663098,7.16045986048864
469,401,404,Aljibe,108-III-D-30,30,Santander,Barrancabermeja,El Llanito,Escuela El Llanito,1025377.0,1283910.0,87.198461,DEM,N1r,46.34,0.0,-73.84776160595925,7.1634636320127685
470,402,405,Aljibe,108-III-D-31,31,Santander,Barrancabermeja,El 16 de Julio,Corregimiento El Llanito,1025915.0,1283051.0,89.028739,DEM,N1r,84.72,0.0,-73.84289491175359,7.155693917167172
471,403,406,Aljibe,108-III-D-32,32,Santander,Barrancabermeja,El Llanito,Restaurante Isla de Los Mangos,1024807.0,1283193.0,76.022538,DEM,Qal,73.37,0.0,-73.85292514715589,7.156982912821278
472,404,407,Aljibe,108-III-D-33,33,Santander,Barrancabermeja,El Llanito,Finca Villa Martha,1025057.0,1282379.0,83.518739,DEM,N1r,49.53,0.0,-73.8506654919581,7.149621440060142
473,405,408,Aljibe,108-III-D-34,34,Santander,Barrancabermeja,El Llanito,Cienaga El Llanito,1024281.0,1282612.0,76.284327,DEM,N1r,38.94,0.0,-73.85768962027026,7.151731681527786
474,406,409,Superficial,108-III-D-35,35,Santander,Barrancabermeja,El Llanito,Cienaga El Llanito,1024282.0,1282610.0,75.887367,DEM,N1r,29.71,0.0,-73.8576805758653,7.151713592768221
475,407,410,Aljibe,108-III-D-36,36,Santander,Barrancabermeja,El Llanito,Finca La Cristalina,1025425.0,1281127.0,100.52639,DEM,N1r,47.61,0.0,-73.84733964808628,7.1382989328482545
476,408,411,Aljibe,108-III-D-37,37,Santander,Barrancabermeja,Penjamo,Finca El Paraiso,1025250.0,1281620.0,102.82319,DEM,N1r,89.33,0.0,-73.8489216718619,7.142757534119031
477,409,412,Aljibe,108-III-D-38,38,Santander,Barrancabermeja,Penjamo,Finca Los Pinos,1025794.0,1282214.0,97.92153,DEM,N1r,56.9,0.0,-73.84399418451594,7.14812614284199
478,410,413,Aljibe,108-III-D-39,39,Santander,Barrancabermeja,El Rodeo,Sobre la vía,1028537.0,1286332.0,88.766411,DEM,N1r,47.01,0.0,-73.8191409271537,7.185348628975738
479,411,414,Aljibe,108-III-D-40,40,Santander,Barrancabermeja,El Rodeo,Finca El Cariño,1027508.0,1286258.0,91.510138,DEM,N1r,47.88,0.0,-73.82845754358387,7.18468466041585
480,412,415,Aljibe,108-III-D-41,41,Santander,Barrancabermeja,El Rodeo,Los Trinitarios,1028030.0,1286158.0,97.765266,DEM,N1r,94.09,0.0,-73.823732022337,7.183777851542097
481,413,416,Manantial,108-III-D-42,42,Santander,Barrancabermeja,El Rodeo,,1027655.0,1285403.0,92.849494,DEM,N1r,48.97,0.0,-73.82713088038028,7.176952864338466
482,414,417,Aljibe,108-III-D-43,43,Santander,Barrancabermeja,El Rodeo,Parcela El Divino niño,1026861.0,1285431.0,82.657058,DEM,N1r,67.26,0.0,-73.83431925177572,7.177209909214785
483,415,418,Aljibe,108-III-D-44,44,Santander,Barrancabermeja,El Rodeo,Finca Los Estanques,1026142.0,1284708.0,77.909469,DEM,N1r,35.88,0.0,-73.84083212622889,7.17067579948251
484,416,419,Aljibe,108-III-D-45,45,Santander,Barrancabermeja,El Rodeo,Finca San Diego,1027725.0,1284185.0,93.711115,DEM,N1r,62.79,0.0,-73.8265031640351,7.165939128267904
485,417,420,Aljibe,108-III-D-46,46,Santander,Barrancabermeja,El Rodeo,Finca La Macarena,1027341.0,1283944.0,84.609617,DEM,N1r,85.87,0.0,-73.82998081246899,7.163761843123534
486,418,421,Aljibe,108-III-D-47,47,Santander,Barrancabermeja,El Rodeo,Finca Villa Argelia,1028111.0,1283877.0,77.55997,DEM,Qal,43.07,0.0,-73.82301013032074,7.163152212323253
487,419,422,Manantial,108-III-D-48,48,Santander,Barrancabermeja,El Rodeo,Finca Villa Argelia,1028182.0,1283880.0,84.465202,DEM,Qal,33.71,0.0,-73.82236733408939,7.163178982864673
488,420,423,Manantial,108-III-D-49,49,Santander,Barrancabermeja,El Rodeo,Finca Bella Vista,1029761.0,1284408.0,95.54135,DEM,Qal,45.97,0.0,-73.80806944726002,7.167945104381605
489,421,424,Manantial,108-IV-C-14,14,Santander,Barrancabermeja,El Rodeo,Finca Porvenir,1030613.0,1283950.0,93.976736,DEM,N1r,76.61,0.0,-73.80035850642487,7.163799202870973
490,422,425,Aljibe,108-IV-C-15,15,Santander,Barrancabermeja,El Rodeo,Finca El Paraiso,1030218.0,1285125.0,90.769388,DEM,N1r,99.09,0.0,-73.80392820254698,7.174425901104573
491,423,426,Aljibe,108-III-D-50,50,Santander,Barrancabermeja,El Rodeo,,1028066.0,1286255.0,94.0,DEM,N1r,124.4,0.0,-73.82340560335902,7.184654763069386
492,424,427,Aljibe,108-III-D-51,51,Santander,Barrancabermeja,El Rodeo,Finca Porcina,1027759.0,1286334.0,87.91971,DEM,N1r,20.46,0.0,-73.82618469132282,7.185370627123948
493,425,428,Aljibe,108-III-D-52,52,Santander,Barrancabermeja,El Rodeo,Finca Los corrales,1028174.0,1285073.0,80.475515,DEM,N1r,29.93,0.0,-73.82243375990012,7.173966356236798
494,426,429,Aljibe,108-III-D-53,53,Santander,Barrancabermeja,El Rodeo,Finca Villa Isabela,1027279.0,1284673.0,79.288082,DEM,N1r,54.22,0.0,-73.83053856610202,7.170353906199283
495,427,430,Aljibe,108-III-D-54,54,Santander,Barrancabermeja,El Rodeo,Finca casa Redonda,1026608.0,1283921.0,73.029265,DEM,Qal,48.9,0.0,-73.83661697224929,7.163557395424038
496,428,431,Aljibe,108-III-D-55,55,Santander,Barrancabermeja,El Llanito,Entrada El Llanito,1026380.0,1283157.0,95.590231,DEM,N1r,707.6,0.0,-73.83868471223144,7.15665022714665
497,429,432,Aljibe,108-III-D-56,56,Santander,Barrancabermeja,Penjamo,,1027416.0,1283123.0,85.860787,DEM,N1r,96.44,0.0,-73.82930583028545,7.156337832219714
498,430,433,Aljibe,108-III-D-57,57,Santander,Barrancabermeja,Penjamo,Finca El Bolsillo,1029237.0,1282935.0,90.922073,DEM,N1r,52.24,0.0,-73.81282107815018,7.154628719616227
499,431,434,Aljibe,108-III-D-58,58,Santander,Barrancabermeja,Penjamo,Granja El Amparo,1027830.0,1282613.0,97.553024,DEM,N1r,82.52,0.0,-73.82556036518116,7.151724275589796
500,432,435,Aljibe,108-III-D-59,59,Santander,Barrancabermeja,Penjamo,Finca Las Palmas,1026482.0,1282596.0,96.915653,DEM,N1r,211.5,0.0,-73.83776393878031,7.151577069350866
501,433,436,Aljibe,108-III-D-60,60,Santander,Barrancabermeja,Penjamo,Rieles,1026989.0,1282262.0,92.614144,DEM,N1r,50.85,0.0,-73.83317565433897,7.148554561826995
502,434,437,Aljibe,108-III-D-61,61,Santander,Barrancabermeja,Penjamo,Escuela San Marcos sede C,1026970.0,1281923.0,102.386646,DEM,N1r,92.9,0.0,-73.83334928798666,7.145489344979531
503,435,438,Aljibe,108-III-D-62,62,Santander,Barrancabermeja,Penjamo,Finca La Estrella,1027105.0,1280944.0,101.65373,DEM,N1r,49.7,0.0,-73.8321318629567,7.13663637471561
504,436,439,Aljibe,108-III-D-63,63,Santander,Barrancabermeja,Penjamo,Finca Buenos Aires,1025973.0,1280200.0,75.096783,DEM,N1r,64.86,0.0,-73.8423830009395,7.12991429697249
505,437,440,Aljibe,119-I-B-1,1,Santander,Barrancabermeja,Campo Gala,,1025108.0,1279739.0,90.120024,DEM,N1r,132.7,0.0,-73.85021556930343,7.125749748836223
506,438,441,Aljibe,119-I-B-2,2,Santander,Barrancabermeja,Campo Gala,Escuela San Marcos sede D,1024723.0,1279184.0,81.0,DEM,N1r,91.36,0.0,-73.85370323052797,7.12073301176124
507,439,442,Pozo,96-IV-D-3,3,Santander,Barrancabermeja,Mata de Platano,Finca La Gloria,1051155.0,1320849.0,73.162437,DEM,Qal,80.4,0.0,-73.61404365615664,7.497287321216871
508,440,443,Pozo,108-IV-C-16,16,SANTANDER,Barrancabermeja,Guarumo,Finca El Diviso,1044497.0,1286394.0,143.0,DEM,QMsr,52.02,0.0,-73.67464451069497,7.18580507833726
509,441,444,Pozo,108-IV-D-37,37,SANTANDER,Barrancabermeja,Guarumo,Hacienda Ballevista,1045230.0,1288337.0,102.685794,DEM,Qal,148.8,0.0,-73.66799250139462,7.203367880628076
510,442,445,Manantial,108-IV-C-17,17,SANTANDER,Barrancabermeja,Guarumo,Finca La Raiz,1041233.0,1287602.0,114.471741,DEM,QMsr,24.87,0.0,-73.70418648971507,7.1967529153245815
511,443,446,Aljibe,108-IV-C-18,18,SANTANDER,Barrancabermeja,Guarumo,Hacienda Mi Ranchito,1037457.0,1287654.0,119.469174,DEM,QMsr,32.7,0.0,-73.73837341854355,7.197249699068482
512,444,447,Aljibe,108-IV-C-19,19,SANTANDER,Barrancabermeja,La Arenosa,Escuela La Arenosa,1037190.0,1285825.0,112.468896,DEM,N1r,27.32,0.0,-73.74080297781416,7.180713453857065
513,445,448,Aljibe,108-IV-C-20,20,SANTANDER,Barrancabermeja,La Arenosa,Finca El Coral,1037039.0,1285368.0,102.094397,DEM,N1r,56.67,0.0,-73.74217308780747,7.1765822055799635
514,446,493,Manantial,119-II-A-4,4,SANTANDER,Barrancabermeja,Tapazon,Finca El Consuelo,1042417.0,1278459.0,134.268384,DEM,N1r,59.37,0.0,-73.69353587863434,7.114072300917893
515,447,494,Pozo,119-II-A-5,5,SANTANDER,Barrancabermeja,Tapazon,Finca Montebello,1043368.0,1277480.0,97.640217,DEM,N1r,279.2,0.0,-73.68493477875349,7.10521287782262
516,448,495,Aljibe,119-II-A-6,6,SANTANDER,Barrancabermeja,Tapazon,Finca Santa Isabel Miramar,1044495.0,1278436.0,98.711672,DEM,N1r,139.5,0.0,-73.67472565893884,7.113848356466255
517,449,496,Manantial,119-II-A-7,7,SANTANDER,Barrancabermeja,Tapazon,Finca Villa Paola,1044640.0,1277527.0,99.917159,DEM,N1r,45.86,0.0,-73.67342027985674,7.105627964904902
518,450,497,Aljibe,119-II-A-8,8,SANTANDER,Barrancabermeja,Tapazon,Finca Villa Paola,1044599.0,1277511.0,104.291329,DEM,N1r,72.2,0.0,-73.67379153765306,7.105483614915681
519,451,498,Manantial,119-II-A-9,9,SANTANDER,Barrancabermeja,Tapazon,Finca Villa Paola,1044569.0,1277714.0,99.878232,DEM,N1r,46.19,0.0,-73.67406149650647,7.107319393368177
520,452,499,Aljibe,119-II-A-10,10,SANTANDER,Barrancabermeja,San Luis,Universidad De La Paz,1036494.0,1273357.0,77.0,DEM,Qal,201.0,0.0,-73.74718495262465,7.067980549416966
521,453,500,Aljibe,119-II-A-11,11,SANTANDER,Barrancabermeja,Cienaga Brava,,1036200.0,1275729.0,81.86796,DEM,N1r,150.4,0.0,-73.74983091243716,7.089430447479679
522,454,501,Aljibe,119-II-A-12,12,SANTANDER,Barrancabermeja,Cienaga Brava,Finca El Diamante,1035449.0,1276447.0,83.710213,DEM,N1r,67.62,0.0,-73.75662428478026,7.0959274672001325
523,455,502,Aljibe,119-II-A-13,13,SANTANDER,Barrancabermeja,Cienaga Brava,,1035462.0,1276037.0,80.91234,DEM,N1r,40.74,0.0,-73.75650917815855,7.092220097434324
524,456,503,Aljibe,119-II-A-14,14,SANTANDER,Barrancabermeja,Cienaga Brava,Finca La Ceiba,1036236.0,1276085.0,82.261997,DEM,N1r,262.3,0.0,-73.74950277212191,7.0926492271913695
525,515,318,Superficial,108-II-A-28,28,Santander,Sabana de Torres,Campo Tigre,Finca Agua Bonita,1042547.0,1312906.0,106.943313,DEM,N1r,0.0,190.3,-73.69209366582022,7.4255422914643345
526,516,319,Aljibe,108-II-A-29,29,Santander,Sabana de Torres,Campo Tigre,Finca Santa Helena,1043135.0,1312176.0,98.705487,DEM,N1r,0.0,54.38,-73.68677314618495,7.418937000963362
527,517,320,Pozo,108-II-A-30,30,Santander,Sabana de Torres,Campo Tigre,Finca Santa Helena,1042849.0,1312091.0,96.082217,DEM,N1r,0.0,44.17,-73.68936448592886,7.418170702987053
528,518,321,Pozo,108-II-A-31,31,Santander,Sabana de Torres,Campo Tigre,Finca Villa Cruz,1043177.0,1312917.0,110.313382,DEM,N1r,0.0,38.42,-73.68638677961722,7.42563676415435
529,519,322,Manantial,108-II-A-32,32,Santander,Sabana de Torres,Campo Tigre,Finca Torcoroma,1044394.0,1314349.0,105.368392,DEM,N1r,0.0,14.72,-73.67535092619448,7.438574993121652
530,526,450,Aljibe,108-IV-C-22,22,SANTANDER,Barrancabermeja,La Arenosa,Finca Temozon Diamante,1037932.0,1285048.0,101.84445,DEM,N1r,73.71,0.0,-73.73409052494469,7.173682753809095
531,527,451,Aljibe,108-IV-C-23,23,SANTANDER,Barrancabermeja,La Arenosa,Finca El Retiro Dos,1037858.0,1284917.0,102.625495,DEM,N1r,40.42,0.0,-73.73476136173089,7.172498736952389
532,528,452,Aljibe,108-IV-C-24,24,SANTANDER,Barrancabermeja,La Arenosa,Finca El Diamante,1037208.0,1285027.0,101.075888,DEM,N1r,137.2,0.0,-73.74064532115122,7.173497722519895
533,529,453,Pozo,108-IV-C-25,25,SANTANDER,Barrancabermeja,,Finca La Esperanza,1037717.0,1286546.0,119.227497,DEM,N1r,132.3,0.0,-73.736026900665,7.1872292920737415
534,530,454,Aljibe,108-IV-C-26,26,SANTANDER,Barrancabermeja,,Finca La Esperanza,1037747.0,1286555.0,118.616408,DEM,QMsr,88.22,0.0,-73.73575523006951,7.187310468722052
535,531,455,Manantial,108-IV-C-27,27,SANTANDER,Barrancabermeja,,Finca Ojo de Agua,1038706.0,1286310.0,128.925872,DEM,QMsr,22.25,0.0,-73.7270744702967,7.185088599933722
536,532,456,Manantial,108-IV-C-28,28,SANTANDER,Barrancabermeja,Guarumo,Finca las Delicias,1043544.0,1288669.0,115.64482,DEM,QMsr,38.86,0.0,-73.68325481185315,7.206383249927051
537,533,457,Aljibe,108-IV-C-29,29,SANTANDER,Barrancabermeja,Guarumo,Finca Los Laureles,1044087.0,1287701.0,131.801354,DEM,QMsr,17.94,0.0,-73.67834615404165,7.197626284232417
538,534,458,Aljibe,108-IV-A-48,48,SANTANDER,Barrancabermeja,Guarumo,,1042380.0,1292448.0,85.337783,DEM,Qal,193.7,0.0,-73.6937648429957,7.240562139031323
539,535,459,Pozo,108-IV-A-49,49,SANTANDER,Barrancabermeja,Guarumo,Finca Isla Bonita,1044998.0,1290079.0,93.249097,DEM,Qal,509.7,0.0,-73.67007892980625,7.219120978677207
540,536,460,Manantial,108-IV-C-30,30,SANTANDER,Barrancabermeja,,Finca Morelia,1044983.0,1288410.0,128.153524,DEM,QMsr,45.75,0.0,-73.67022822799247,7.204029945498276
541,537,461,Manantial,108-IV-C-31,31,SANTANDER,Barrancabermeja,Guarumo,Finca La Pita,1041549.0,1288988.0,104.4259,DEM,Qal,2.601,0.0,-73.70131515324286,7.209282884336191
542,538,462,Pozo,108-IV-A-50,50,SANTANDER,Barrancabermeja,Guarumo,Finca Isla San Isidro,1039733.0,1291218.0,87.0,DEM,Qal,483.9,0.0,-73.71774141372737,7.229459959887418
543,539,463,Aljibe,108-IV-A-51,51,SANTANDER,Barrancabermeja,Guarumo,Finca Las Vegas,1039657.0,1292996.0,86.093322,DEM,Qal,619.7,0.0,-73.71841684286228,7.245537311247252
544,540,464,Pozo,108-IV-C-32,32,SANTANDER,Barrancabermeja,Guarumo,Campamento Palma San Rafael,1038154.0,1287917.0,120.782497,DEM,QMsr,64.73,0.0,-73.7320610809729,7.1996230551297185
545,541,465,Manantial,108-IV-C-33,33,SANTANDER,Barrancabermeja,Guarumo,Finca Cleveland Palma San Rafael,1039433.0,1288418.0,130.0,DEM,QMsr,26.69,0.0,-73.72047760471825,7.204144257465873
546,542,466,Aljibe,108-IV-C-34,34,SANTANDER,Barrancabermeja,Guarumo,Finca La Palma,1041777.0,1288077.0,121.689291,DEM,QMsr,46.93,0.0,-73.69925765695913,7.201043857094878
547,543,467,Aljibe,108-IV-C-35,35,SANTANDER,Barrancabermeja,Guarumo,Finca Guarumo,1042144.0,1289767.0,98.945407,DEM,Qal,578.0,0.0,-73.6959220900399,7.216322185380648
548,544,468,Pozo,108-IV-C-36,36,SANTANDER,Barrancabermeja,Guarumo,Finca Miraflores,1041461.0,1287717.0,121.954535,DEM,QMsr,73.52,0.0,-73.70212136507973,7.197791066351863
549,545,469,Aljibe,108-IV-C-37,37,SANTANDER,Barrancabermeja,Guarumo,Finca Ecopalma,1041797.0,1287283.0,119.561236,DEM,QMsr,79.34,0.0,-73.69908252788446,7.193864303214038
550,546,470,Aljibe,108-IV-C-38,38,SANTANDER,Barrancabermeja,Guarumo,Barrio Las Palmas,1042783.0,1286533.0,142.387907,DEM,QMsr,70.3,0.0,-73.69016127700658,7.187075294140588
551,547,471,Aljibe,108-IV-C-39,39,SANTANDER,Barrancabermeja,Guarumo,Barrio Las Palmas,1042782.0,1286450.0,141.887955,DEM,QMsr,40.02,0.0,-73.69017096615323,7.186324810348065
552,548,472,Manantial,108-IV-C-40,40,SANTANDER,Barrancabermeja,Guarumo,Finca El Canelo,1042412.0,1284147.0,166.0,DEM,QMsr,38.02,0.0,-73.69353825192883,7.165503732483571
553,549,473,Aljibe,108-IV-C-41,41,SANTANDER,Barrancabermeja,Guarumo,Hacienda La Argentina,1040992.0,1284328.0,106.167515,DEM,N1r,66.08,0.0,-73.70639246391289,7.167150904408138
554,550,474,Superficial,108-IV-C-42,42,SANTANDER,Barrancabermeja,San Luis,Finca Santillana,1040144.0,1281301.0,101.692983,DEM,N1r,15.73,0.0,-73.71409125493282,7.139786589635567
555,551,475,Pozo,108-IV-C-43,43,SANTANDER,Barrancabermeja,Guarumo,Finca Buenos Aires,1040487.0,1284636.0,122.31768,DEM,N1r,223.2,0.0,-73.71096212195728,7.1699395369028185
556,552,476,Manantial,108-IV-C-44,44,SANTANDER,Barrancabermeja,La Arenosa,Finca El Bosque,1039787.0,1286025.0,115.572698,DEM,QMsr,17.45,0.0,-73.71728955317936,7.1825040210454425
557,553,477,Aljibe,108-IV-C-45,45,SANTANDER,Barrancabermeja,La Arenosa,,1039125.0,1286785.0,121.0,DEM,QMsr,56.52,0.0,-73.72327768255586,7.189380683153616
558,554,478,Aljibe,108-IV-C-46,46,SANTANDER,Barrancabermeja,Porvenir,,1034735.0,1288682.0,83.445817,DEM,Qal,84.33,0.0,-73.76301165307598,7.206562598119473
559,555,479,Aljibe,108-IV-C-47,47,SANTANDER,Barrancabermeja,Tabla Roja,Finca Bucarelia,1033276.0,1285158.0,85.094894,DEM,N1r,102.7,0.0,-73.77624254578546,7.174706968457962
560,556,480,Aljibe,108-IV-C-48,48,SANTANDER,Barrancabermeja,Tabla Roja,Finca El Cedro,1033632.0,1285262.0,91.529407,DEM,N1r,20.71,0.0,-73.77301889382217,7.175645226733422
561,557,481,Aljibe,108-IV-C-49,49,SANTANDER,Barrancabermeja,Tabla Roja,Finca Casa Azul,1033995.0,1284860.0,102.586581,DEM,N1r,18.47,0.0,-73.76973492843173,7.172008092889405
562,558,482,Aljibe,108-IV-C-50,50,SANTANDER,Barrancabermeja,San Luis,Finca El Remanso,1034697.0,1284029.0,89.621547,DEM,N1r,35.21,0.0,-73.76338459818935,7.164489770280122
563,559,483,Aljibe,108-IV-C-51,51,SANTANDER,Barrancabermeja,Tabla Roja,Escuela Siberia,1035366.0,1283852.0,83.004739,DEM,N1r,80.49,0.0,-73.75732910233796,7.162885135266527
564,560,484,Aljibe,108-IV-C-52,52,SANTANDER,Barrancabermeja,Tabla Roja,Finca Villa Monica,1035782.0,1283066.0,96.905487,DEM,N1r,16.58,0.0,-73.7535679866567,7.155775377721138
565,561,485,Aljibe,108-IV-C-53,53,SANTANDER,Barrancabermeja,Tabla Roja,Finca La Sevillana,1036086.0,1282666.0,87.656305,DEM,N1r,87.83,0.0,-73.75081842980684,7.15215657817085
566,562,486,Aljibe,108-IV-C-54,54,SANTANDER,Barrancabermeja,San Luis,Finca La Esmeralda,1036326.0,1281958.0,89.367841,DEM,N1r,73.7,0.0,-73.7486502929653,7.145753198466087
567,563,487,Manantial,108-IV-C-55,55,SANTANDER,Barrancabermeja,San Luis,Finca La Esmeralda,1036326.0,1281956.0,89.527812,DEM,N1r,52.21,0.0,-73.74865030589248,7.145735114186744
568,564,488,Aljibe,108-IV-C-56,56,SANTANDER,Barrancabermeja,San Luis,Finca Al Lado De La Escuela,1037376.0,1281452.0,93.0,DEM,N1r,28.35,0.0,-73.73914816613986,7.1411710030737785
569,565,489,Aljibe,108-IV-C-57,57,SANTANDER,Barrancabermeja,San Luis,Finca San Luis,1038297.0,1280058.0,93.0,DEM,N1r,32.03,0.0,-73.73082006775003,7.1285600885686
570,566,490,Aljibe,119-II-A-1,1,SANTANDER,Barrancabermeja,San Luis,Finca La Polonesa,1039146.0,1279013.0,89.050425,DEM,Qal,144.8,0.0,-73.72314175585134,7.119105240572577
571,567,491,Manantial,119-II-A-2,2,SANTANDER,Barrancabermeja,Tapazon,Finca La Diosa,1042354.0,1278570.0,137.0,DEM,N1r,122.4,0.0,-73.69410533299433,7.115076446237875
572,568,492,Manantial,119-II-A-3,3,SANTANDER,Barrancabermeja,Tapazon,Finca La Esperanza,1042164.0,1279114.0,130.165543,DEM,N1r,112.4,0.0,-73.69582118578224,7.119996768685224
573,569,527,Aljibe,108-III-D-65,65,SANTANDER,Barrancabermeja,Penjamo,Finca Villa del Mar,1027913.0,1280796.0,105.786204,DEM,N1r,83.01,0.0,-73.82481798504767,7.135294183175026
574,570,528,Aljibe,108-IV-D-38,38,Santander,Barrancabermeja,Yacaranda,Tienda,1050687.0,1280967.0,165.033585,DEM,QMsr,0.0,60.17,-73.61865218403412,7.13668153785405
575,571,529,Aljibe,108-IV-D-39,39,Santander,Barrancabermeja,Yacaranda,Finca Providencia,1050852.0,1282885.0,162.990959,DEM,QMsr,0.0,28.34,-73.6171411629755,7.15402259925617
576,572,530,Aljibe,108-IV-D-40,40,Santander,Barrancabermeja,Yacaranda,Finca Santa Catalina,1050122.0,1282302.0,162.889871,DEM,QMsr,0.0,115.3,-73.62375496594993,7.148757669762702
577,573,531,Aljibe,108-IV-D-41,41,Santander,Barrancabermeja,La Union,Caserio,1049317.0,1283287.0,162.0,DEM,QMsr,0.0,42.37,-73.63103380194434,7.157671166111915
578,574,532,Manantial,108-IV-D-42,42,Santander,Barrancabermeja,La Union,Finca La Isla,1049320.0,1284609.0,118.868728,DEM,QMsr,0.0,36.5,-73.63099501193014,7.169624671979253
579,575,533,Aljibe,108-IV-D-43,43,Santander,Barrancabermeja,La Union,,1047500.0,1283311.0,163.127436,DEM,QMsr,0.0,21.98,-73.64748284749267,7.157903833187461
580,576,534,Pozo,108-IV-D-44,44,Santander,Barrancabermeja,La Union,Finca Las Bernardas,1047130.0,1284496.0,155.0,DEM,QMsr,0.0,0.0,-73.65082249060698,7.168621755790956
581,577,535,Manantial,108-IV-D-45,45,Santander,Barrancabermeja,La Union,Finca La Macaranera,1047365.0,1286826.0,133.217474,DEM,QMsr,0.0,85.66,-73.64867525785253,7.189687686419117
582,578,536,Aljibe,108-IV-D-46,46,Santander,Barrancabermeja,La Union,,1046612.0,1286618.0,132.219678,DEM,QMsr,0.0,35.85,-73.65549436877518,7.187813272299026
583,579,537,Aljibe,108-IV-D-47,47,Santander,Barrancabermeja,Cayumbo,Finca El Guamito,1046704.0,1289835.0,96.562059,DEM,Qal,0.0,622.6,-73.65463448790503,7.216900681564171
584,580,538,Pozo,108-IV-D-48,48,Santander,Barrancabermeja,Cayumbo,Finca Casa Roja,1046416.0,1287899.0,112.636525,DEM,Qal,0.0,97.14,-73.6572582194826,7.199397737464987
585,581,551,Aljibe,119-II-B-10,10,Santander,Barrancabermeja,Zarzal Las Lajas,Finca Buenos Aires,1046015.0,1271544.0,134.300332,DEM,N1r,0.0,162.7,-73.6610223185232,7.051518214897489
586,582,552,Manantial,108-IV-D-51,51,Santander,Barrancabermeja,Vía Ppal Pte Sogamoso,Nacimiento Caño Muerto,1057616.0,1283392.0,144.715641,DEM,N1r,0.0,46.03,-73.55590261446876,7.158541576192647
587,583,553,Aljibe,108-IV-D-52,52,Santander,Barrancabermeja,Casacajera,Finca Betania,1052124.0,1284505.0,109.0,DEM,Qal,0.0,759.1,-73.605610861564,7.1686589454227905
588,584,554,Pozo,108-IV-D-53,53,Santander,Barrancabermeja,Casacajera,Finca Galilea,1053144.0,1283970.0,111.0,DEM,Qal,0.0,492.8,-73.59638173341317,7.163811924350256
589,585,555,Manantial,108-IV-D-54,54,Santander,Barrancabermeja,Cascajera,,1053219.0,1282647.0,172.801304,DEM,QMsr,0.0,45.0,-73.59571530525447,7.151848696535647
590,586,556,Manantial,108-IV-D-55,55,Santander,Barrancabermeja,Cascajera,,1050449.0,1283483.0,157.34031,DEM,QMsr,0.0,28.18,-73.62078409481089,7.1594333448481295
591,587,557,Aljibe,119-II-B-11,11,Santander,Barrancabermeja,El Zarzal,Finca Quita Sueño II,1047877.0,1273827.0,96.897546,DEM,N1r,0.0,44.43,-73.64415030903878,7.072145913907881
592,588,558,Pozo,119-II-B-12,12,Santander,Barrancabermeja,El Zarzal,Finca San Jose,1048487.0,1272950.0,103.497441,DEM,N1r,0.0,2979.5,-73.6386364991278,7.064210864559186
593,589,559,Pozo,119-II-B-13,13,Santander,Barrancabermeja,El Zarsal,Finca Maranatha,1046919.0,1271836.0,97.33672,DEM,N1r,0.0,271.2,-73.65283788558668,7.054151135032011
594,590,560,Pozo,119-II-B-14,14,Santander,Barrancabermeja,El Zarsal,Finca Bioambiental,1047360.0,1270737.0,97.588126,DEM,N1r,0.0,225.4,-73.64885554517335,7.044210250725579
595,591,561,Aljibe,119-II-D-1,1,Santander,Barrancabermeja,El Zarsal,,1049123.0,1269898.0,107.503656,DEM,N1r,0.0,195.8,-73.63290628720303,7.036609067107481
596,592,562,Aljibe,119-II-D-2,2,Santander,Barrancabermeja,El Zarsal,,1050437.0,1269371.0,101.545442,DEM,N1r,0.0,108.4,-73.62101846540848,7.031832464326362
597,593,563,Aljibe,119-II-D-3,3,Santander,Barrancabermeja,San Jose,Finca Manizales,1051695.0,1269097.0,120.237842,DEM,N1r,0.0,257.9,-73.60963543641292,7.029343714718948
598,594,564,Pozo,119-II-D-4,4,Santander,Barrancabermeja,San Jose,Finca San jose,1052441.0,1269819.0,105.911839,DEM,N1r,0.0,62.98,-73.60287719319948,7.035865264457759
