LINE_ID,X,Y,Z,Tipo,NombreFall
5,-73.267012531,7.622894781,642.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.269670803,7.6187281143,737.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.271752779,7.615464753,951.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.272872843,7.613504737,951.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.275212954,7.610304731,872.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.277343067,7.607314724,831.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.280134823,7.6031480573,725.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.282926578,7.5989813907,663.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.284063408,7.597284684,621.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.28663824,7.5931180173,577.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.289213073,7.5889513507,526.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.289853715,7.587914645,526.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.292903376,7.5837479783,487.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.293893915,7.582394632,429.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.298060582,7.5791716659,424.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.298884128,7.578534643,385.0,Falla de rumbo sinestral,Falla de Bucaramanga
5,-73.303050795,7.5765986456,332.0,Falla de rumbo sinestral,Falla de Bucaramanga
6,-73.58920238,8.492089629,248.0,Falla cubierta,Falla de Besote
6,-73.586462249,8.495519639,244.0,Falla cubierta,Falla de Besote
6,-73.584792164,8.497599652,286.0,Falla cubierta,Falla de Besote
6,-73.584342144,8.498159653,286.0,Falla cubierta,Falla de Besote
6,-73.58301208,8.499819659,272.0,Falla cubierta,Falla de Besote
6,-73.580087661,8.5039863257,334.0,Falla cubierta,Falla de Besote
6,-73.579551895,8.504749676,423.0,Falla cubierta,Falla de Besote
6,-73.577861805,8.507299688,325.0,Falla cubierta,Falla de Besote
6,-73.574963117,8.5114663547,341.0,Falla cubierta,Falla de Besote
6,-73.572901551,8.514429715,408.0,Falla cubierta,Falla de Besote
6,-73.569830201,8.5185963817,434.0,Falla cubierta,Falla de Besote
6,-73.568191306,8.520819746,434.0,Falla cubierta,Falla de Besote
6,-73.56527794,8.5249864127,455.0,Falla cubierta,Falla de Besote
6,-73.563961086,8.526869764,416.0,Falla cubierta,Falla de Besote
6,-73.560912163,8.5310364307,505.0,Falla cubierta,Falla de Besote
6,-73.55786324,8.5352030973,622.0,Falla cubierta,Falla de Besote
6,-73.55736075,8.535889802,622.0,Falla cubierta,Falla de Besote
6,-73.554492867,8.5400564687,610.0,Falla cubierta,Falla de Besote
6,-73.552260484,8.543299834,613.0,Falla cubierta,Falla de Besote
6,-73.549375733,8.5474665007,582.0,Falla cubierta,Falla de Besote
6,-73.547580244,8.550059863,549.0,Falla cubierta,Falla de Besote
6,-73.543413577,8.5540630364,629.0,Falla cubierta,Falla de Besote
6,-73.539246911,8.5580662098,752.0,Falla cubierta,Falla de Besote
6,-73.538649831,8.558639861,739.0,Falla cubierta,Falla de Besote
6,-73.536345474,8.5628065277,632.0,Falla cubierta,Falla de Besote
6,-73.534041117,8.5669731943,608.0,Falla cubierta,Falla de Besote
7,-73.185585137,8.012678454,1459.0,Falla,
7,-73.187057309,8.0168451207,1455.0,Falla,
7,-73.188529482,8.0210117873,1440.0,Falla,
7,-73.18988513,8.024848658,1440.0,Falla,
7,-73.191211773,8.0290153247,1432.0,Falla,
7,-73.19251511,8.033108793,1422.0,Falla,
7,-73.192551248,8.0372754597,1415.0,Falla,
7,-73.192587385,8.0414421263,1412.0,Falla,
7,-73.192623523,8.045608793,1408.0,Falla,
7,-73.19265966,8.0497754597,1402.0,Falla,
7,-73.192664895,8.050379003,1395.0,Falla,
7,-73.193059328,8.0545456697,1391.0,Falla,
7,-73.193453761,8.0587123363,1394.0,Falla,
7,-73.193848194,8.062879003,1393.0,Falla,
