OBJECTID;TOPE_MUGROSA_WGS84_tif;X;Y;TOPE_MUGROSA_WGS84_Band_1
1047;-2948;-73,450118619762478;7,715081917384920;-2948,6203613
1048;-2921;-73,440437347577557;7,715081917384920;-2921,3745117
1049;-2920;-73,430756075392637;7,715081917384920;-2920,1552734
1050;-2933;-73,421074803207716;7,715081917384920;-2933,3488770
1051;-2952;-73,411393531022796;7,715081917384920;-2952,6760254
1052;-2973;-73,401712258837875;7,715081917384920;-2973,6379395
1053;-2994;-73,392030986652955;7,715081917384920;-2994,2329102
1054;-3013;-73,382349714468035;7,715081917384920;-3013,7875977
1055;60;-74,001951134303013;7,705400645199997;60,4533081
1056;1;-73,992269862118093;7,705400645199997;1,5188599
1057;-74;-73,982588589933172;7,705400645199997;-74,5661621
1058;-171;-73,972907317748252;7,705400645199997;-171,7896729
1059;-296;-73,963226045563331;7,705400645199997;-296,5904541
1060;-1094;-73,895457140268874;7,705400645199997;-1094,4694824
1061;-1087;-73,885775868083954;7,705400645199997;-1087,6918945
1062;-1169;-73,876094595899033;7,705400645199997;-1169,5412598
1063;-1260;-73,866413323714113;7,705400645199997;-1260,9865723
1064;-1345;-73,856732051529193;7,705400645199997;-1345,4958496
1065;-1423;-73,847050779344272;7,705400645199997;-1423,3482666
1066;-1483;-73,837369507159352;7,705400645199997;-1483,3841553
1067;-1549;-73,827688234974431;7,705400645199997;-1549,0986328
1068;-1625;-73,818006962789511;7,705400645199997;-1625,9017334
1069;-1697;-73,808325690604590;7,705400645199997;-1697,5729980
1070;-1766;-73,798644418419670;7,705400645199997;-1766,5355225
1071;-1828;-73,788963146234735;7,705400645199997;-1828,6051025
1072;-1880;-73,779281874049815;7,705400645199997;-1880,9492188
1073;-1912;-73,769600601864894;7,705400645199997;-1912,5111084
1074;-1930;-73,759919329679974;7,705400645199997;-1930,1909180
1075;-1961;-73,750238057495054;7,705400645199997;-1961,5640869
1076;-2000;-73,740556785310133;7,705400645199997;-2000,5150146
1077;-2040;-73,730875513125213;7,705400645199997;-2040,4362793
1078;-2079;-73,721194240940292;7,705400645199997;-2079,7575684
1079;-2126;-73,711512968755372;7,705400645199997;-2126,6340332
1080;-2164;-73,701831696570451;7,705400645199997;-2164,5498047
1081;-2200;-73,692150424385531;7,705400645199997;-2200,2158203
1082;-2305;-73,682469152200611;7,705400645199997;-2305,6303711
1083;-2329;-73,672787880015676;7,705400645199997;-2329,6633301
1084;-2350;-73,663106607830755;7,705400645199997;-2350,3261719
1085;-2381;-73,653425335645835;7,705400645199997;-2381,2351074
1086;-2420;-73,643744063460915;7,705400645199997;-2420,7595215
1087;-2451;-73,634062791275994;7,705400645199997;-2451,7001953
1088;-2507;-73,624381519091074;7,705400645199997;-2507,4892578
1089;-2577;-73,614700246906153;7,705400645199997;-2577,2873535
1090;-2596;-73,605018974721233;7,705400645199997;-2596,1591797
1091;-2632;-73,595337702536312;7,705400645199997;-2632,2368164
1092;-2717;-73,585656430351392;7,705400645199997;-2717,0344238
1093;-2776;-73,575975158166472;7,705400645199997;-2776,2436523
1094;-2782;-73,566293885981537;7,705400645199997;-2782,2380371
1095;-2910;-73,556612613796617;7,705400645199997;-2910,2338867
1096;-2935;-73,546931341611696;7,705400645199997;-2935,3974609
1097;-2938;-73,537250069426776;7,705400645199997;-2938,3872070
1098;-2942;-73,527568797241855;7,705400645199997;-2942,2390137
1099;-2925;-73,517887525056935;7,705400645199997;-2925,6838379
1100;-2937;-73,508206252872014;7,705400645199997;-2937,6640625
1101;-2981;-73,498524980687094;7,705400645199997;-2981,6354980
1102;-3045;-73,488843708502174;7,705400645199997;-3045,1083984
1103;-3104;-73,479162436317253;7,705400645199997;-3104,5634766
1104;-3099;-73,469481164132333;7,705400645199997;-3099,7963867
1105;-3055;-73,459799891947398;7,705400645199997;-3055,0119629
1106;-2977;-73,450118619762478;7,705400645199997;-2977,9038086
1107;-2950;-73,440437347577557;7,705400645199997;-2950,7556152
1108;-2955;-73,430756075392637;7,705400645199997;-2955,1315918
1109;-2970;-73,421074803207716;7,705400645199997;-2970,1506348
1110;-2988;-73,411393531022796;7,705400645199997;-2988,7524414
1111;-3007;-73,401712258837875;7,705400645199997;-3007,7717285
1112;-3025;-73,392030986652955;7,705400645199997;-3025,9221191
1113;-3042;-73,382349714468035;7,705400645199997;-3042,7658691
1114;56;-74,001951134303013;7,695719373015076;56,5996056
1115;-5;-73,992269862118093;7,695719373015076;-5,2267456
1116;-83;-73,982588589933172;7,695719373015076;-83,8627319
1117;-182;-73,972907317748252;7,695719373015076;-182,2047729
1118;-306;-73,963226045563331;7,695719373015076;-306,2609253
1119;-467;-73,953544773378411;7,695719373015076;-467,8345947
1120;-1239;-73,885775868083954;7,695719373015076;-1239,6080322
1121;-1236;-73,876094595899033;7,695719373015076;-1236,4069824
1122;-1331;-73,866413323714113;7,695719373015076;-1331,9517822
1123;-1413;-73,856732051529193;7,695719373015076;-1413,5301514
1124;-1474;-73,847050779344272;7,695719373015076;-1474,1567383
1125;-1522;-73,837369507159352;7,695719373015076;-1522,0217285
1126;-1572;-73,827688234974431;7,695719373015076;-1572,3662109
1127;-1642;-73,818006962789511;7,695719373015076;-1642,8005371
1128;-1705;-73,808325690604590;7,695719373015076;-1705,3797607
1129;-1771;-73,798644418419670;7,695719373015076;-1771,0089111
1130;-1828;-73,788963146234735;7,695719373015076;-1828,5156250
1131;-1881;-73,779281874049815;7,695719373015076;-1881,3991699
1132;-1911;-73,769600601864894;7,695719373015076;-1911,5205078
1133;-1928;-73,759919329679974;7,695719373015076;-1928,7795410
1134;-1947;-73,750238057495054;7,695719373015076;-1947,1695557
1135;-1967;-73,740556785310133;7,695719373015076;-1967,6862793
1136;-1991;-73,730875513125213;7,695719373015076;-1991,4230957
1137;-2027;-73,721194240940292;7,695719373015076;-2027,8646240
1138;-2093;-73,711512968755372;7,695719373015076;-2093,7236328
1139;-2159;-73,701831696570451;7,695719373015076;-2159,9252930
1140;-2229;-73,692150424385531;7,695719373015076;-2229,0449219
1141;-2307;-73,682469152200611;7,695719373015076;-2307,1291504
1142;-2322;-73,672787880015676;7,695719373015076;-2322,7368164
1143;-2343;-73,663106607830755;7,695719373015076;-2343,4335938
1144;-2381;-73,653425335645835;7,695719373015076;-2381,6762695
1145;-2434;-73,643744063460915;7,695719373015076;-2434,3173828
1146;-2493;-73,634062791275994;7,695719373015076;-2493,9785156
1147;-2524;-73,624381519091074;7,695719373015076;-2524,0974121
1148;-2575;-73,614700246906153;7,695719373015076;-2575,1347656
1149;-2629;-73,605018974721233;7,695719373015076;-2629,3815918
1150;-2661;-73,595337702536312;7,695719373015076;-2661,6516113
1151;-2719;-73,585656430351392;7,695719373015076;-2719,8322754
1152;-2806;-73,575975158166472;7,695719373015076;-2806,2133789
1153;-2922;-73,566293885981537;7,695719373015076;-2922,2546387
1154;-2957;-73,556612613796617;7,695719373015076;-2957,2177734
1155;-2974;-73,546931341611696;7,695719373015076;-2974,6589355
1156;-3003;-73,537250069426776;7,695719373015076;-3003,6647949
1157;-3029;-73,527568797241855;7,695719373015076;-3029,1760254
1158;-3028;-73,517887525056935;7,695719373015076;-3028,0983887
1159;-3030;-73,508206252872014;7,695719373015076;-3030,6550293
1160;-3055;-73,498524980687094;7,695719373015076;-3055,5776367
1161;-3095;-73,488843708502174;7,695719373015076;-3095,9455566
1162;-3142;-73,479162436317253;7,695719373015076;-3142,2712402
1163;-3133;-73,469481164132333;7,695719373015076;-3133,6479492
1164;-3092;-73,459799891947398;7,695719373015076;-3092,1452637
1165;-3034;-73,450118619762478;7,695719373015076;-3034,5668945
1166;-3005;-73,440437347577557;7,695719373015076;-3005,4687500
1167;-3002;-73,430756075392637;7,695719373015076;-3002,7292480
1168;-3012;-73,421074803207716;7,695719373015076;-3012,7666016
1169;-3027;-73,411393531022796;7,695719373015076;-3027,5659180
1170;-3043;-73,401712258837875;7,695719373015076;-3043,2634277
1171;-3058;-73,392030986652955;7,695719373015076;-3058,2846680
1172;-3072;-73,382349714468035;7,695719373015076;-3072,0776367
1173;53;-74,001951134303013;7,686038100830154;53,0780602
1174;-10;-73,992269862118093;7,686038100830154;-10,3746948
1175;-89;-73,982588589933172;7,686038100830154;-89,0908203
1176;-183;-73,972907317748252;7,686038100830154;-183,4339447
1177;-294;-73,963226045563331;7,686038100830154;-294,3481445
1178;-442;-73,953544773378411;7,686038100830154;-442,9205322
1179;-621;-73,943863501193491;7,686038100830154;-621,7827148
1180;-1219;-73,895457140268874;7,686038100830154;-1219,5921631
1181;-1179;-73,885775868083954;7,686038100830154;-1179,8005371
1182;-1229;-73,876094595899033;7,686038100830154;-1229,2060547
1183;-1333;-73,866413323714113;7,686038100830154;-1333,9366455
1184;-1442;-73,856732051529193;7,686038100830154;-1442,6981201
1185;-1543;-73,847050779344272;7,686038100830154;-1543,6633301
1186;-1605;-73,837369507159352;7,686038100830154;-1605,8790283
1187;-1642;-73,827688234974431;7,686038100830154;-1642,6496582
1188;-1682;-73,818006962789511;7,686038100830154;-1682,7226562
1189;-1722;-73,808325690604590;7,686038100830154;-1722,2229004
1190;-1780;-73,798644418419670;7,686038100830154;-1780,4731445
1191;-1826;-73,788963146234735;7,686038100830154;-1826,2750244
1192;-1881;-73,779281874049815;7,686038100830154;-1881,6076660
1193;-1906;-73,769600601864894;7,686038100830154;-1906,2818604
1194;-1920;-73,759919329679974;7,686038100830154;-1920,4036865
1195;-1931;-73,750238057495054;7,686038100830154;-1931,3288574
1196;-1940;-73,740556785310133;7,686038100830154;-1940,8149414
1197;-1953;-73,730875513125213;7,686038100830154;-1953,1986084
1198;-1985;-73,721194240940292;7,686038100830154;-1985,4625244
1199;-2074;-73,711512968755372;7,686038100830154;-2074,9721680
1200;-2168;-73,701831696570451;7,686038100830154;-2168,1796875
1201;-2247;-73,692150424385531;7,686038100830154;-2247,2109375
1202;-2298;-73,682469152200611;7,686038100830154;-2298,3078613
1203;-2327;-73,672787880015676;7,686038100830154;-2327,3659668
1204;-2352;-73,663106607830755;7,686038100830154;-2352,3454590
1205;-2396;-73,653425335645835;7,686038100830154;-2396,6269531
1206;-2430;-73,643744063460915;7,686038100830154;-2430,6496582
1207;-2534;-73,634062791275994;7,686038100830154;-2534,0341797
1208;-2533;-73,624381519091074;7,686038100830154;-2533,6884766
1209;-2591;-73,614700246906153;7,686038100830154;-2591,1921387
1210;-2651;-73,605018974721233;7,686038100830154;-2651,1459961
1211;-2696;-73,595337702536312;7,686038100830154;-2696,2299805
1212;-2760;-73,585656430351392;7,686038100830154;-2760,4243164
1213;-2928;-73,575975158166472;7,686038100830154;-2928,7316895
1214;-3019;-73,566293885981537;7,686038100830154;-3019,2602539
1215;-2991;-73,556612613796617;7,686038100830154;-2991,7548828
1216;-2999;-73,546931341611696;7,686038100830154;-2999,1545410
1217;-3053;-73,537250069426776;7,686038100830154;-3053,5458984
1218;-3065;-73,527568797241855;7,686038100830154;-3065,4245605
1219;-3087;-73,517887525056935;7,686038100830154;-3087,1174316
1220;-3099;-73,508206252872014;7,686038100830154;-3099,4704590
1221;-3117;-73,498524980687094;7,686038100830154;-3117,3071289
1222;-3148;-73,488843708502174;7,686038100830154;-3148,4711914
1223;-3167;-73,479162436317253;7,686038100830154;-3167,3977051
1224;-3156;-73,469481164132333;7,686038100830154;-3156,4895020
1225;-3123;-73,459799891947398;7,686038100830154;-3123,9536133
1226;-3084;-73,450118619762478;7,686038100830154;-3084,2680664
1227;-3059;-73,440437347577557;7,686038100830154;-3059,5139160
1228;-3052;-73,430756075392637;7,686038100830154;-3052,7922363
1229;-3057;-73,421074803207716;7,686038100830154;-3057,5388184
1230;-3067;-73,411393531022796;7,686038100830154;-3067,6101074
1231;-3079;-73,401712258837875;7,686038100830154;-3079,2827148
1232;-3090;-73,392030986652955;7,686038100830154;-3090,7602539
1233;-3101;-73,382349714468035;7,686038100830154;-3101,2687988
1234;48;-74,001951134303013;7,676356828645233;48,3744507
1235;-16;-73,992269862118093;7,676356828645233;-16,9678345
1236;-96;-73,982588589933172;7,676356828645233;-96,6816406
1237;-190;-73,972907317748252;7,676356828645233;-190,1877441
1238;-297;-73,963226045563331;7,676356828645233;-297,2864380
1239;-413;-73,953544773378411;7,676356828645233;-413,3797607
1240;-571;-73,943863501193491;7,676356828645233;-571,4244385
1241;-739;-73,934182229008570;7,676356828645233;-739,8363037
1242;-898;-73,924500956823650;7,676356828645233;-898,7075195
1243;-1030;-73,914819684638729;7,676356828645233;-1030,7563477
1244;-1117;-73,905138412453809;7,676356828645233;-1117,7329102
1245;-1153;-73,895457140268874;7,676356828645233;-1153,4746094
1246;-1205;-73,885775868083954;7,676356828645233;-1205,2222900
1247;-1264;-73,876094595899033;7,676356828645233;-1264,7825928
1248;-1352;-73,866413323714113;7,676356828645233;-1352,1296387
1249;-1452;-73,856732051529193;7,676356828645233;-1452,2720947
1250;-1598;-73,847050779344272;7,676356828645233;-1598,3195801
1251;-1685;-73,837369507159352;7,676356828645233;-1685,8894043
1252;-1711;-73,827688234974431;7,676356828645233;-1711,2442627
1253;-1730;-73,818006962789511;7,676356828645233;-1730,4986572
1254;-1754;-73,808325690604590;7,676356828645233;-1754,5924072
1255;-1791;-73,798644418419670;7,676356828645233;-1791,3222656
1256;-1827;-73,788963146234735;7,676356828645233;-1827,4371338
1257;-1866;-73,779281874049815;7,676356828645233;-1866,5321045
1258;-1891;-73,769600601864894;7,676356828645233;-1891,6477051
1259;-1909;-73,759919329679974;7,676356828645233;-1909,4562988
1260;-1924;-73,750238057495054;7,676356828645233;-1924,1170654
1261;-1937;-73,740556785310133;7,676356828645233;-1937,5850830
1262;-1957;-73,730875513125213;7,676356828645233;-1957,0141602
1263;-2012;-73,721194240940292;7,676356828645233;-2012,0678711
1264;-2132;-73,711512968755372;7,676356828645233;-2132,3444824
1265;-2197;-73,701831696570451;7,676356828645233;-2197,8898926
1266;-2272;-73,692150424385531;7,676356828645233;-2272,2084961
1267;-2308;-73,682469152200611;7,676356828645233;-2308,4829102
1268;-2343;-73,672787880015676;7,676356828645233;-2343,5397949
1269;-2373;-73,663106607830755;7,676356828645233;-2373,6711426
1270;-2409;-73,653425335645835;7,676356828645233;-2409,2121582
1271;-2447;-73,643744063460915;7,676356828645233;-2447,3388672
1272;-2512;-73,634062791275994;7,676356828645233;-2512,2053223
1273;-2544;-73,624381519091074;7,676356828645233;-2544,3750000
1274;-2641;-73,614700246906153;7,676356828645233;-2641,2626953
1275;-2692;-73,605018974721233;7,676356828645233;-2692,0898438
1276;-2762;-73,595337702536312;7,676356828645233;-2762,1621094
1277;-2872;-73,585656430351392;7,676356828645233;-2872,8083496
1278;-2999;-73,575975158166472;7,676356828645233;-2999,9323730
1279;-3063;-73,566293885981537;7,676356828645233;-3063,2121582
1280;-3057;-73,556612613796617;7,676356828645233;-3057,6772461
1281;-3063;-73,546931341611696;7,676356828645233;-3063,8557129
1282;-3108;-73,537250069426776;7,676356828645233;-3108,2814941
1283;-3109;-73,527568797241855;7,676356828645233;-3109,2639160
1284;-3139;-73,517887525056935;7,676356828645233;-3139,4570312
1285;-3151;-73,508206252872014;7,676356828645233;-3151,3095703
1286;-3156;-73,498524980687094;7,676356828645233;-3156,3649902
1287;-3176;-73,488843708502174;7,676356828645233;-3176,4912109
1288;-3182;-73,479162436317253;7,676356828645233;-3182,8222656
1289;-3172;-73,469481164132333;7,676356828645233;-3172,2114258
1290;-3149;-73,459799891947398;7,676356828645233;-3149,2446289
1291;-3123;-73,450118619762478;7,676356828645233;-3123,2438965
1292;-3105;-73,440437347577557;7,676356828645233;-3105,2893066
1293;-3098;-73,430756075392637;7,676356828645233;-3098,5446777
1294;-3100;-73,421074803207716;7,676356828645233;-3100,2343750
1295;-3106;-73,411393531022796;7,676356828645233;-3106,4968262
1296;-3114;-73,401712258837875;7,676356828645233;-3114,4616699
1297;-3122;-73,392030986652955;7,676356828645233;-3122,4897461
1298;-3129;-73,382349714468035;7,676356828645233;-3129,7346191
1299;41;-74,001951134303013;7,666675556460310;41,3650513
1300;-26;-73,992269862118093;7,666675556460310;-26,6580811
1301;-108;-73,982588589933172;7,666675556460310;-108,0059738
1302;-200;-73,972907317748252;7,666675556460310;-200,5075684
1303;-302;-73,963226045563331;7,666675556460310;-302,0816650
1304;-411;-73,953544773378411;7,666675556460310;-411,0055542
1305;-541;-73,943863501193491;7,666675556460310;-541,1460571
1306;-692;-73,934182229008570;7,666675556460310;-692,8485718
1307;-848;-73,924500956823650;7,666675556460310;-848,0511475
1308;-988;-73,914819684638729;7,666675556460310;-988,7105713
1309;-1094;-73,905138412453809;7,666675556460310;-1094,9116211
1310;-1156;-73,895457140268874;7,666675556460310;-1156,8764648
1311;-1210;-73,885775868083954;7,666675556460310;-1210,2381592
1312;-1297;-73,876094595899033;7,666675556460310;-1297,6440430
1313;-1397;-73,866413323714113;7,666675556460310;-1397,5833740
1314;-1509;-73,856732051529193;7,666675556460310;-1509,0010986
1315;-1638;-73,847050779344272;7,666675556460310;-1638,0518799
1316;-1715;-73,837369507159352;7,666675556460310;-1715,8597412
1317;-1747;-73,827688234974431;7,666675556460310;-1747,3251953
1318;-1762;-73,818006962789511;7,666675556460310;-1762,8226318
1319;-1777;-73,808325690604590;7,666675556460310;-1777,9310303
1320;-1799;-73,798644418419670;7,666675556460310;-1799,1820068
1321;-1823;-73,788963146234735;7,666675556460310;-1823,1777344
1322;-1849;-73,779281874049815;7,666675556460310;-1849,9122314
1323;-1874;-73,769600601864894;7,666675556460310;-1874,9589844
1324;-1901;-73,759919329679974;7,666675556460310;-1901,0323486
1325;-1929;-73,750238057495054;7,666675556460310;-1929,1954346
1326;-1959;-73,740556785310133;7,666675556460310;-1959,7824707
1327;-1996;-73,730875513125213;7,666675556460310;-1996,3961182
1328;-2046;-73,721194240940292;7,666675556460310;-2046,4421387
1329;-2101;-73,711512968755372;7,666675556460310;-2101,3378906
1330;-2173;-73,701831696570451;7,666675556460310;-2173,1948242
1331;-2248;-73,692150424385531;7,666675556460310;-2248,3325195
1332;-2291;-73,682469152200611;7,666675556460310;-2291,0954590
1333;-2349;-73,672787880015676;7,666675556460310;-2349,1931152
1334;-2364;-73,663106607830755;7,666675556460310;-2364,4914551
1335;-2416;-73,653425335645835;7,666675556460310;-2416,7211914
1336;-2459;-73,643744063460915;7,666675556460310;-2459,0373535
1337;-2512;-73,634062791275994;7,666675556460310;-2512,9316406
1338;-2528;-73,624381519091074;7,666675556460310;-2528,5415039
1339;-2564;-73,614700246906153;7,666675556460310;-2564,1765137
1340;-2677;-73,605018974721233;7,666675556460310;-2677,5915527
1341;-2778;-73,595337702536312;7,666675556460310;-2778,2612305
1342;-2916;-73,585656430351392;7,666675556460310;-2916,4687500
1343;-3021;-73,575975158166472;7,666675556460310;-3021,7182617
1344;-3088;-73,566293885981537;7,666675556460310;-3088,1796875
1345;-3106;-73,556612613796617;7,666675556460310;-3106,8227539
1346;-3127;-73,546931341611696;7,666675556460310;-3127,1030273
1347;-3128;-73,537250069426776;7,666675556460310;-3128,0031738
1348;-3124;-73,527568797241855;7,666675556460310;-3124,2324219
1349;-3179;-73,517887525056935;7,666675556460310;-3179,8205566
1350;-3190;-73,508206252872014;7,666675556460310;-3190,5239258
1351;-3187;-73,498524980687094;7,666675556460310;-3187,4196777
1352;-3190;-73,488843708502174;7,666675556460310;-3190,5268555
1353;-3189;-73,479162436317253;7,666675556460310;-3189,9333496
1354;-3181;-73,469481164132333;7,666675556460310;-3181,8833008
1355;-3168;-73,459799891947398;7,666675556460310;-3168,0190430
1356;-3153;-73,450118619762478;7,666675556460310;-3153,0952148
1357;-3142;-73,440437347577557;7,666675556460310;-3142,4138184
1358;-3138;-73,430756075392637;7,666675556460310;-3138,0104980
1359;-3138;-73,421074803207716;7,666675556460310;-3138,8059082
1360;-3142;-73,411393531022796;7,666675556460310;-3142,6657715
1361;-3147;-73,401712258837875;7,666675556460310;-3147,7141113
1362;-3152;-73,392030986652955;7,666675556460310;-3152,7084961
1363;-3156;-73,382349714468035;7,666675556460310;-3156,8959961
1364;31;-74,001951134303013;7,656994284275389;31,1976929
1365;-41;-73,992269862118093;7,656994284275389;-41,0374146
1366;-125;-73,982588589933172;7,656994284275389;-125,8328247
1367;-220;-73,972907317748252;7,656994284275389;-220,4165192
1368;-323;-73,963226045563331;7,656994284275389;-323,4412231
1369;-435;-73,953544773378411;7,656994284275389;-435,0345459
1370;-560;-73,943863501193491;7,656994284275389;-560,4359131
1371;-698;-73,934182229008570;7,656994284275389;-698,5343628
1372;-836;-73,924500956823650;7,656994284275389;-836,6224365
1373;-983;-73,914819684638729;7,656994284275389;-983,0886230
1374;-1108;-73,905138412453809;7,656994284275389;-1108,5623779
1375;-1163;-73,895457140268874;7,656994284275389;-1163,0191650
1376;-1253;-73,885775868083954;7,656994284275389;-1253,7332764
1377;-1350;-73,876094595899033;7,656994284275389;-1350,1417236
1378;-1453;-73,866413323714113;7,656994284275389;-1453,4907227
1379;-1559;-73,856732051529193;7,656994284275389;-1559,1529541
1380;-1662;-73,847050779344272;7,656994284275389;-1662,1313477
1381;-1731;-73,837369507159352;7,656994284275389;-1731,5976562
1382;-1765;-73,827688234974431;7,656994284275389;-1765,5441895
1383;-1780;-73,818006962789511;7,656994284275389;-1780,3000488
1384;-1789;-73,808325690604590;7,656994284275389;-1789,8262939
1385;-1800;-73,798644418419670;7,656994284275389;-1800,7282715
1386;-1813;-73,788963146234735;7,656994284275389;-1813,9987793
1387;-1831;-73,779281874049815;7,656994284275389;-1831,8155518
1388;-1857;-73,769600601864894;7,656994284275389;-1857,3010254
1389;-1894;-73,759919329679974;7,656994284275389;-1894,4978027
1390;-1940;-73,750238057495054;7,656994284275389;-1940,8406982
1391;-1993;-73,740556785310133;7,656994284275389;-1993,2027588
1392;-2051;-73,730875513125213;7,656994284275389;-2051,7607422
1393;-2117;-73,721194240940292;7,656994284275389;-2117,5625000
1394;-2180;-73,711512968755372;7,656994284275389;-2180,9782715
1395;-2184;-73,701831696570451;7,656994284275389;-2184,9577637
1396;-2244;-73,692150424385531;7,656994284275389;-2244,4458008
1397;-2322;-73,682469152200611;7,656994284275389;-2322,7036133
1398;-2382;-73,672787880015676;7,656994284275389;-2382,2497559
1399;-2385;-73,663106607830755;7,656994284275389;-2385,0541992
1400;-2440;-73,653425335645835;7,656994284275389;-2440,1320801
1401;-2469;-73,643744063460915;7,656994284275389;-2469,1022949
1402;-2526;-73,634062791275994;7,656994284275389;-2526,6074219
1403;-2548;-73,624381519091074;7,656994284275389;-2548,9589844
1404;-2597;-73,614700246906153;7,656994284275389;-2597,3996582
1405;-2709;-73,605018974721233;7,656994284275389;-2709,1386719
1406;-2806;-73,595337702536312;7,656994284275389;-2806,6818848
1407;-2918;-73,585656430351392;7,656994284275389;-2918,7304688
1408;-3016;-73,575975158166472;7,656994284275389;-3016,2006836
1409;-3099;-73,566293885981537;7,656994284275389;-3099,0673828
1410;-3118;-73,556612613796617;7,656994284275389;-3118,7929688
1411;-3146;-73,546931341611696;7,656994284275389;-3146,8759766
1412;-3166;-73,537250069426776;7,656994284275389;-3166,5937500
1413;-3172;-73,527568797241855;7,656994284275389;-3172,6582031
1414;-3179;-73,517887525056935;7,656994284275389;-3179,1049805
1415;-3199;-73,508206252872014;7,656994284275389;-3199,9919434
1416;-3191;-73,498524980687094;7,656994284275389;-3191,9470215
1417;-3189;-73,488843708502174;7,656994284275389;-3189,2495117
1418;-3188;-73,479162436317253;7,656994284275389;-3188,8359375
1419;-3186;-73,469481164132333;7,656994284275389;-3186,3842773
1420;-3181;-73,459799891947398;7,656994284275389;-3181,8044434
1421;-3176;-73,450118619762478;7,656994284275389;-3176,6884766
1422;-3173;-73,440437347577557;7,656994284275389;-3173,0671387
1423;-3171;-73,430756075392637;7,656994284275389;-3171,9826660
1424;-3173;-73,421074803207716;7,656994284275389;-3173,1643066
1425;-3175;-73,411393531022796;7,656994284275389;-3175,6726074
1426;-3178;-73,401712258837875;7,656994284275389;-3178,5107422
1427;-3180;-73,392030986652955;7,656994284275389;-3180,8942871
1428;-3182;-73,382349714468035;7,656994284275389;-3182,2634277
1429;17;-74,001951134303013;7,647313012090468;17,3634033
1430;-60;-73,992269862118093;7,647313012090468;-60,9961586
1431;-150;-73,982588589933172;7,647313012090468;-150,5203247
1432;-248;-73,972907317748252;7,647313012090468;-248,8028564
1433;-356;-73,963226045563331;7,647313012090468;-356,4183350
1434;-474;-73,953544773378411;7,647313012090468;-474,1654663
1435;-603;-73,943863501193491;7,647313012090468;-603,9887085
1436;-744;-73,934182229008570;7,647313012090468;-744,0270386
1437;-883;-73,924500956823650;7,647313012090468;-883,6233521
1438;-1009;-73,914819684638729;7,647313012090468;-1009,6047363
1439;-1103;-73,905138412453809;7,647313012090468;-1103,7839355
1440;-1168;-73,895457140268874;7,647313012090468;-1168,7001953
1441;-1292;-73,885775868083954;7,647313012090468;-1292,1342773
1442;-1405;-73,876094595899033;7,647313012090468;-1405,1723633
1443;-1511;-73,866413323714113;7,647313012090468;-1511,7508545
1444;-1607;-73,856732051529193;7,647313012090468;-1607,1206055
1445;-1687;-73,847050779344272;7,647313012090468;-1687,7043457
1446;-1751;-73,837369507159352;7,647313012090468;-1751,3861084
1447;-1780;-73,827688234974431;7,647313012090468;-1780,5701904
1448;-1790;-73,818006962789511;7,647313012090468;-1790,3504639
1449;-1794;-73,808325690604590;7,647313012090468;-1794,3343506
1450;-1797;-73,798644418419670;7,647313012090468;-1797,8486328
1451;-1802;-73,788963146234735;7,647313012090468;-1802,3111572
1452;-1812;-73,779281874049815;7,647313012090468;-1812,2354736
1453;-1837;-73,769600601864894;7,647313012090468;-1837,4202881
1454;-1887;-73,759919329679974;7,647313012090468;-1887,1014404
1455;-1950;-73,750238057495054;7,647313012090468;-1950,8925781
1456;-2019;-73,740556785310133;7,647313012090468;-2019,1311035
1457;-2086;-73,730875513125213;7,647313012090468;-2086,6896973
1458;-2144;-73,721194240940292;7,647313012090468;-2144,0737305
1459;-2166;-73,711512968755372;7,647313012090468;-2166,9084473
1460;-2194;-73,701831696570451;7,647313012090468;-2194,0275879
1461;-2269;-73,692150424385531;7,647313012090468;-2269,1972656
1462;-2321;-73,682469152200611;7,647313012090468;-2321,5256348
1463;-2361;-73,672787880015676;7,647313012090468;-2361,5996094
1464;-2393;-73,663106607830755;7,647313012090468;-2393,9924316
1465;-2439;-73,653425335645835;7,647313012090468;-2439,4819336
1466;-2488;-73,643744063460915;7,647313012090468;-2488,0002441
1467;-2536;-73,634062791275994;7,647313012090468;-2536,4645996
1468;-2567;-73,624381519091074;7,647313012090468;-2567,4355469
1469;-2619;-73,614700246906153;7,647313012090468;-2619,0505371
1470;-2706;-73,605018974721233;7,647313012090468;-2706,1313477
1471;-2811;-73,595337702536312;7,647313012090468;-2811,6430664
1472;-2943;-73,585656430351392;7,647313012090468;-2943,7678223
1473;-3010;-73,575975158166472;7,647313012090468;-3010,2988281
1474;-3114;-73,566293885981537;7,647313012090468;-3114,8876953
1475;-3109;-73,556612613796617;7,647313012090468;-3109,9213867
1476;-3163;-73,546931341611696;7,647313012090468;-3163,8862305
1477;-3202;-73,537250069426776;7,647313012090468;-3202,8510742
1478;-3208;-73,527568797241855;7,647313012090468;-3208,8862305
1479;-3187;-73,517887525056935;7,647313012090468;-3187,9177246
1480;-3176;-73,508206252872014;7,647313012090468;-3176,8996582
1481;-3168;-73,498524980687094;7,647313012090468;-3168,2246094
1482;-3173;-73,488843708502174;7,647313012090468;-3173,2641602
1483;-3181;-73,479162436317253;7,647313012090468;-3181,6428223
1484;-3188;-73,469481164132333;7,647313012090468;-3188,0119629
1485;-3193;-73,459799891947398;7,647313012090468;-3193,3779297
