POZO,TOPE FM,Depth (feet),Depth [TVD],Depth [TVDSS],Depth [X Absolute],Depth [Y Absolute],colors,Depth (mt),top_Depth (mt),lon,lat
GALA-1K,YNC-FM_PAJA,13166.0,13163.5,-12821.0,1026516.706,1281421.779,#BFE48A,4012.9968,3842.6136,-73.83745528470237,7.1409593534860205
GALA-1K,YNC-TD,13500.0,13496.7,-13154.2,1026512.686,1281427.198,#7c538f,4114.8,4012.9968,-73.83749165152702,7.141008372161189
GARZAS-1,YNC_Real_Bagre,1031.0,1031.0,-821.0,1027104.311,1320922.248,#FFFF00,314.2488,0.0,-73.83194053727382,7.498125206692264
GARZAS-1,YNC_Real_Enrejado,1530.0,1530.0,-1320.0,1027104.311,1320922.248,#FFFF00,466.3440000000001,314.2488,-73.83194053727382,7.498125206692264
GARZAS-1,YNC_Real_Hiel,2392.0,2392.0,-2182.0,1027104.311,1320922.248,#FFFF00,729.0816,466.3440000000001,-73.83194053727382,7.498125206692264
GARZAS-1,YNC_Real_Chontorales,2716.0,2716.0,-2506.0,1027104.311,1320922.248,#FFFF00,827.8368,729.0816,-73.83194053727382,7.498125206692264
GARZAS-1,YNC_Real_Lluvia,3057.0,3057.0,-2847.0,1027104.311,1320922.248,#FFFF00,931.7736,827.8368,-73.83194053727382,7.498125206692264
GARZAS-1,YNC-FM_COLORADO,3519.0,3519.0,-3309.0,1027104.311,1320922.248,#FEE6AA,1072.5912,931.7736,-73.83194053727382,7.498125206692264
GARZAS-1,YNC-LA_CIRA_SHALE,3519.0,3519.0,-3309.0,1027104.311,1320922.248,#FFE619,1072.5912,1072.5912,-73.83194053727382,7.498125206692264
GARZAS-1,YNC-BASE_LA_CIRA_SHALE,3643.0,3643.0,-3433.0,1027104.311,1320922.248,#FFE619,1110.3864,1072.5912,-73.83194053727382,7.498125206692264
GARZAS-1,YNC-FM_MUGROSA,5286.0,5286.0,-5076.0,1027104.311,1320922.248,#FED99A,1611.1728,1110.3864,-73.83194053727382,7.498125206692264
GARZAS-1,YNC-HORIZONTE_FOSILIFERO_DE_MUGROSA,5286.0,5286.0,-5076.0,1027104.311,1320922.248,#FED99A,1611.1728,1611.1728,-73.83194053727382,7.498125206692264
GARZAS-1,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5316.0,5316.0,-5106.0,1027104.311,1320922.248,#FED99A,1620.3168,1611.1728,-73.83194053727382,7.498125206692264
GARZAS-1,YNC-FM_ESMERALDA-LA_PAZ,7237.0,7237.0,-7027.0,1027104.311,1320922.248,#FDCDA1,2205.8376000000003,1620.3168,-73.83194053727382,7.498125206692264
GARZAS-1,YNC-DISCORDANCIA_DEL_EOCENO,8450.0,8450.0,-8240.0,1027104.311,1320922.248,#FDA75F,2575.56,2205.8376000000003,-73.83194053727382,7.498125206692264
GARZAS-1,YNC-FM_UMIR,8450.0,8450.0,-8240.0,1027104.311,1320922.248,#F2FA8C,2575.56,2575.56,-73.83194053727382,7.498125206692264
GARZAS-1,YNC-FM_LID_SUP,9404.0,9404.0,-9194.0,1027104.311,1320922.248,#CCE968,2866.3392000000003,2575.56,-73.83194053727382,7.498125206692264
GARZAS-1,YNC-FM_SH_MEDIO,9845.0,9845.0,-9635.0,1027104.311,1320922.248,#CCE968,3000.7560000000003,2866.3392000000003,-73.83194053727382,7.498125206692264
GUANE-1,YNC_Real_Bagre,759.0,759.0,-429.0,1030340.0,1291909.8,#FFFF00,231.3432,0.0,-73.80278673994131,7.235774500336747
GUANE-1,YNC_Real_Enrejado,1286.0,1286.0,-956.0,1030340.0,1291909.8,#FFFF00,391.9728,231.3432,-73.80278673994131,7.235774500336747
GUANE-1,YNC_Real_Hiel,1856.0,1856.0,-1526.0,1030340.0,1291909.8,#FFFF00,565.7088,391.9728,-73.80278673994131,7.235774500336747
GUANE-1,YNC_Real_Chontorales,2469.7,2469.7,-2139.7,1030340.0,1291909.8,#FFFF00,752.76456,565.7088,-73.80278673994131,7.235774500336747
GUANE-1,YNC_Real_Lluvia,3162.5,3162.5,-2832.5,1030340.0,1291909.8,#FFFF00,963.93,752.76456,-73.80278673994131,7.235774500336747
GUANE-1,YNC-FM_COLORADO,3218.0,3218.0,-2888.0,1030340.0,1291909.8,#FEE6AA,980.8464,963.93,-73.80278673994131,7.235774500336747
GUANE-1,YNC-LA_CIRA_SHALE,3218.0,3218.0,-2888.0,1030340.0,1291909.8,#FFE619,980.8464,980.8464,-73.80278673994131,7.235774500336747
GUANE-1,YNC-BASE_LA_CIRA_SHALE,3656.6,3656.6,-3326.6,1030340.0,1291909.8,#FFE619,1114.53168,980.8464,-73.80278673994131,7.235774500336747
GUANE-1,YNC-FM_MUGROSA,5964.0,5964.0,-5634.0,1030340.0,1291909.8,#FED99A,1817.8272,1114.53168,-73.80278673994131,7.235774500336747
GUANE-1,YNC-HORIZONTE_FOSILIFERO_DE_MUGROSA,5964.0,5964.0,-5634.0,1030340.0,1291909.8,#FED99A,1817.8272,1817.8272,-73.80278673994131,7.235774500336747
GUANE-1,YNC-FM_ESMERALDA-LA_PAZ,7986.0,7986.0,-7656.0,1030340.0,1291909.8,#FDCDA1,2434.1328000000003,1817.8272,-73.80278673994131,7.235774500336747
GUANE-1,YNC-DISCORDANCIA_DEL_EOCENO,8258.0,8258.0,-7928.0,1030340.0,1291909.8,#FDA75F,2517.0384,2434.1328000000003,-73.80278673994131,7.235774500336747
GUANE-1,YNC-MB_SALADA,8258.0,8258.0,-7928.0,1030340.0,1291909.8,#BFE35D,2517.0384,2517.0384,-73.80278673994131,7.235774500336747
GUANE-1,YNC-FM_SIMITI,8610.0,8610.0,-8280.0,1030340.0,1291909.8,#B3DE53,2624.328,2517.0384,-73.80278673994131,7.235774500336747
GUANE-1,YNC-FM_TABLAZO,10311.0,10311.0,-9981.0,1030340.0,1291909.8,#CCEA97,3142.7928,2624.328,-73.80278673994131,7.235774500336747
GUANE-1,YNC-FM_PAJA,10863.0,10863.0,-10533.0,1030340.0,1291909.8,#BFE48A,3311.0424000000003,3142.7928,-73.80278673994131,7.235774500336747
GUANE-1,YNC-FM_ROSABLANCA,11319.0,11319.0,-10989.0,1030340.0,1291909.8,#BFE48A,3450.0312000000004,3311.0424000000003,-73.80278673994131,7.235774500336747
GUANE-1,YNC-FM_SANTOS,11755.0,11755.0,-11425.0,1030340.0,1291909.8,#BFE48A,3582.924,3450.0312000000004,-73.80278673994131,7.235774500336747
GUANE-1,YNC-JURASICO,11978.0,11978.0,-11648.0,1030340.0,1291909.8,#34B2C9,3650.8944,3582.924,-73.80278673994131,7.235774500336747
GUANE-1,YNC-TD,12050.0,12050.0,-11720.0,1030340.0,1291909.8,#7c538f,3672.84,3650.8944,-73.80278673994131,7.235774500336747
LA COQUERA-1,YNC_Real_Bagre,255.0,254.9,5.1,1023611.359,1292827.451,#FFFF00,77.724,0.0,-73.86370867796387,7.244104743376367
LA COQUERA-1,YNC_Real_Enrejado,819.0,818.6,-558.6,1023609.655,1292823.336,#FFFF00,249.6312,77.724,-73.8637241250251,7.244067542024469
LA COQUERA-1,YNC_Real_Hiel,1688.0,1687.2,-1427.2,1023607.028,1292816.995,#FFFF00,514.5024000000001,249.6312,-73.86374793922681,7.244010216688804
LA COQUERA-1,YNC_Real_Chontorales,2335.0,2334.0,-2074.0,1023605.073,1292812.273,#FFFF00,711.7080000000001,514.5024000000001,-73.86376566164326,7.243967527794992
LA COQUERA-1,YNC_Real_Lluvia,2818.0,2816.7,-2556.7,1023603.613,1292808.749,#FFFF00,858.9264000000001,711.7080000000001,-73.86377889678577,7.243935669335764
LA COQUERA-1,YNC-FM_COLORADO,3182.0,3180.6,-2920.6,1023602.513,1292806.093,#FEE6AA,969.8736,858.9264000000001,-73.86378886847119,7.243911657963851
LA COQUERA-1,YNC-LA_CIRA_SHALE,3182.0,3180.6,-2920.6,1023602.513,1292806.093,#FFE619,969.8736,969.8736,-73.86378886847119,7.243911657963851
LA COQUERA-1,YNC-BASE_LA_CIRA_SHALE,3374.0,3372.5,-3112.5,1023601.932,1292804.692,#FFE619,1028.3952000000002,969.8736,-73.8637941353258,7.243898992329935
LA COQUERA-1,YNC-FM_MUGROSA,5547.0,5541.0,-5281.0,1023595.194,1292769.735,#FED99A,1690.7256,1028.3952000000002,-73.86385529596657,7.243582933225502
LA COQUERA-1,YNC-HORIZONTE_FOSILIFERO_DE_MUGROSA,5547.0,5541.0,-5281.0,1023595.194,1292769.735,#FED99A,1690.7256,1690.7256,-73.86385529596657,7.243582933225502
LA COQUERA-1,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5585.0,5578.8,-5318.8,1023595.194,1292768.498,#FED99A,1702.308,1690.7256,-73.86385530123297,7.243571748039221
LA COQUERA-1,YNC-FM_ESMERALDA-LA_PAZ,7519.0,7505.9,-7245.9,1023592.731,1292719.325,#FDCDA1,2291.7912,1702.308,-73.86387781271739,7.2431271270052155
LA COQUERA-1,YNC-DISCORDANCIA_DEL_EOCENO,8043.0,8029.2,-7769.2,1023590.674,1292711.707,#FDA75F,2451.5064,2291.7912,-73.86389647100756,7.243058252360405
LA COQUERA-1,YNC-FM_UMIR,8043.0,8029.2,-7769.2,1023590.674,1292711.707,#F2FA8C,2451.5064,2451.5064,-73.86389647100756,7.243058252360405
LA COQUERA-1,YNC-FM_LID_SUP,8284.0,8270.1,-8010.1,1023589.047,1292710.007,#CCE968,2524.9632,2451.5064,-73.86391121051257,7.243042887555767
LA COQUERA-1,YNC-FM_SH_MEDIO,8540.0,8526.0,-8266.0,1023587.133,1292708.412,#CCE968,2602.992,2524.9632,-73.86392854831662,7.243028473400018
LA COQUERA-1,YNC-FM_LID_INF,8842.0,8827.8,-8567.8,1023584.874,1292706.53,#CCE968,2695.0416,2602.992,-73.86394901126991,7.243011465601583
LA COQUERA-1,YNC-MB_GALEMBO,8998.0,8983.7,-8723.7,1023583.708,1292705.558,#E6F47F,2742.5904,2695.0416,-73.8639595733805,7.243002681549259
LA COQUERA-1,YNC-MB_PUJAMANA,9278.0,9263.6,-9003.6,1023581.614,1292703.814,#CCE968,2827.9344,2742.5904,-73.8639785416914,7.242986920870275
LA COQUERA-1,YNC-TD,9370.0,9355.5,-9095.5,1023580.926,1292703.24,#7c538f,2855.976,2827.9344,-73.86398477388154,7.242981733577321
LLAN-4,YNC_Real_Enrejado,979.8,979.8,-652.7,1030053.222,1285437.598,#FFFF00,298.64304,0.0,-73.80541833557365,7.177253353071071
LLAN-4,YNC_Real_Hiel,1519.4,1519.4,-1192.3,1030053.222,1285437.598,#FFFF00,463.11312,298.64304,-73.80541833557365,7.177253353071071
LLAN-4,YNC_Real_Chontorales,1977.2,1977.2,-1650.2,1030053.222,1285437.598,#FFFF00,602.65056,463.11312,-73.80541833557365,7.177253353071071
LLAN-4,YNC_Real_Lluvia,2727.0,2727.0,-2399.9,1030053.222,1285437.598,#FFFF00,831.1896,602.65056,-73.80541833557365,7.177253353071071
LLAN-4,YNC-FM_COLORADO,2881.0,2881.0,-2553.9,1030053.222,1285437.598,#FEE6AA,878.1288000000001,831.1896,-73.80541833557365,7.177253353071071
LLAN-4,YNC-LA_CIRA_SHALE,2881.0,2881.0,-2553.9,1030053.222,1285437.598,#FFE619,878.1288000000001,878.1288000000001,-73.80541833557365,7.177253353071071
LLAN-4,YNC-FM_MUGROSA,5681.0,5681.0,-5353.9,1030053.222,1285437.598,#FED99A,1731.5688,878.1288000000001,-73.80541833557365,7.177253353071071
LLAN-4,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5736.0,5736.0,-5408.9,1030053.222,1285437.598,#FED99A,1748.3328,1731.5688,-73.80541833557365,7.177253353071071
LLAN-4,YNC-FM_ESMERALDA-LA_PAZ,7707.0,7707.0,-7379.9,1030053.222,1285437.598,#FDCDA1,2349.0936,1748.3328,-73.80541833557365,7.177253353071071
LLAN-4,YNC-DISCORDANCIA_DEL_EOCENO,8325.0,8325.0,-7997.9,1030053.222,1285437.598,#FDA75F,2537.46,2349.0936,-73.80541833557365,7.177253353071071
LLAN-4,YNC-FM_UMIR,8325.0,8325.0,-7997.9,1030053.222,1285437.598,#F2FA8C,2537.46,2537.46,-73.80541833557365,7.177253353071071
LLAN-4,YNC-FM_LID_SUP,8584.3,8584.3,-8257.2,1030053.222,1285437.598,#CCE968,2616.49464,2537.46,-73.80541833557365,7.177253353071071
LLANITO-1,YNC_Real_Enrejado,670.0,670.0,-380.0,1029090.13,1286442.7,#FFFF00,204.216,0.0,-73.81413248339533,7.186346749701805
LLANITO-1,YNC_Real_Hiel,1076.0,1076.0,-786.0,1029090.13,1286442.7,#FFFF00,327.9648,204.216,-73.81413248339533,7.186346749701805
LLANITO-1,YNC_Real_Chontorales,1523.0,1523.0,-1233.0,1029090.13,1286442.7,#FFFF00,464.2104000000001,327.9648,-73.81413248339533,7.186346749701805
LLANITO-1,YNC_Real_Lluvia,2365.0,2365.0,-2075.0,1029090.13,1286442.7,#FFFF00,720.8520000000001,464.2104000000001,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-FM_COLORADO,2722.0,2722.0,-2432.0,1029090.13,1286442.7,#FEE6AA,829.6656,720.8520000000001,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-LA_CIRA_SHALE,2722.0,2722.0,-2432.0,1029090.13,1286442.7,#FFE619,829.6656,829.6656,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-BASE_LA_CIRA_SHALE,2821.0,2821.0,-2531.0,1029090.13,1286442.7,#FFE619,859.8408000000001,829.6656,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-HORIZONTE_FOSILIFERO_DE_MUGROSA,5224.0,5224.0,-4934.0,1029090.13,1286442.7,#FED99A,1592.2752,859.8408000000001,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-FM_MUGROSA,5224.0,5224.0,-4934.0,1029090.13,1286442.7,#FED99A,1592.2752,1592.2752,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5283.0,5283.0,-4993.0,1029090.13,1286442.7,#FED99A,1610.2584000000002,1592.2752,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-FM_ESMERALDA-LA_PAZ,6972.0,6972.0,-6682.0,1029090.13,1286442.7,#FDCDA1,2125.0656,1610.2584000000002,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-DISCORDANCIA_DEL_EOCENO,7500.0,7500.0,-7210.0,1029090.13,1286442.7,#FDA75F,2286.0,2125.0656,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-MB_PUJAMANA,7500.0,7500.0,-7210.0,1029090.13,1286442.7,#CCE968,2286.0,2286.0,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-MB_SALADA,7860.0,7860.0,-7570.0,1029090.13,1286442.7,#BFE35D,2395.728,2286.0,-73.81413248339533,7.186346749701805
LLANITO-1,YNC_Salada_Falla_Llanito1_HW,7860.0,7860.0,-7570.0,1029090.13,1286442.7,#BFE35D,2395.728,2395.728,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-FM_SH_MEDIO,8253.0,8253.0,-7963.0,1029090.13,1286442.7,#CCE968,2515.5144,2395.728,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-FM_LID_INF,8330.0,8330.0,-8040.0,1029090.13,1286442.7,#CCE968,2538.984,2515.5144,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-MB_GALEMBO,8517.0,8517.0,-8227.0,1029090.13,1286442.7,#E6F47F,2595.9816,2538.984,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-MB_PUJAMANA,8795.0,8795.0,-8505.0,1029090.13,1286442.7,#CCE968,2680.7160000000003,2595.9816,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-MB_SALADA,9387.0,9387.0,-9097.0,1029090.13,1286442.7,#BFE35D,2861.1576,2286.0,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-FM_SIMITI,9845.0,9845.0,-9555.0,1029090.13,1286442.7,#B3DE53,3000.7560000000003,2395.728,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-FM_TABLAZO,11771.0,11771.0,-11481.0,1029090.13,1286442.7,#CCEA97,3587.8008,3000.7560000000003,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-FM_PAJA,12320.0,12320.0,-12030.0,1029090.13,1286442.7,#BFE48A,3755.136,3587.8008,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-FM_ROSABLANCA,12912.0,12912.0,-12622.0,1029090.13,1286442.7,#BFE48A,3935.5776,3755.136,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-FM_SANTOS,13482.0,13482.0,-13192.0,1029090.13,1286442.7,#BFE48A,4109.3136,3935.5776,-73.81413248339533,7.186346749701805
LLANITO-1,YNC-TD,13561.0,13561.0,-13271.0,1029090.13,1286442.7,#7c538f,4133.3928000000005,4109.3136,-73.81413248339533,7.186346749701805
MANATI BLANCO-1,YNC_Real_Bagre,314.0,314.0,-49.0,1020265.944,1294247.95,#FFFF00,95.7072,0.0,-73.89399586759534,7.256962406948216
MANATI BLANCO-1,YNC_Real_Enrejado,854.0,854.0,-589.0,1020265.316,1294248.635,#FFFF00,260.2992,95.7072,-73.89400155172761,7.2569686031519955
MANATI BLANCO-1,YNC_Real_Hiel,1712.0,1712.0,-1447.0,1020265.173,1294249.701,#FFFF00,521.8176,260.2992,-73.89400284271053,7.256978242659324
MANATI BLANCO-1,YNC_Real_Chontorales,2235.0,2235.0,-1970.0,1020266.264,1294249.152,#FFFF00,681.2280000000001,521.8176,-73.89399296553972,7.256973274500793
MANATI BLANCO-1,YNC_Real_Lluvia,2718.0,2717.9,-2452.9,1020265.961,1294248.478,#FFFF00,828.4464,681.2280000000001,-73.89399571172319,7.256967181167127
MANATI BLANCO-1,YNC-FM_COLORADO,3119.0,3118.9,-2853.9,1020265.057,1294247.749,#FEE6AA,950.6712,828.4464,-73.89400390026046,7.2569605927111125
MANATI BLANCO-1,YNC-LA_CIRA_SHALE,3119.0,3118.9,-2853.9,1020265.057,1294247.749,#FFE619,950.6712,950.6712,-73.89400390026046,7.2569605927111125
MANATI BLANCO-1,YNC-BASE_LA_CIRA_SHALE,3286.0,3285.9,-3020.9,1020264.678,1294247.566,#FFE619,1001.5728,950.6712,-73.89400733283726,7.256958939375131
MANATI BLANCO-1,YNC-FM_MUGROSA,5243.0,5242.8,-4977.8,1020258.12,1294246.166,#FED99A,1598.0664000000002,1001.5728,-73.8940667217169,7.256946304282608
MANATI BLANCO-1,YNC-HORIZONTE_FOSILIFERO_DE_MUGROSA,5243.0,5242.8,-4977.8,1020258.12,1294246.166,#FED99A,1598.0664000000002,1598.0664000000002,-73.8940667217169,7.256946304282608
MANATI BLANCO-1,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5300.1,5299.8,-5034.8,1020257.895,1294246.136,#FED99A,1615.4704800000002,1598.0664000000002,-73.89406875923817,7.256946033839444
MANATI BLANCO-1,YNC-FM_ESMERALDA-LA_PAZ,7435.0,7434.3,-7169.3,1020252.439,1294235.674,#FDCDA1,2266.188,1615.4704800000002,-73.89411820250379,7.256851454301386
MANATI BLANCO-1,YNC-FM_UMIR,8917.0,8914.5,-8649.5,1020236.544,1294222.955,#F2FA8C,2717.9016,2266.188,-73.89426218080007,7.256736504656356
MANATI BLANCO-1,YNC-DISCORDANCIA_DEL_EOCENO,8917.0,8914.5,-8649.5,1020236.544,1294222.955,#FDA75F,2717.9016,2717.9016,-73.89426218080007,7.256736504656356
MANATI BLANCO-1,YNC-FM_LID_SUP,9472.0,9467.6,-9202.6,1020224.978,1294215.057,#CCE968,2887.0656000000004,2717.9016,-73.89436694162993,7.256665131603823
MANATI BLANCO-1,YNC-FM_SH_MEDIO,10051.0,10044.8,-9779.8,1020214.232,1294206.035,#CCE968,3063.5448,2887.0656000000004,-73.89446428130721,7.256583592101905
MANATI BLANCO-1,YNC-FM_LID_INF,10430.0,10422.7,-10157.7,1020206.869,1294201.144,#CCE968,3179.0640000000003,3063.5448,-73.89453097227718,7.256539393565754
MANATI BLANCO-1,YNC-MB_GALEMBO,10604.0,10596.2,-10331.2,1020203.549,1294199.05,#E6F47F,3232.0992,3179.0640000000003,-73.89456104303564,7.256520471308644
MANATI BLANCO-1,YNC-MB_PUJAMANA,11044.0,11034.9,-10769.9,1020194.764,1294194.077,#CCE968,3366.2112,3232.0992,-73.89464061071351,7.2564755364810924
MANATI BLANCO-1,YNC-MB_SALADA,11715.0,11704.1,-11439.1,1020180.892,1294187.504,#BFE35D,3570.732,3366.2112,-73.89476624776987,7.25641615265266
MANATI BLANCO-1,YNC-FM_SIMITI,12127.0,12115.1,-11850.1,1020173.133,1294183.963,#B3DE53,3696.3096,3570.732,-73.89483651960326,7.256384162482097
MANATI BLANCO-1,YNC-FM_TABLAZO,13750.0,13733.1,-13468.1,1020139.868,1294165.421,#CCEA97,4191.0,3696.3096,-73.89513780670367,7.256216623040346
MANATI BLANCO-1,YNC-FM_PAJA,14249.0,14231.2,-13966.2,1020137.082,1294156.52,#BFE48A,4343.095200000001,4191.0,-73.89516306674422,7.2561361485455285
MANATI BLANCO-1,YNC-TD,14316.0,14298.0,-14033.0,1020136.929,1294155.18,#7c538f,4363.5168,4343.095200000001,-73.895164457059,7.256124032553657
PEDRAL-1,YNC-CUATERNARIO,15.0,15.0,262.0,1024964.1,1294975.3,#F9F97F,4.572,0.0,-73.8514500753044,7.263520052096837
PEDRAL-1,YNC_Real_Bagre,255.0,255.0,22.0,1024964.106,1294975.32,#FFFF00,77.724,4.572,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC_Real_Enrejado,985.0,985.0,-708.0,1024964.106,1294975.32,#FFFF00,300.228,77.724,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC_Real_Hiel,1845.0,1845.0,-1568.0,1024964.106,1294975.32,#FFFF00,562.356,300.228,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC_Real_Chontorales,2308.0,2308.0,-2031.0,1024964.106,1294975.32,#FFFF00,703.4784000000001,562.356,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC_Real_Lluvia,2875.0,2875.0,-2598.0,1024964.106,1294975.32,#FFFF00,876.3000000000001,703.4784000000001,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC-FM_COLORADO,3242.0,3242.0,-2965.0,1024964.106,1294975.32,#FEE6AA,988.1616,876.3000000000001,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC-LA_CIRA_SHALE,3242.0,3242.0,-2965.0,1024964.106,1294975.32,#FFE619,988.1616,988.1616,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC-BASE_LA_CIRA_SHALE,3403.0,3403.0,-3126.0,1024964.106,1294975.32,#FFE619,1037.2344,988.1616,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC-FM_MUGROSA,5471.0,5471.0,-5194.0,1024964.106,1294975.32,#FED99A,1667.5608,1037.2344,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC-HORIZONTE_FOSILIFERO_DE_MUGROSA,5471.0,5471.0,-5194.0,1024964.106,1294975.32,#FED99A,1667.5608,1667.5608,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5537.0,5537.0,-5260.0,1024964.106,1294975.32,#FED99A,1687.6776,1667.5608,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC-FM_ESMERALDA-LA_PAZ,7561.0,7561.0,-7284.0,1024964.106,1294975.32,#FDCDA1,2304.5928,1687.6776,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC-DISCORDANCIA_DEL_EOCENO,8020.0,8020.0,-7743.0,1024964.106,1294975.32,#FDA75F,2444.496,2304.5928,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC-FM_UMIR,8020.0,8020.0,-7743.0,1024964.106,1294975.32,#F2FA8C,2444.496,2444.496,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC-FM_LID_SUP,8323.0,8323.0,-8046.0,1024964.106,1294975.32,#CCE968,2536.8504000000003,2444.496,-73.85145002088244,7.26352023291322
PEDRAL-1,YNC-FM_SH_MEDIO,8572.0,8572.0,-8295.0,1024964.106,1294975.32,#CCE968,2612.7456,2536.8504000000003,-73.85145002088244,7.26352023291322
PROMETEO-1,YNC_Real_Enrejado,245.0,245.0,89.7,1026639.489,1284373.594,#FFFF00,74.676,0.0,-73.83632974228918,7.167649692052697
PROMETEO-1,YNC_Real_Hiel,1013.0,1013.0,-678.3,1026639.529,1284372.983,#FFFF00,308.7624,74.676,-73.8363293830603,7.167644167078302
PROMETEO-1,YNC_Real_Chontorales,1436.0,1436.0,-1101.3,1026639.302,1284372.629,#FFFF00,437.6928,308.7624,-73.83633143985485,7.167640967217416
PROMETEO-1,YNC_Real_Lluvia,2448.0,2448.0,-2113.3,1026637.509,1284373.986,#FFFF00,746.1504,437.6928,-73.83634766606585,7.1676532459981495
PROMETEO-1,YNC-FM_COLORADO,2757.0,2756.9,-2422.2,1026636.77,1284374.242,#FEE6AA,840.3336,746.1504,-73.83635435527722,7.167655564310739
PROMETEO-1,YNC-LA_CIRA_SHALE,2757.0,2756.9,-2422.2,1026636.77,1284374.242,#FFE619,840.3336,840.3336,-73.83635435527722,7.167655564310739
PROMETEO-1,YNC-BASE_LA_CIRA_SHALE,2902.0,2901.9,-2567.2,1026636.538,1284374.401,#FFE619,884.5296000000001,840.3336,-73.83635645489936,7.16765700312228
PROMETEO-1,YNC-HORIZONTE_FOSILIFERO_DE_MUGROSA,5082.0,5081.8,-4747.1,1026632.857,1284378.753,#FED99A,1548.9936,884.5296000000001,-73.83638975960669,7.1676963722568034
PROMETEO-1,YNC-FM_MUGROSA,5082.0,5081.8,-4747.1,1026632.857,1284378.753,#FED99A,1548.9936,1548.9936,-73.83638975960669,7.1676963722568034
PROMETEO-1,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5143.0,5142.8,-4808.1,1026632.625,1284378.876,#FED99A,1567.5864,1548.9936,-73.83639185940027,7.167697485548975
PROMETEO-1,YNC-FM_ESMERALDA-LA_PAZ,7220.0,7219.7,-6885.0,1026627.17,1284381.209,#FDCDA1,2200.656,1567.5864,-73.83644123436228,7.167718606899846
PROMETEO-1,YNC-DISCORDANCIA_DEL_EOCENO,7569.0,7568.7,-7234.0,1026626.519,1284381.214,#FDA75F,2307.0312,2200.656,-73.83644712807276,7.167718655201086
PROMETEO-1,YNC-FM_LID_SUP,7569.0,7568.7,-7234.0,1026626.519,1284381.214,#CCE968,2307.0312,2307.0312,-73.83644712807276,7.167718655201086
PROMETEO-1,YNC-FM_SH_MEDIO,7806.0,7805.7,-7471.0,1026625.891,1284381.926,#CCE968,2379.2688000000003,2307.0312,-73.83645281019601,7.167725096228776
PROMETEO-1,YNC-FM_LID_INF,8185.0,8184.5,-7849.8,1026623.906,1284384.315,#CCE968,2494.788,2379.2688000000003,-73.83647076975325,7.167746707467544
PROMETEO-1,YNC-MB_GALEMBO,8324.0,8323.4,-7988.7,1026622.584,1284385.777,#E6F47F,2537.1552,2494.788,-73.83648273134214,7.1677599334391715
PROMETEO-1,YNC-MB_PUJAMANA,8588.0,8587.0,-8252.3,1026619.615,1284388.892,#CCE968,2617.6224,2537.1552,-73.83650959595535,7.167788113984168
PROMETEO-1,YNC-MB_SALADA,9182.0,9180.0,-8845.3,1026612.873,1284396.924,#BFE35D,2798.6736,2617.6224,-73.83657059553116,7.167860772929537
PROMETEO-1,YNC-FM_SIMITI,9576.0,9572.8,-9238.1,1026607.892,1284404.875,#B3DE53,2918.7648,2798.6736,-73.83661565254467,7.167932691095654
