POZO,TOPE FM,Depth (feet),Depth [TVD],Depth [TVDSS],Depth [X Absolute],Depth [Y Absolute],colors,Depth (mt),top_Depth (mt),lon,lat
PROMETEO-1,YNC-FM_TABLAZO,11306.0,11294.1,-10959.4,1026581.963,1284450.615,#CCEA97,3446.0688,2918.7648,-73.8368501800686,7.168346404286584
PROMETEO-1,YNC-FM_PAJA,11804.0,11789.6,-11454.9,1026573.461,1284463.173,#BFE48A,3597.8592000000003,3446.0688,-73.83692709223114,7.168459996527474
PROMETEO-1,YNC-FM_ROSABLANCA,12290.0,12273.5,-11938.8,1026565.956,1284474.633,#BFE48A,3745.992,3597.8592000000003,-73.83699498342618,7.168563655697779
PROMETEO-1,YNC-FM_SANTOS,13081.0,13062.8,-12728.1,1026561.105,1284487.93,#BFE48A,3987.0888,3745.992,-73.83703883828545,7.1686839128125825
PROMETEO-1,YNC-JURASICO,13322.0,13303.7,-12969.0,1026563.233,1284488.07,#34B2C9,4060.5456,3987.0888,-73.83701957204029,7.168685168642385
PROMETEO-1,YNC-TD,13500.0,13481.6,-13146.9,1026564.621,1284487.275,#7c538f,4114.8,4060.5456,-73.83700700972636,7.1686779735190145
YARIGUI-1,YNC_Real_Bagre,123.2,123.2,99.8,1019781.405,1308274.872,#FFFF00,37.55136,0.0,-73.89833283643377,7.383798054721723
YARIGUI-1,YNC_Real_Enrejado,934.3,934.3,-711.3,1019781.405,1308274.872,#FFFF00,284.77464,37.55136,-73.89833283643377,7.383798054721723
YARIGUI-1,YNC_Real_Hiel,1915.0,1915.0,-1692.0,1019781.405,1308274.872,#FFFF00,583.692,284.77464,-73.89833283643377,7.383798054721723
YARIGUI-1,YNC_Real_Chontorales,2191.0,2191.0,-1968.0,1019781.405,1308274.872,#FFFF00,667.8168000000001,583.692,-73.89833283643377,7.383798054721723
YARIGUI-1,YNC_Real_Lluvia,2618.0,2618.0,-2395.0,1019781.405,1308274.872,#FFFF00,797.9664,667.8168000000001,-73.89833283643377,7.383798054721723
YARIGUI-1,YNC-FM_COLORADO,3021.0,3021.0,-2798.0,1019781.405,1308274.872,#FEE6AA,920.8008,797.9664,-73.89833283643377,7.383798054721723
YARIGUI-1,YNC-LA_CIRA_SHALE,3021.0,3021.0,-2798.0,1019781.405,1308274.872,#FFE619,920.8008,920.8008,-73.89833283643377,7.383798054721723
YARIGUI-1,YNC-BASE_LA_CIRA_SHALE,3159.0,3159.0,-2936.0,1019781.405,1308274.872,#FFE619,962.8632,920.8008,-73.89833283643377,7.383798054721723
YARIGUI-1,YNC-FM_MUGROSA,4769.0,4769.0,-4546.0,1019781.405,1308274.872,#FED99A,1453.5912,962.8632,-73.89833283643377,7.383798054721723
YARIGUI-1,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,4843.5,4843.5,-4620.5,1019781.405,1308274.872,#FED99A,1476.2988,1453.5912,-73.89833283643377,7.383798054721723
YARIGUI-1,YNC-FM_ESMERALDA-LA_PAZ,7449.0,7449.0,-7226.0,1019781.405,1308274.872,#FDCDA1,2270.4552000000003,1476.2988,-73.89833283643377,7.383798054721723
YARIGUI-1,YNC-DISCORDANCIA_DEL_EOCENO,9795.4,9795.4,-9572.4,1019781.405,1308274.872,#FDA75F,2985.63792,2270.4552000000003,-73.89833283643377,7.383798054721723
YARIGUI-1,YNC-FM_UMIR,9795.4,9795.4,-9572.4,1019781.405,1308274.872,#F2FA8C,2985.63792,2985.63792,-73.89833283643377,7.383798054721723
YARIGUI-1,YNC-FM_LID_SUP,10170.0,10170.0,-9947.0,1019781.405,1308274.872,#CCE968,3099.8160000000003,2985.63792,-73.89833283643377,7.383798054721723
CANT-4,YNC_Real_Hiel,1041.2,1041.2,-814.8,1016333.994,1304126.296,#FFFF00,317.35776000000004,0.0,-73.92957099264366,7.346297352530535
CANT-4,YNC_Real_Chontorales,1489.2,1489.2,-1262.8,1016333.994,1304126.296,#FFFF00,453.90816,317.35776000000004,-73.92957099264366,7.346297352530535
CANT-4,YNC_Real_Lluvia,1828.2,1828.2,-1601.8,1016333.994,1304126.296,#FFFF00,557.23536,453.90816,-73.92957099264366,7.346297352530535
CANT-4,YNC-FM_COLORADO,2215.0,2215.0,-1988.6,1016333.994,1304126.296,#FEE6AA,675.1320000000001,557.23536,-73.92957099264366,7.346297352530535
CANT-4,YNC-LA_CIRA_SHALE,2215.0,2215.0,-1988.6,1016333.994,1304126.296,#FFE619,675.1320000000001,675.1320000000001,-73.92957099264366,7.346297352530535
CANT-4,YNC-BASE_LA_CIRA_SHALE,2306.0,2306.0,-2079.6,1016333.994,1304126.296,#FFE619,702.8688000000001,675.1320000000001,-73.92957099264366,7.346297352530535
CANT-4,YNC-FM_MUGROSA,3950.0,3950.0,-3723.6,1016333.994,1304126.296,#FED99A,1203.96,702.8688000000001,-73.92957099264366,7.346297352530535
CANT-4,YNC-HORIZONTE_FOSILIFERO_DE_MUGROSA,3950.0,3950.0,-3723.6,1016333.994,1304126.296,#FED99A,1203.96,1203.96,-73.92957099264366,7.346297352530535
CANT-4,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,4058.0,4058.0,-3831.6,1016333.994,1304126.296,#FED99A,1236.8784,1203.96,-73.92957099264366,7.346297352530535
CANT-4,YNC-FM_ESMERALDA-LA_PAZ,5923.0,5923.0,-5696.6,1016333.994,1304126.296,#FDCDA1,1805.3304,1236.8784,-73.92957099264366,7.346297352530535
CANT-4,YNC-DISCORDANCIA_DEL_EOCENO,6641.0,6641.0,-6414.6,1016333.994,1304126.296,#FDA75F,2024.1768,1805.3304,-73.92957099264366,7.346297352530535
CANT-4,YNC-FM_UMIR,6641.0,6641.0,-6414.6,1016333.994,1304126.296,#F2FA8C,2024.1768,2024.1768,-73.92957099264366,7.346297352530535
CANT-4,YNC-FM_LID_SUP,6866.0,6866.0,-6639.6,1016333.994,1304126.296,#CCE968,2092.7568,2024.1768,-73.92957099264366,7.346297352530535
SABALO-1K,YNC_Real_Hiel,392.0,392.0,-151.0,1013149.847,1283026.43,#FFFF00,119.4816,0.0,-73.95845986844506,7.155516123776166
SABALO-1K,YNC_Real_Chontorales,933.0,933.0,-692.0,1013149.234,1283026.281,#FFFF00,284.3784,119.4816,-73.95846541839076,7.155514777913068
SABALO-1K,YNC_Real_Lluvia,1203.0,1203.0,-962.0,1013148.194,1283026.143,#FFFF00,366.6744,284.3784,-73.9584748340166,7.155513532514015
SABALO-1K,YNC-FM_COLORADO,1646.0,1646.0,-1405.0,1013148.187,1283025.935,#FEE6AA,501.7008,366.6744,-73.95847489787613,7.155511651739044
SABALO-1K,YNC-LA_CIRA_SHALE,1646.0,1646.0,-1405.0,1013148.187,1283025.935,#FFE619,501.7008,501.7008,-73.95847489787613,7.155511651739044
SABALO-1K,YNC-BASE_LA_CIRA_SHALE,1833.0,1833.0,-1592.0,1013148.154,1283025.842,#FFE619,558.6984,501.7008,-73.95847519684881,7.155510810885513
SABALO-1K,YNC-FM_MUGROSA,3356.0,3355.9,-3114.9,1013147.906,1283025.663,#FED99A,1022.9088,558.6984,-73.95847744245566,7.1555091929001815
SABALO-1K,YNC-HORIZONTE_FOSILIFERO_DE_MUGROSA,3356.0,3355.9,-3114.9,1013147.906,1283025.663,#FED99A,1022.9088,1022.9088,-73.95847744245566,7.1555091929001815
SABALO-1K,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,3430.0,3429.9,-3188.9,1013147.877,1283025.659,#FED99A,1045.464,1022.9088,-73.95847770500713,7.155509156798978
SABALO-1K,YNC-FM_ESMERALDA-LA_PAZ,4869.0,4868.9,-4627.9,1013149.388,1283025.701,#FDCDA1,1484.0712,1045.464,-73.95846402556069,7.155509533038332
SABALO-1K,YNC-DISCORDANCIA_DEL_EOCENO,5454.0,5453.9,-5212.9,1013150.407,1283025.646,#FDA75F,1662.3792,1484.0712,-73.95845480050383,7.155509033328951
SABALO-1K,YNC-MB_PUJAMANA,5454.0,5453.9,-5212.9,1013150.407,1283025.646,#CCE968,1662.3792,1662.3792,-73.95845480050383,7.155509033328951
SABALO-1K,YNC-MB_SALADA,5797.0,5796.9,-5555.9,1013150.261,1283025.5,#BFE35D,1766.9256,1662.3792,-73.95845612260953,7.15550771349979
SABALO-1K,YNC-FM_SIMITI,6249.0,6248.7,-6007.7,1013146.155,1283025.367,#B3DE53,1904.6952,1766.9256,-73.95849329525916,7.155506520486345
SABALO-1K,YNC-FM_TABLAZO,8045.0,8043.0,-7802.0,1013123.36,1283020.114,#CCEA97,2452.116,1904.6952,-73.9586996746756,7.155459074747173
SABALO-1K,YNC-FM_PAJA,8702.0,8697.8,-8456.8,1013107.777,1283016.376,#BFE48A,2652.3696,2452.116,-73.9588407590244,7.155425311128961
SABALO-1K,YNC-FM_ROSABLANCA,9287.0,9281.4,-9040.4,1013096.174,1283013.816,#BFE48A,2830.6776,2652.3696,-73.95894580897476,7.155402189982173
SABALO-1K,YNC-FM_SANTOS,10029.0,10022.8,-9781.8,1013087.4,1283010.955,#BFE48A,3056.8392000000003,2830.6776,-73.95902524819036,7.155376340500699
SABALO-1K,YNC-JURASICO,10234.0,10227.6,-9986.6,1013084.753,1283010.362,#34B2C9,3119.3232000000003,3056.8392000000003,-73.95904921332176,7.155370984601283
SABALO-1K,YNC-TD,10314.0,10307.5,-10066.5,1013083.775,1283010.299,#7c538f,3143.7072000000003,3119.3232000000003,-73.9590580674717,7.155370417215826
MATCY-1,YNC-FM_COLORADO,3182.0,3182.0,-2884.0,1030578.082,1292015.239,#FEE6AA,969.8736,0.0,-73.80063040242,7.23672659014098
MATCY-1,YNC-BASE_LA_CIRA_SHALE,3236.0,3236.0,-2938.0,1030578.082,1292015.239,#FFE619,986.3328,969.8736,-73.80063040242,7.23672659014098
MATCY-1,YNC_Real_Lluvia,3413.0,3413.0,-3115.0,1030578.082,1292015.239,#FFFF00,1040.2824,986.3328,-73.80063040242,7.23672659014098
MATCY-1,YNC-FM_MUGROSA,5956.0,5956.0,-5658.0,1030578.082,1292015.239,#FED99A,1815.3888,1040.2824,-73.80063040242,7.23672659014098
MATCY-1,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,6046.0,6046.0,-5748.0,1030578.082,1292015.239,#FED99A,1842.8208,1815.3888,-73.80063040242,7.23672659014098
MATCY-1,YNC-FM_ESMERALDA-LA_PAZ,8084.0,8084.0,-7786.0,1030578.082,1292015.239,#FDCDA1,2464.0032,1842.8208,-73.80063040242,7.23672659014098
MATCY-1,YNC-DISCORDANCIA_DEL_EOCENO,8430.0,8430.0,-8132.0,1030578.082,1292015.239,#FDA75F,2569.464,2464.0032,-73.80063040242,7.23672659014098
MATCY-1,YNC-MB_SALADA,8430.0,8430.0,-8132.0,1030578.082,1292015.239,#BFE35D,2569.464,2569.464,-73.80063040242,7.23672659014098
CANT-15,YNC-FM_COLORADO,2039.0,2039.0,-1818.8,1017203.3,1306052.9,#FEE6AA,621.4872,0.0,-73.92169163590161,7.363715374819071
CANT-15,YNC-BASE_LA_CIRA_SHALE,2172.0,2172.0,-1951.8,1017203.3,1306052.9,#FFE619,662.0256,621.4872,-73.92169163590161,7.363715374819071
CANT-15,YNC-FM_MUGROSA,3852.0,3852.0,-3631.8,1017203.3,1306052.9,#FED99A,1174.0896,662.0256,-73.92169163590161,7.363715374819071
CANT-15,YNC-HORIZONTE_FOSILIFERO_DE_MUGROSA,3852.0,3852.0,-3631.8,1017203.3,1306052.9,#FED99A,1174.0896,1174.0896,-73.92169163590161,7.363715374819071
CANT-15,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,3914.9,3914.9,-3694.7,1017203.3,1306052.9,#FED99A,1193.26152,1174.0896,-73.92169163590161,7.363715374819071
CANT-15,YNC-FM_ESMERALDA-LA_PAZ,6010.0,6010.0,-5789.8,1017203.3,1306052.9,#FDCDA1,1831.848,1193.26152,-73.92169163590161,7.363715374819071
CANT-15,YNC-DISCORDANCIA_DEL_EOCENO,7693.0,7693.0,-7472.8,1017203.3,1306052.9,#FDA75F,2344.8264,1831.848,-73.92169163590161,7.363715374819071
CANT-15,YNC-FM_LID_SUP,7693.0,7693.0,-7472.8,1017203.3,1306052.9,#CCE968,2344.8264,2344.8264,-73.92169163590161,7.363715374819071
CANT-15,YNC-FM_SH_MEDIO,8077.0,8077.0,-7856.8,1017203.3,1306052.9,#CCE968,2461.8696,2344.8264,-73.92169163590161,7.363715374819071
CANT-15,YNC-FM_LID_INF,8458.0,8458.0,-8237.8,1017203.3,1306052.9,#CCE968,2577.9984,2461.8696,-73.92169163590161,7.363715374819071
CANT-15,YNC-MB_GALEMBO,8624.0,8624.0,-8403.8,1017203.3,1306052.9,#E6F47F,2628.5952,2577.9984,-73.92169163590161,7.363715374819071
CANT-16,YNC-FM_COLORADO,1307.0,1307.0,-1086.0,1014871.994,1304166.313,#FEE6AA,398.3736,0.0,-73.9428121861785,7.346663362780506
CANT-16,YNC-BASE_LA_CIRA_SHALE,1360.0,1360.0,-1139.0,1014871.994,1304166.313,#FFE619,414.528,398.3736,-73.9428121861785,7.346663362780506
CANT-16,YNC-FM_MUGROSA,2874.0,2874.0,-2653.0,1014871.994,1304166.313,#FED99A,875.9952000000001,414.528,-73.9428121861785,7.346663362780506
CANT-16,YNC-DISCORDANCIA_DEL_EOCENO,3383.0,3383.0,-3162.0,1014871.994,1304166.313,#FDA75F,1031.1384,875.9952000000001,-73.9428121861785,7.346663362780506
CANT-19,YNC-FM_COLORADO,2018.0,2017.8,-1793.8,1016616.411,1305145.031,#FEE6AA,615.0864,0.0,-73.92701004803372,7.355508084131289
CANT-19,YNC-BASE_LA_CIRA_SHALE,2043.0,2042.7,-1818.7,1016616.467,1305144.919,#FFE619,622.7064,615.0864,-73.92700954117382,7.3555070712374135
CANT-19,YNC-FM_MUGROSA,3730.0,3729.3,-3505.3,1016623.16,1305137.939,#FED99A,1136.904,622.7064,-73.92694894286151,7.35544393650061
CANT-19,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,3805.8,3805.1,-3581.1,1016623.71,1305137.674,#FED99A,1160.0078400000002,1136.904,-73.92694396223101,7.355441538651158
CANT-19,YNC-FM_ESMERALDA-LA_PAZ,5940.0,5903.8,-5679.8,1016724.951,1305099.502,#FDCDA1,1810.512,1160.0078400000002,-73.9260271233421,7.355096071844288
CANT-19,YNC-DISCORDANCIA_DEL_EOCENO,6733.0,6668.8,-6444.8,1016784.017,1305075.935,#FDA75F,2052.2184,1810.512,-73.92549222607587,7.354882793831463
CANT-19,YNC-FM_LID_SUP,6733.0,6668.8,-6444.8,1016784.017,1305075.935,#CCE968,2052.2184,2052.2184,-73.92549222607587,7.354882793831463
CANT-2,YNC-FM_COLORADO,2038.0,2038.0,-1810.5,1016435.956,1304862.25,#FEE6AA,621.1824,0.0,-73.92864530991841,7.352951674256968
CANT-2,YNC-BASE_LA_CIRA_SHALE,2147.0,2147.0,-1919.5,1016435.981,1304862.25,#FFE619,654.4056,621.1824,-73.92864508349065,7.352951674181802
CANT-2,YNC-FM_MUGROSA,3729.0,3729.0,-3501.5,1016436.343,1304862.25,#FED99A,1136.5992,654.4056,-73.92864180481676,7.352951673093379
CANT-2,YNC-FM_ESMERALDA-LA_PAZ,5510.0,5510.0,-5282.5,1016436.75,1304862.25,#FDCDA1,1679.448,1136.5992,-73.92863811857293,7.352951671869629
CANT-2,YNC-DISCORDANCIA_DEL_EOCENO,6166.0,6166.0,-5938.5,1016436.9,1304862.25,#FDA75F,1879.3968,1679.448,-73.92863676000641,7.352951671418606
CANT-2,YNC-FM_LID_SUP,6166.0,6166.0,-5938.5,1016436.9,1304862.25,#CCE968,1879.3968,1879.3968,-73.92863676000641,7.352951671418606
CANT-6,YNC-FM_COLORADO,2245.0,2245.0,-2022.2,1016900.26,1305317.82,#FEE6AA,684.2760000000001,0.0,-73.92443864668874,7.3570696017758666
CANT-6,YNC-BASE_LA_CIRA_SHALE,2358.0,2358.0,-2135.2,1016900.26,1305317.82,#FFE619,718.7184000000001,684.2760000000001,-73.92443864668874,7.3570696017758666
CANT-6,YNC-FM_MUGROSA,3918.0,3918.0,-3695.2,1016900.26,1305317.82,#FED99A,1194.2064,718.7184000000001,-73.92443864668874,7.3570696017758666
CANT-6,YNC-HORIZONTE_FOSILIFERO_DE_MUGROSA,3918.0,3918.0,-3695.2,1016900.26,1305317.82,#FED99A,1194.2064,1194.2064,-73.92443864668874,7.3570696017758666
CANT-6,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,3983.0,3983.0,-3760.2,1016900.26,1305317.82,#FED99A,1214.0184000000002,1194.2064,-73.92443864668874,7.3570696017758666
CANT-6,YNC-FM_ESMERALDA-LA_PAZ,6126.0,6126.0,-5903.2,1016900.26,1305317.82,#FDCDA1,1867.2048,1214.0184000000002,-73.92443864668874,7.3570696017758666
CANT-6,YNC-DISCORDANCIA_DEL_EOCENO,7225.0,7225.0,-7002.2,1016900.26,1305317.82,#FDA75F,2202.1800000000003,1867.2048,-73.92443864668874,7.3570696017758666
CANT-6,YNC-FM_LID_SUP,7225.0,7225.0,-7002.2,1016900.26,1305317.82,#CCE968,2202.1800000000003,2202.1800000000003,-73.92443864668874,7.3570696017758666
FLAM-2,YNC-FM_COLORADO,3281.7,3156.1,-2929.0,1023531.761,1317452.726,#FEE6AA,1000.26216,0.0,-73.86432321256049,7.466770346590208
FLAM-2,YNC-BASE_LA_CIRA_SHALE,3359.6,3218.9,-2991.8,1023543.975,1317459.626,#FFE619,1024.00608,1000.26216,-73.86421253077661,7.466832683653419
FLAM-2,YNC-FM_MUGROSA,5508.6,4954.9,-4727.8,1023887.516,1317635.673,#FED99A,1679.0212800000002,1024.00608,-73.86109947153632,7.46842300378783
FLAM-2,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5551.6,4989.8,-4762.7,1023894.375,1317639.076,#FED99A,1692.1276800000005,1679.0212800000002,-73.86103731773395,7.46845374358672
FLAM-2,YNC-FM_ESMERALDA-LA_PAZ,8017.8,7048.7,-6821.6,1024260.926,1317821.695,#FDCDA1,2443.82544,1692.1276800000005,-73.85771574801281,7.470103361484231
FLAM-2,YNC-DISCORDANCIA_DEL_EOCENO,9454.0,8445.0,-8217.9,1024350.065,1317866.111,#FDA75F,2881.5792,2443.82544,-73.85690799475718,7.470504572341497
FLAM-2,YNC-FM_LID_SUP,9454.0,8445.0,-8217.9,1024350.065,1317866.111,#CCE968,2881.5792,2881.5792,-73.85690799475718,7.470504572341497
FLAM-3,YNC-FM_COLORADO,3235.8,3117.3,-2890.2,1023286.112,1317206.845,#FEE6AA,986.27184,0.0,-73.86654971157338,7.464548134385269
FLAM-3,YNC-LA_CIRA_SHALE,3237.5,3118.6,-2891.5,1023285.973,1317206.603,#FFE619,986.79,986.27184,-73.86655097187284,7.4645459467981485
FLAM-3,YNC-BASE_LA_CIRA_SHALE,3362.8,3222.7,-2995.6,1023275.384,1317188.143,#FFE619,1024.98144,986.79,-73.86664698137263,7.464379075410045
FLAM-3,YNC-HORIZONTE_FOSILIFERO_DE_MUGROSA,5524.9,4876.3,-4649.2,1023064.287,1316820.142,#FED99A,1683.98952,1024.98144,-73.86856096319798,7.4610524811346295
FLAM-3,YNC-FM_MUGROSA,5528.2,4878.8,-4651.7,1023063.962,1316819.576,#FED99A,1684.99536,1683.98952,-73.8685639098945,7.461047364695902
FLAM-3,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5593.8,4928.6,-4701.5,1023057.48,1316808.276,#FED99A,1704.99024,1684.99536,-73.86862268065762,7.460945216681648
FLAM-3,YNC-FM_ESMERALDA-LA_PAZ,8251.7,6945.5,-6718.4,1022794.931,1316350.581,#FDCDA1,2515.1181600000004,1704.99024,-73.87100312713513,7.456807807734803
FLAM-3,YNC-DISCORDANCIA_DEL_EOCENO,10132.0,8372.3,-8145.2,1022609.202,1316026.803,#FDA75F,3088.2336,2515.1181600000004,-73.87268704420727,7.453880954504223
FLAM-3,YNC-FM_SH_MEDIO,10132.0,8372.3,-8145.2,1022609.202,1316026.803,#CCE968,3088.2336,3088.2336,-73.87268704420727,7.453880954504223
GALA-10,YNC-FM_COLORADO,2701.0,2701.0,-2388.0,1024054.977,1280162.578,#FEE6AA,823.2648,0.0,-73.8597462951035,7.129584426272269
GALA-10,YNC-BASE_LA_CIRA_SHALE,2815.0,2815.0,-2502.0,1024054.977,1280162.578,#FFE619,858.0120000000001,823.2648,-73.8597462951035,7.129584426272269
GALA-10,YNC-FM_MUGROSA,5077.0,5077.0,-4764.0,1024054.977,1280162.578,#FED99A,1547.4696,858.0120000000001,-73.8597462951035,7.129584426272269
GALA-10,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5172.0,5172.0,-4859.0,1024054.977,1280162.578,#FED99A,1576.4256,1547.4696,-73.8597462951035,7.129584426272269
GALA-10,YNC-FM_ESMERALDA-LA_PAZ,7021.0,7021.0,-6708.0,1024054.977,1280162.578,#FDCDA1,2140.0008000000003,1576.4256,-73.8597462951035,7.129584426272269
GALA-10,YNC-DISCORDANCIA_DEL_EOCENO,7610.0,7610.0,-7297.0,1024054.977,1280162.578,#FDA75F,2319.528,2140.0008000000003,-73.8597462951035,7.129584426272269
GALA-10,YNC-FM_UMIR,7610.0,7610.0,-7297.0,1024054.977,1280162.578,#F2FA8C,2319.528,2319.528,-73.8597462951035,7.129584426272269
GALA-10,YNC-FM_LID_SUP,7798.0,7798.0,-7485.0,1024054.977,1280162.578,#CCE968,2376.8304000000003,2319.528,-73.8597462951035,7.129584426272269
GALA-12,YNC-FM_COLORADO,2626.0,2626.0,-2360.0,1024571.0,1280771.0,#FEE6AA,800.4048,0.0,-73.85507228114854,7.13508369101172
GALA-12,YNC-BASE_LA_CIRA_SHALE,2752.0,2752.0,-2486.0,1024569.0,1280771.0,#FFE619,838.8096,800.4048,-73.85509038659752,7.135083699731889
GALA-12,YNC-FM_MUGROSA,5423.0,5256.0,-4990.0,1024302.0,1280737.0,#FED99A,1652.9304000000002,838.8096,-73.85750761103426,7.134777421793522
GALA-12,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5514.0,5340.0,-5074.0,1024292.0,1280736.0,#FED99A,1680.6672,1652.9304000000002,-73.8575981425498,7.134768422681214
GALA-12,YNC-FM_ESMERALDA-LA_PAZ,7539.0,7176.0,-6910.0,1024034.0,1280704.0,#FDCDA1,2297.8872,1680.6672,-73.85993388108511,7.134480177594128
GALA-12,YNC-DISCORDANCIA_DEL_EOCENO,7910.0,7506.0,-7240.0,1023983.0,1280696.0,#FDA75F,2410.9680000000003,2297.8872,-73.86039560367183,7.134408057028951
GALA-12,YNC-FM_LID_SUP,7910.0,7506.0,-7240.0,1023983.0,1280696.0,#CCE968,2410.9680000000003,2410.9680000000003,-73.86039560367183,7.134408057028951
GALA-16,YNC-FM_COLORADO,2797.0,2778.5,-2490.2,1023437.677,1279605.196,#FEE6AA,852.5256,0.0,-73.86533679632433,7.124547046761394
GALA-16,YNC-BASE_LA_CIRA_SHALE,3049.0,3022.8,-2734.5,1023418.993,1279602.718,#FFE619,929.3352,852.5256,-73.86550594397475,7.124524717664377
GALA-16,YNC-FM_MUGROSA,5353.0,5283.3,-4995.0,1023290.081,1279588.209,#FED99A,1631.5944000000002,929.3352,-73.86667298286935,7.124394057322045
GALA-16,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5439.0,5369.3,-5081.0,1023289.374,1279588.145,#FED99A,1657.8072000000002,1631.5944000000002,-73.86667938326651,7.124393481536455
GALA-16,YNC-FM_ESMERALDA-LA_PAZ,7335.0,7265.2,-6976.9,1023289.649,1279587.118,#FDCDA1,2235.708,1657.8072000000002,-73.86667689806595,7.124384194024946
GALA-16,YNC-DISCORDANCIA_DEL_EOCENO,7796.0,7726.2,-7437.9,1023290.651,1279586.035,#FDA75F,2376.2208,2235.708,-73.8666678319139,7.124374397148054
GALA-16,YNC-FM_LID_SUP,7796.0,7726.2,-7437.9,1023290.651,1279586.035,#CCE968,2376.2208,2376.2208,-73.8666678319139,7.124374397148054
GALA-17,YNC-FM_COLORADO,2724.0,2651.5,-2392.5,1024473.859,1280866.73,#FEE6AA,830.2752,0.0,-73.85595125561868,7.1359497259856965
GALA-17,YNC-BASE_LA_CIRA_SHALE,2855.0,2772.1,-2513.1,1024461.958,1280876.832,#FFE619,870.2040000000001,830.2752,-73.85605894839364,7.136041122226984
GALA-17,YNC-FM_MUGROSA,5514.0,5273.8,-5014.8,1024250.694,1281044.529,#FED99A,1680.6672,870.2040000000001,-73.8579707447218,7.13755838968867
GALA-17,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5631.0,5389.0,-5130.0,1024245.87,1281048.43,#FED99A,1716.3288,1680.6672,-73.85801439849817,7.137593684177202
GALA-17,YNC-FM_ESMERALDA-LA_PAZ,7655.0,7395.5,-7136.5,1024183.769,1281099.325,#FDCDA1,2333.244,1716.3288,-73.85857636616973,7.138054155228113
GALA-17,YNC-DISCORDANCIA_DEL_EOCENO,7904.0,7642.1,-7383.1,1024176.0,1281106.599,#FDA75F,2409.1392,2333.244,-73.85864666600025,7.138119961731046
GALA-17,YNC-FM_LID_SUP,7904.0,7642.1,-7383.1,1024175.999,1281106.6,#CCE968,2409.1392,2409.1392,-73.85864667504875,7.1381199707775655
GALA-1X,YNC-FM_COLORADO,2724.0,2724.0,-2472.8,1023719.127,1280663.164,#FEE6AA,830.2752,0.0,-73.86278450914182,7.134112263096875
GALA-1X,YNC-BASE_LA_CIRA_SHALE,2825.0,2825.0,-2573.8,1023719.127,1280663.164,#FFE619,861.0600000000001,830.2752,-73.86278450914182,7.134112263096875
GALA-1X,YNC-FM_MUGROSA,5296.0,5296.0,-5044.8,1023719.127,1280663.164,#FED99A,1614.2208,861.0600000000001,-73.86278450914182,7.134112263096875
GALA-1X,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5387.0,5387.0,-5135.8,1023719.127,1280663.164,#FED99A,1641.9576000000002,1614.2208,-73.86278450914182,7.134112263096875
GALA-1X,YNC-FM_ESMERALDA-LA_PAZ,6760.0,6760.0,-6508.8,1023719.127,1280663.164,#FDCDA1,2060.4480000000003,1641.9576000000002,-73.86278450914182,7.134112263096875
GALA-1X,YNC-DISCORDANCIA_DEL_EOCENO,7201.0,7201.0,-6949.8,1023719.127,1280663.164,#FDA75F,2194.8648000000003,2060.4480000000003,-73.86278450914182,7.134112263096875
GALA-1X,YNC-FM_LID_SUP,7201.0,7201.0,-6949.8,1023719.127,1280663.164,#CCE968,2194.8648000000003,2194.8648000000003,-73.86278450914182,7.134112263096875
GALA-1X,YNC-FM_SH_MEDIO,7513.0,7513.0,-7261.8,1023719.127,1280663.164,#CCE968,2289.9624,2194.8648000000003,-73.86278450914182,7.134112263096875
GALA-1X,YNC-FM_LID_INF,7838.0,7838.0,-7586.8,1023719.127,1280663.164,#CCE968,2389.0224000000003,2289.9624,-73.86278450914182,7.134112263096875
GALA-2,YNC-FM_COLORADO,2681.0,2681.0,-2391.5,1024359.346,1280143.26,#FEE6AA,817.1688,0.0,-73.85699104220147,7.129408442042184
GALA-2,YNC-BASE_LA_CIRA_SHALE,2803.0,2803.0,-2513.5,1024359.346,1280143.26,#FFE619,854.3544,817.1688,-73.85699104220147,7.129408442042184
GALA-2,YNC-FM_MUGROSA,5109.0,5109.0,-4819.5,1024359.346,1280143.26,#FED99A,1557.2232,854.3544,-73.85699104220147,7.129408442042184
GALA-2,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5195.0,5195.0,-4905.5,1024359.346,1280143.26,#FED99A,1583.436,1557.2232,-73.85699104220147,7.129408442042184
