LINE_ID,ID,DIST,DIST_SURF,X,Y,Z,OBJECTID,SHAPE_Leng,Tipo,NombreFall,Comentario
"1","153",0.3483439440,3134.0890736000,-73.3726087020,8.2127432830,1316.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","154",0.3501248096,3170.0890737000,-73.3719387020,8.2110932580,1352.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","155",0.3536389084,3187.0890740000,-73.3707587020,8.2077831990,1335.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","156",0.3568166600,3187.0922518000,-73.3695287020,8.2048531470,1335.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","157",0.3585368057,3216.0922518000,-73.3688486950,8.2032731180,1364.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","158",0.3604917211,3216.0942067000,-73.3683887040,8.2013730910,1364.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","159",0.3635309891,3285.0942068000,-73.3673887080,8.1985030460,1433.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","160",0.3667568301,3289.0942081000,-73.3662287050,8.1954929890,1429.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","161",0.3677549393,3289.0952062000,-73.3658187050,8.1945829770,1429.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","162",0.3697041732,3289.0971555000,-73.3652687110,8.1927129450,1429.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","163",0.3718106235,3323.0971555000,-73.3646387140,8.1907029110,1463.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","164",0.3740963513,3323.0994412000,-73.3640187230,8.1885028740,1463.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","165",0.3763226373,3384.0994413000,-73.3633087220,8.1863928390,1524.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","166",0.3791176922,3481.0994413000,-73.3623087260,8.1837827930,1427.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","167",0.3802413243,3491.0994414000,-73.3619087250,8.1827327700,1437.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","168",0.3809279162,3491.1001280000,-73.3617587330,8.1820627620,1437.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","169",0.3819620035,3491.1011621000,-73.3614287280,8.1810827450,1437.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","170",0.3841978320,3539.1011621000,-73.3606087280,8.1790027140,1485.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","171",0.3865077848,3539.1034721000,-73.3596687300,8.1768926700,1485.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","172",0.3879719481,3539.1049362000,-73.3590787260,8.1755526440,1485.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","172",0.3879719481,3539.1049362000,-73.3590787260,8.1755526440,1485.0000000000,"16128",0.13073616260,Falla,,
"1","173",0.3904051112,3568.1049363000,-73.3581287220,8.1733126050,1456.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
"1","174",0.3919305558,3568.1064618000,-73.3574787190,8.1719325770,1456.0000000000,"13807",0.45787149482,Falla de rumbo sinestral,Falla de Algarrobo,
