LINE_ID,ID,DIST,DIST_SURF,X,Y,Z,Id_2,Campo,Compañia,Estado,Info_hidro,INFO
"17","749",0.0000000000,0.0000000000,-73.9448265190,7.0123317169,78.0000000000,"24",CASABE SUR,ECOPETROLS.A.,PRODUCCIÓN,BUENA,"MODELO HIDROGEO, PMA, ICA,HIDROQUIMICA,IAA,CARTO"
"17","754",0.0224155551,15.0000242900,-73.9243860630,7.0031314536,75.0000000000,"24",CASABE SUR,ECOPETROLS.A.,PRODUCCIÓN,BUENA,"MODELO HIDROGEO, PMA, ICA,HIDROQUIMICA,IAA,CARTO"
"17","758",0.0396934476,27.0045256100,-73.9308034160,6.9870895349,87.0000000000,"24",CASABE SUR,ECOPETROLS.A.,PRODUCCIÓN,BUENA,"MODELO HIDROGEO, PMA, ICA,HIDROQUIMICA,IAA,CARTO"
"17","762",0.0591333854,46.0045408580,-73.9450641990,6.9738781296,86.0000000000,"24",CASABE SUR,ECOPETROLS.A.,PRODUCCIÓN,BUENA,"MODELO HIDROGEO, PMA, ICA,HIDROQUIMICA,IAA,CARTO"
"17","767",0.0800518744,65.0144555950,-73.9626524990,6.9852022141,79.0000000000,"24",CASABE SUR,ECOPETROLS.A.,PRODUCCIÓN,BUENA,"MODELO HIDROGEO, PMA, ICA,HIDROQUIMICA,IAA,CARTO"
"17","772",0.0991790305,81.0148295350,-73.9538583490,7.0021878266,77.0000000000,"24",CASABE SUR,ECOPETROLS.A.,PRODUCCIÓN,BUENA,"MODELO HIDROGEO, PMA, ICA,HIDROQUIMICA,IAA,CARTO"
"18","775",0.0000000000,0.0000000000,-73.8169548260,6.9021525881,92.0000000000,"25",TENERIFE,ECOPETROLS.A.,PRODUCCIÓN,"0",
"18","777",0.0048665016,11.0005705900,-73.8157664270,6.8974334201,81.0000000000,"25",TENERIFE,ECOPETROLS.A.,PRODUCCIÓN,"0",
"18","778",0.0069013160,13.0005716250,-73.8145780290,6.8957817002,83.0000000000,"25",TENERIFE,ECOPETROLS.A.,PRODUCCIÓN,"0",
"18","780",0.0135125270,13.0071828360,-73.8143403490,6.8891747631,83.0000000000,"25",TENERIFE,ECOPETROLS.A.,PRODUCCIÓN,"0",
"18","781",0.0158393004,13.0095096090,-73.8133896300,6.8870510852,83.0000000000,"25",TENERIFE,ECOPETROLS.A.,PRODUCCIÓN,"0",
