OBJECTID;DISCORDANCIA_EOCENO_WGS84_tif;X;Y;DISCORDANCIA_EOCENO_WGS84_Band_1
295;-425;-73,769607448168017;8,230471360132757;-425,1731262
296;-589;-73,753062592869497;8,230471360132757;-589,1934814
297;-671;-73,736517737570992;8,230471360132757;-671,3496094
298;-788;-73,719972882272472;8,230471360132757;-788,3363647
299;-830;-73,703428026973953;8,230471360132757;-830,2772827
300;-944;-73,686883171675433;8,230471360132757;-944,6251831
301;-944;-73,670338316376913;8,230471360132757;-944,6251831
302;-1024;-73,653793461078394;8,230471360132757;-1024,2487793
303;-1086;-73,637248605779874;8,230471360132757;-1086,2767334
304;-1120;-73,620703750481354;8,230471360132757;-1120,5283203
305;-1081;-73,604158895182834;8,230471360132757;-1081,6666260
306;-1003;-73,587614039884315;8,230471360132757;-1003,7220459
307;-897;-73,571069184585795;8,230471360132757;-897,8019409
308;-796;-73,554524329287290;8,230471360132757;-796,3033447
309;-596;-73,537979473988770;8,230471360132757;-596,3377686
310;-208;-73,521434618690250;8,230471360132757;-208,7077942
311;-10;-73,835786869362096;8,213926504834239;-10,8066158
312;-109;-73,819242014063576;8,213926504834239;-109,2748947
313;-261;-73,802697158765056;8,213926504834239;-261,9676819
314;-340;-73,786152303466537;8,213926504834239;-340,3531494
315;-498;-73,769607448168017;8,213926504834239;-498,0211182
316;-647;-73,753062592869497;8,213926504834239;-647,4805908
317;-647;-73,736517737570992;8,213926504834239;-647,4805908
318;-756;-73,719972882272472;8,213926504834239;-756,4036865
319;-846;-73,703428026973953;8,213926504834239;-846,8820190
320;-956;-73,686883171675433;8,213926504834239;-956,1173096
321;-1026;-73,670338316376913;8,213926504834239;-1026,4691162
322;-1117;-73,653793461078394;8,213926504834239;-1117,5667725
323;-1134;-73,637248605779874;8,213926504834239;-1134,4725342
324;-1134;-73,620703750481354;8,213926504834239;-1134,4725342
325;-1120;-73,604158895182834;8,213926504834239;-1120,5283203
326;-1101;-73,587614039884315;8,213926504834239;-1101,0999756
327;-978;-73,571069184585795;8,213926504834239;-978,5133667
328;-743;-73,554524329287290;8,213926504834239;-743,6486206
329;-423;-73,537979473988770;8,213926504834239;-423,3284607
330;-77;-73,521434618690250;8,213926504834239;-77,2593079
331;-77;-73,504889763391731;8,213926504834239;-77,2593079
332;-11;-73,471800052794691;8,213926504834239;-11,2888813
333;-56;-73,835786869362096;8,197381649535721;-56,7325325
334;-185;-73,819242014063576;8,197381649535721;-185,6322632
335;-245;-73,802697158765056;8,197381649535721;-245,2414398
336;-311;-73,786152303466537;8,197381649535721;-311,5443726
337;-484;-73,769607448168017;8,197381649535721;-484,9720154
338;-568;-73,753062592869497;8,197381649535721;-568,7979126
339;-683;-73,736517737570992;8,197381649535721;-683,3615723
340;-756;-73,719972882272472;8,197381649535721;-756,4036865
341;-892;-73,703428026973953;8,197381649535721;-892,4596558
342;-892;-73,686883171675433;8,197381649535721;-892,4596558
343;-1007;-73,670338316376913;8,197381649535721;-1007,5466919
344;-1060;-73,653793461078394;8,197381649535721;-1060,7589111
345;-1117;-73,637248605779874;8,197381649535721;-1117,5667725
346;-1134;-73,620703750481354;8,197381649535721;-1134,4725342
347;-1165;-73,604158895182834;8,197381649535721;-1165,3825684
348;-1139;-73,587614039884315;8,197381649535721;-1139,4459229
349;-1139;-73,571069184585795;8,197381649535721;-1139,4459229
350;-1123;-73,554524329287290;8,197381649535721;-1123,5181885
351;-815;-73,537979473988770;8,197381649535721;-815,1923828
352;-621;-73,521434618690250;8,197381649535721;-621,4249268
353;-156;-73,488344908093211;8,197381649535721;-156,8266754
354;18;-73,835786869362096;8,180836794237202;18,6075706
355;-121;-73,819242014063576;8,180836794237202;-121,5463715
356;-319;-73,802697158765056;8,180836794237202;-319,6086426
357;-406;-73,786152303466537;8,180836794237202;-406,9090881
358;-557;-73,769607448168017;8,180836794237202;-557,5043945
359;-627;-73,753062592869497;8,180836794237202;-627,9821167
360;-684;-73,736517737570992;8,180836794237202;-684,1533813
361;-762;-73,719972882272472;8,180836794237202;-762,0341797
362;-867;-73,703428026973953;8,180836794237202;-867,1528931
363;-928;-73,686883171675433;8,180836794237202;-928,6449585
364;-1007;-73,670338316376913;8,180836794237202;-1007,5466919
365;-1060;-73,653793461078394;8,180836794237202;-1060,7589111
366;-1172;-73,637248605779874;8,180836794237202;-1172,6523438
367;-1172;-73,620703750481354;8,180836794237202;-1172,6523438
368;-1192;-73,604158895182834;8,180836794237202;-1192,1485596
369;-1181;-73,587614039884315;8,180836794237202;-1181,9094238
370;-1245;-73,571069184585795;8,180836794237202;-1245,5297852
371;-1123;-73,554524329287290;8,180836794237202;-1123,5181885
372;-1043;-73,537979473988770;8,180836794237202;-1043,2741699
373;-621;-73,521434618690250;8,180836794237202;-621,4249268
374;-622;-73,504889763391731;8,180836794237202;-622,6539307
375;-332;-73,488344908093211;8,180836794237202;-332,9335938
376;-54;-73,835786869362096;8,164291938938684;-54,4964523
377;-185;-73,819242014063576;8,164291938938684;-185,3634491
378;-228;-73,802697158765056;8,164291938938684;-228,7386322
379;-440;-73,786152303466537;8,164291938938684;-440,9163208
380;-561;-73,769607448168017;8,164291938938684;-561,9774170
381;-597;-73,753062592869497;8,164291938938684;-597,5877075
382;-743;-73,736517737570992;8,164291938938684;-743,3450928
383;-833;-73,719972882272472;8,164291938938684;-833,8430786
384;-867;-73,703428026973953;8,164291938938684;-867,1528931
385;-867;-73,686883171675433;8,164291938938684;-867,1528931
386;-1064;-73,670338316376913;8,164291938938684;-1064,5219727
387;-1099;-73,653793461078394;8,164291938938684;-1099,2828369
388;-1199;-73,637248605779874;8,164291938938684;-1199,4552002
389;-1193;-73,620703750481354;8,164291938938684;-1193,7412109
390;-1238;-73,604158895182834;8,164291938938684;-1238,4379883
391;-1275;-73,587614039884315;8,164291938938684;-1275,4918213
392;-1343;-73,571069184585795;8,164291938938684;-1343,4865723
393;-1334;-73,554524329287290;8,164291938938684;-1334,4396973
394;-1201;-73,537979473988770;8,164291938938684;-1201,5159912
395;-962;-73,521434618690250;8,164291938938684;-962,9140015
396;-505;-73,504889763391731;8,164291938938684;-505,7648315
397;-343;-73,488344908093211;8,164291938938684;-343,6944580
398;-95;-73,819242014063576;8,147747083640166;-95,8510818
399;-228;-73,802697158765056;8,147747083640166;-228,7386322
400;-474;-73,786152303466537;8,147747083640166;-474,5500793
401;-561;-73,769607448168017;8,147747083640166;-561,9774170
402;-663;-73,753062592869497;8,147747083640166;-663,6068726
403;-663;-73,736517737570992;8,147747083640166;-663,6068726
404;-743;-73,719972882272472;8,147747083640166;-743,3450928
405;-833;-73,703428026973953;8,147747083640166;-833,8430786
406;-1035;-73,686883171675433;8,147747083640166;-1035,6373291
407;-1168;-73,670338316376913;8,147747083640166;-1168,6066895
408;-1194;-73,653793461078394;8,147747083640166;-1194,1958008
409;-1256;-73,637248605779874;8,147747083640166;-1256,5496826
410;-1256;-73,620703750481354;8,147747083640166;-1256,5496826
411;-1287;-73,604158895182834;8,147747083640166;-1287,4011230
412;-1323;-73,587614039884315;8,147747083640166;-1323,0654297
413;-1357;-73,571069184585795;8,147747083640166;-1357,6479492
414;-1280;-73,554524329287290;8,147747083640166;-1280,5922852
415;-1176;-73,537979473988770;8,147747083640166;-1176,2625732
416;-697;-73,521434618690250;8,147747083640166;-697,2655029
417;-799;-73,504889763391731;8,147747083640166;-799,2037964
418;-569;-73,488344908093211;8,147747083640166;-569,1121216
419;-487;-73,471800052794691;8,147747083640166;-487,6100159
420;41;-73,835786869362096;8,131202228341648;41,0572662
421;-167;-73,819242014063576;8,131202228341648;-167,6402740
422;-167;-73,802697158765056;8,131202228341648;-167,6402740
423;-391;-73,786152303466537;8,131202228341648;-391,9657288
424;-533;-73,769607448168017;8,131202228341648;-533,6461792
425;-620;-73,753062592869497;8,131202228341648;-620,8339844
426;-663;-73,736517737570992;8,131202228341648;-663,6068726
427;-860;-73,719972882272472;8,131202228341648;-860,6498413
428;-929;-73,703428026973953;8,131202228341648;-929,2762451
429;-1064;-73,686883171675433;8,131202228341648;-1064,7882080
430;-1131;-73,670338316376913;8,131202228341648;-1131,0030518
431;-1254;-73,653793461078394;8,131202228341648;-1254,8809814
432;-1280;-73,637248605779874;8,131202228341648;-1280,7072754
433;-1330;-73,620703750481354;8,131202228341648;-1330,7840576
434;-1287;-73,604158895182834;8,131202228341648;-1287,4011230
435;-1424;-73,587614039884315;8,131202228341648;-1424,1613770
436;-1424;-73,571069184585795;8,131202228341648;-1424,1613770
437;-1316;-73,554524329287290;8,131202228341648;-1316,9425049
438;-1241;-73,537979473988770;8,131202228341648;-1241,6591797
439;-1149;-73,521434618690250;8,131202228341648;-1149,1942139
440;-799;-73,504889763391731;8,131202228341648;-799,2037964
441;-641;-73,488344908093211;8,131202228341648;-641,5974121
442;-160;-73,819242014063576;8,114657373043130;-160,5439911
443;-298;-73,802697158765056;8,114657373043130;-298,8984680
444;-391;-73,786152303466537;8,114657373043130;-391,9657288
445;-533;-73,769607448168017;8,114657373043130;-533,6461792
446;-635;-73,753062592869497;8,114657373043130;-635,8497925
447;-701;-73,736517737570992;8,114657373043130;-701,8518677
448;-891;-73,719972882272472;8,114657373043130;-891,2243042
449;-1000;-73,703428026973953;8,114657373043130;-1000,1323853
450;-1144;-73,686883171675433;8,114657373043130;-1144,9622803
451;-1215;-73,670338316376913;8,114657373043130;-1215,0980225
452;-1332;-73,653793461078394;8,114657373043130;-1332,7131348
453;-1332;-73,637248605779874;8,114657373043130;-1332,7131348
454;-1410;-73,620703750481354;8,114657373043130;-1410,7386475
455;-1408;-73,604158895182834;8,114657373043130;-1408,5804443
456;-1443;-73,587614039884315;8,114657373043130;-1443,7288818
457;-1413;-73,571069184585795;8,114657373043130;-1413,8012695
458;-1280;-73,554524329287290;8,114657373043130;-1280,2177734
459;-1199;-73,537979473988770;8,114657373043130;-1199,6499023
460;-1079;-73,521434618690250;8,114657373043130;-1079,5069580
461;-1079;-73,504889763391731;8,114657373043130;-1079,5069580
462;-826;-73,488344908093211;8,114657373043130;-826,9325562
463;-671;-73,471800052794691;8,114657373043130;-671,9113159
464;4;-73,835786869362096;8,098112517744610;4,3497744
465;-160;-73,819242014063576;8,098112517744610;-160,5439911
466;-160;-73,802697158765056;8,098112517744610;-160,5439911
467;-428;-73,786152303466537;8,098112517744610;-428,7973328
