OBJECTID;DISCORDANCIA_EOCENO_WGS84_tif;X;Y;DISCORDANCIA_EOCENO_WGS84_Band_1
761;-2507;-73,637248605779874;7,916119109460910;-2507,6955566
762;-2555;-73,620703750481354;7,916119109460910;-2555,9833984
763;-2560;-73,604158895182834;7,916119109460910;-2560,4387207
764;-2297;-73,587614039884315;7,916119109460910;-2297,3322754
765;-1981;-73,571069184585795;7,916119109460910;-1981,3470459
766;-1775;-73,554524329287290;7,916119109460910;-1775,3035889
767;-1640;-73,537979473988770;7,916119109460910;-1640,7447510
768;-1441;-73,521434618690250;7,916119109460910;-1441,7629395
769;-1325;-73,504889763391731;7,916119109460910;-1325,7956543
770;-1329;-73,488344908093211;7,916119109460910;-1329,5949707
771;-1200;-73,471800052794691;7,916119109460910;-1200,9439697
772;-851;-73,455255197496172;7,916119109460910;-851,3275146
773;-339;-73,438710342197652;7,916119109460910;-339,7164612
774;-62;-73,951600856451719;7,899574254162391;-62,6095886
775;-62;-73,935056001153200;7,899574254162391;-62,6095886
776;-299;-73,918511145854694;7,899574254162391;-299,0003662
777;-390;-73,901966290556174;7,899574254162391;-390,1405640
778;-601;-73,885421435257655;7,899574254162391;-601,0592041
779;-645;-73,868876579959135;7,899574254162391;-645,8042603
780;-765;-73,852331724660615;7,899574254162391;-765,5065918
781;-719;-73,835786869362096;7,899574254162391;-719,1494751
782;-931;-73,819242014063576;7,899574254162391;-931,4261475
783;-968;-73,802697158765056;7,899574254162391;-968,1677856
784;-1311;-73,786152303466537;7,899574254162391;-1311,8061523
785;-1394;-73,769607448168017;7,899574254162391;-1394,8811035
786;-1601;-73,753062592869497;7,899574254162391;-1601,5272217
787;-1653;-73,736517737570992;7,899574254162391;-1653,9692383
788;-1895;-73,719972882272472;7,899574254162391;-1895,4201660
789;-1895;-73,703428026973953;7,899574254162391;-1895,4201660
790;-2158;-73,686883171675433;7,899574254162391;-2158,7001953
791;-2258;-73,670338316376913;7,899574254162391;-2258,5659180
792;-2496;-73,653793461078394;7,899574254162391;-2496,6027832
793;-2507;-73,637248605779874;7,899574254162391;-2507,6955566
794;-2691;-73,620703750481354;7,899574254162391;-2691,8889160
795;-2560;-73,604158895182834;7,899574254162391;-2560,4387207
796;-2646;-73,587614039884315;7,899574254162391;-2646,7595215
797;-2300;-73,571069184585795;7,899574254162391;-2300,9558105
798;-1856;-73,554524329287290;7,899574254162391;-1856,3753662
799;-1640;-73,537979473988770;7,899574254162391;-1640,7447510
800;-1441;-73,521434618690250;7,899574254162391;-1441,7629395
801;-1364;-73,504889763391731;7,899574254162391;-1364,0579834
802;-1415;-73,488344908093211;7,899574254162391;-1415,3746338
803;-1414;-73,471800052794691;7,899574254162391;-1414,7237549
804;-1202;-73,455255197496172;7,899574254162391;-1202,5258789
805;-392;-73,438710342197652;7,899574254162391;-392,6582031
806;-188;-73,422165486899132;7,899574254162391;-188,9348755
807;-105;-73,951600856451719;7,883029398863872;-105,7508392
808;-203;-73,935056001153200;7,883029398863872;-203,4208679
809;-440;-73,918511145854694;7,883029398863872;-440,5440979
810;-527;-73,901966290556174;7,883029398863872;-527,5307617
811;-661;-73,885421435257655;7,883029398863872;-661,3184814
812;-728;-73,868876579959135;7,883029398863872;-728,6305542
813;-917;-73,852331724660615;7,883029398863872;-917,2604980
814;-929;-73,835786869362096;7,883029398863872;-929,4831543
815;-1130;-73,819242014063576;7,883029398863872;-1130,9128418
816;-1199;-73,802697158765056;7,883029398863872;-1199,5754395
817;-1461;-73,786152303466537;7,883029398863872;-1461,3953857
818;-1461;-73,769607448168017;7,883029398863872;-1461,3953857
819;-1681;-73,753062592869497;7,883029398863872;-1681,5507812
820;-1751;-73,736517737570992;7,883029398863872;-1751,1297607
821;-1976;-73,719972882272472;7,883029398863872;-1976,9711914
822;-2062;-73,703428026973953;7,883029398863872;-2062,9567871
823;-2334;-73,686883171675433;7,883029398863872;-2334,5258789
824;-2426;-73,670338316376913;7,883029398863872;-2426,5773926
825;-2686;-73,653793461078394;7,883029398863872;-2686,9245605
826;-2767;-73,637248605779874;7,883029398863872;-2767,8588867
827;-2904;-73,620703750481354;7,883029398863872;-2904,3937988
828;-2803;-73,604158895182834;7,883029398863872;-2803,3332520
829;-2584;-73,587614039884315;7,883029398863872;-2584,7624512
830;-2265;-73,571069184585795;7,883029398863872;-2265,4367676
831;-1856;-73,554524329287290;7,883029398863872;-1856,3753662
832;-1856;-73,537979473988770;7,883029398863872;-1856,3753662
833;-1701;-73,521434618690250;7,883029398863872;-1701,4196777
834;-1528;-73,504889763391731;7,883029398863872;-1528,9018555
835;-1452;-73,488344908093211;7,883029398863872;-1452,7287598
836;-1414;-73,471800052794691;7,883029398863872;-1414,7237549
837;-990;-73,455255197496172;7,883029398863872;-990,7829590
838;-392;-73,438710342197652;7,883029398863872;-392,6582031
839;-492;-73,422165486899132;7,883029398863872;-492,8855896
840;-257;-73,405620631600613;7,883029398863872;-257,4057617
841;-7;-73,968145711750239;7,866484543565354;-7,7744770
842;-7;-73,951600856451719;7,866484543565354;-7,7744770
843;-241;-73,935056001153200;7,866484543565354;-241,9630432
844;-344;-73,918511145854694;7,866484543565354;-344,8260803
845;-582;-73,901966290556174;7,866484543565354;-582,8262939
846;-661;-73,885421435257655;7,866484543565354;-661,3184814
847;-849;-73,868876579959135;7,866484543565354;-849,2302246
848;-917;-73,852331724660615;7,866484543565354;-917,2604980
849;-1091;-73,835786869362096;7,866484543565354;-1091,1677246
850;-1245;-73,819242014063576;7,866484543565354;-1245,3555908
851;-1298;-73,802697158765056;7,866484543565354;-1298,8302002
852;-1512;-73,786152303466537;7,866484543565354;-1512,0815430
853;-1600;-73,769607448168017;7,866484543565354;-1600,4118652
854;-1828;-73,753062592869497;7,866484543565354;-1828,5234375
855;-1899;-73,736517737570992;7,866484543565354;-1899,7938232
856;-2132;-73,719972882272472;7,866484543565354;-2132,8435059
857;-2132;-73,703428026973953;7,866484543565354;-2132,8435059
858;-2391;-73,686883171675433;7,866484543565354;-2391,6579590
859;-2542;-73,670338316376913;7,866484543565354;-2542,3591309
860;-2856;-73,653793461078394;7,866484543565354;-2856,2224121
861;-2978;-73,637248605779874;7,866484543565354;-2978,7802734
862;-2826;-73,620703750481354;7,866484543565354;-2826,5769043
863;-2742;-73,604158895182834;7,866484543565354;-2742,4077148
864;-2742;-73,587614039884315;7,866484543565354;-2742,4077148
865;-2584;-73,571069184585795;7,866484543565354;-2584,7624512
866;-2309;-73,554524329287290;7,866484543565354;-2309,7812500
867;-2084;-73,537979473988770;7,866484543565354;-2084,0661621
868;-1830;-73,521434618690250;7,866484543565354;-1830,6983643
869;-1601;-73,504889763391731;7,866484543565354;-1601,0035400
870;-1521;-73,488344908093211;7,866484543565354;-1521,3336182
871;-1521;-73,471800052794691;7,866484543565354;-1521,3336182
872;-1288;-73,455255197496172;7,866484543565354;-1288,6949463
873;-933;-73,438710342197652;7,866484543565354;-933,3067627
874;-639;-73,422165486899132;7,866484543565354;-639,4086914
875;-24;-73,968145711750239;7,849939688266836;-24,6403275
876;-134;-73,951600856451719;7,849939688266836;-134,0251465
877;-385;-73,935056001153200;7,849939688266836;-385,0831604
878;-491;-73,918511145854694;7,849939688266836;-491,0694275
879;-732;-73,901966290556174;7,849939688266836;-732,2924194
880;-732;-73,885421435257655;7,849939688266836;-732,2924194
881;-951;-73,868876579959135;7,849939688266836;-951,3692627
882;-995;-73,852331724660615;7,849939688266836;-995,0860596
883;-1196;-73,835786869362096;7,849939688266836;-1196,4167480
884;-1245;-73,819242014063576;7,849939688266836;-1245,3555908
885;-1456;-73,802697158765056;7,849939688266836;-1456,1998291
886;-1512;-73,786152303466537;7,849939688266836;-1512,0815430
887;-1680;-73,769607448168017;7,849939688266836;-1680,9807129
888;-1754;-73,753062592869497;7,849939688266836;-1754,3740234
889;-1979;-73,736517737570992;7,849939688266836;-1979,5465088
890;-2048;-73,719972882272472;7,849939688266836;-2048,1735840
891;-2289;-73,703428026973953;7,849939688266836;-2289,5158691
892;-2391;-73,686883171675433;7,849939688266836;-2391,6579590
893;-2630;-73,670338316376913;7,849939688266836;-2630,0134277
894;-2630;-73,653793461078394;7,849939688266836;-2630,0134277
895;-2732;-73,637248605779874;7,849939688266836;-2732,4138184
896;-2849;-73,620703750481354;7,849939688266836;-2849,2475586
897;-2826;-73,604158895182834;7,849939688266836;-2826,5769043
898;-2593;-73,587614039884315;7,849939688266836;-2593,7832031
899;-2512;-73,571069184585795;7,849939688266836;-2512,9846191
900;-2438;-73,554524329287290;7,849939688266836;-2438,4895020
901;-2438;-73,537979473988770;7,849939688266836;-2438,4895020
902;-2319;-73,521434618690250;7,849939688266836;-2319,3493652
903;-1990;-73,504889763391731;7,849939688266836;-1990,7354736
904;-1797;-73,488344908093211;7,849939688266836;-1797,3559570
905;-1552;-73,471800052794691;7,849939688266836;-1552,0789795
906;-1297;-73,455255197496172;7,849939688266836;-1297,1324463
907;-971;-73,438710342197652;7,849939688266836;-971,2515259
908;-1086;-73,422165486899132;7,849939688266836;-1086,1514893
909;-815;-73,405620631600613;7,849939688266836;-815,6594238
910;82;-73,984690567048759;7,833394832968318;82,4451752
911;-144;-73,968145711750239;7,833394832968318;-144,0216064
912;-144;-73,951600856451719;7,833394832968318;-144,0216064
913;-409;-73,935056001153200;7,833394832968318;-409,7720642
914;-538;-73,918511145854694;7,833394832968318;-538,9754639
915;-819;-73,901966290556174;7,833394832968318;-819,7726440
916;-896;-73,885421435257655;7,833394832968318;-896,0709229
917;-1109;-73,868876579959135;7,833394832968318;-1109,4294434
918;-1147;-73,852331724660615;7,833394832968318;-1147,4549561
919;-1283;-73,835786869362096;7,833394832968318;-1283,6411133
920;-1337;-73,819242014063576;7,833394832968318;-1337,3760986
921;-1535;-73,802697158765056;7,833394832968318;-1535,4626465
922;-1622;-73,786152303466537;7,833394832968318;-1622,1879883
923;-1829;-73,769607448168017;7,833394832968318;-1829,8571777
924;-1907;-73,753062592869497;7,833394832968318;-1907,0793457
925;-2138;-73,736517737570992;7,833394832968318;-2138,6289062
926;-2138;-73,719972882272472;7,833394832968318;-2138,6289062
927;-2386;-73,703428026973953;7,833394832968318;-2386,5869141
928;-2444;-73,686883171675433;7,833394832968318;-2444,7226562
929;-2514;-73,670338316376913;7,833394832968318;-2514,4648438
930;-2531;-73,653793461078394;7,833394832968318;-2531,7275391
931;-2732;-73,637248605779874;7,833394832968318;-2732,4138184
932;-2849;-73,620703750481354;7,833394832968318;-2849,2475586
933;-2641;-73,604158895182834;7,833394832968318;-2641,2395020
934;-2641;-73,587614039884315;7,833394832968318;-2641,2395020
935;-2407;-73,571069184585795;7,833394832968318;-2407,2121582
936;-2344;-73,554524329287290;7,833394832968318;-2344,9223633
937;-2493;-73,537979473988770;7,833394832968318;-2493,3054199
938;-2319;-73,521434618690250;7,833394832968318;-2319,3493652
939;-2137;-73,504889763391731;7,833394832968318;-2137,3156738
940;-1797;-73,488344908093211;7,833394832968318;-1797,3559570
941;-1899;-73,471800052794691;7,833394832968318;-1899,3518066
942;-1597;-73,455255197496172;7,833394832968318;-1597,1561279
943;-1383;-73,438710342197652;7,833394832968318;-1383,7434082
944;-1247;-73,422165486899132;7,833394832968318;-1247,2365723
945;-1017;-73,405620631600613;7,833394832968318;-1017,4039307
946;96;-73,984690567048759;7,816849977669799;96,8793182
947;-18;-73,968145711750239;7,816849977669799;-18,5015144
948;-271;-73,951600856451719;7,816849977669799;-271,9094849
949;-409;-73,935056001153200;7,816849977669799;-409,7720642
950;-706;-73,918511145854694;7,816849977669799;-706,7832031
951;-1005;-73,901966290556174;7,816849977669799;-1005,2333984
952;-1005;-73,885421435257655;7,816849977669799;-1005,2333984
953;-1209;-73,868876579959135;7,816849977669799;-1209,8894043
954;-1229;-73,852331724660615;7,816849977669799;-1229,6076660
955;-1438;-73,835786869362096;7,816849977669799;-1438,1280518
956;-1479;-73,819242014063576;7,816849977669799;-1479,5612793
957;-1646;-73,802697158765056;7,816849977669799;-1646,4228516
958;-1752;-73,786152303466537;7,816849977669799;-1752,6053467
959;-1868;-73,769607448168017;7,816849977669799;-1868,1838379
960;-1964;-73,753062592869497;7,816849977669799;-1964,7727051
961;-2219;-73,736517737570992;7,816849977669799;-2219,7443848
962;-2315;-73,719972882272472;7,816849977669799;-2315,1750488
963;-2567;-73,703428026973953;7,816849977669799;-2567,7192383
964;-2563;-73,686883171675433;7,816849977669799;-2563,8049316
965;-2514;-73,670338316376913;7,816849977669799;-2514,4648438
966;-2514;-73,653793461078394;7,816849977669799;-2514,4648438
967;-2503;-73,637248605779874;7,816849977669799;-2503,2265625
968;-2597;-73,620703750481354;7,816849977669799;-2597,0249023
969;-2498;-73,604158895182834;7,816849977669799;-2498,8674316
970;-2451;-73,587614039884315;7,816849977669799;-2451,0590820
971;-2397;-73,571069184585795;7,816849977669799;-2397,2111816
972;-2429;-73,554524329287290;7,816849977669799;-2429,8886719
973;-2516;-73,537979473988770;7,816849977669799;-2516,8254395
974;-2531;-73,521434618690250;7,816849977669799;-2531,4650879
975;-2458;-73,504889763391731;7,816849977669799;-2458,4912109
976;-2208;-73,488344908093211;7,816849977669799;-2208,9091797
977;-2016;-73,471800052794691;7,816849977669799;-2016,9752197
978;-1693;-73,455255197496172;7,816849977669799;-1693,6721191
979;-1514;-73,438710342197652;7,816849977669799;-1514,2934570
980;-1514;-73,422165486899132;7,816849977669799;-1514,2934570
981;-1440;-73,405620631600613;7,816849977669799;-1440,8883057
982;-1242;-73,389075776302107;7,816849977669799;-1242,7380371
983;15;-73,984690567048759;7,800305122371281;15,8961029
984;-122;-73,968145711750239;7,800305122371281;-122,1993561
985;-225;-73,951600856451719;7,800305122371281;-225,9447021
986;-410;-73,935056001153200;7,800305122371281;-410,3198242
987;-710;-73,918511145854694;7,800305122371281;-710,2589111
988;-891;-73,901966290556174;7,800305122371281;-891,2224121
989;-1192;-73,885421435257655;7,800305122371281;-1192,7188721
990;-1209;-73,868876579959135;7,800305122371281;-1209,8894043
991;-1402;-73,852331724660615;7,800305122371281;-1402,8347168
992;-1402;-73,835786869362096;7,800305122371281;-1402,8347168
993;-1559;-73,819242014063576;7,800305122371281;-1559,9232178
994;-1602;-73,802697158765056;7,800305122371281;-1602,9768066
995;-1776;-73,786152303466537;7,800305122371281;-1776,9296875
996;-1868;-73,769607448168017;7,800305122371281;-1868,1838379
997;-2104;-73,753062592869497;7,800305122371281;-2104,4362793
998;-2361;-73,736517737570992;7,800305122371281;-2361,7177734
999;-2361;-73,719972882272472;7,800305122371281;-2361,7177734
1000;-2444;-73,703428026973953;7,800305122371281;-2444,5466309
1001;-2567;-73,686883171675433;7,800305122371281;-2567,7192383
1002;-2601;-73,670338316376913;7,800305122371281;-2601,9604492
1003;-2511;-73,653793461078394;7,800305122371281;-2511,0520020
1004;-2496;-73,637248605779874;7,800305122371281;-2496,5739746
1005;-2507;-73,620703750481354;7,800305122371281;-2507,6145020
1006;-2484;-73,604158895182834;7,800305122371281;-2484,7897949
1007;-2440;-73,587614039884315;7,800305122371281;-2440,5336914
1008;-2428;-73,571069184585795;7,800305122371281;-2428,0793457
1009;-2455;-73,554524329287290;7,800305122371281;-2455,6674805
1010;-2619;-73,537979473988770;7,800305122371281;-2619,4050293
1011;-2594;-73,521434618690250;7,800305122371281;-2594,8056641
1012;-2556;-73,504889763391731;7,800305122371281;-2556,6428223
1013;-2556;-73,488344908093211;7,800305122371281;-2556,6428223
1014;-2492;-73,471800052794691;7,800305122371281;-2492,6794434
1015;-2152;-73,455255197496172;7,800305122371281;-2152,6276855
1016;-1939;-73,438710342197652;7,800305122371281;-1939,5625000
1017;-1672;-73,422165486899132;7,800305122371281;-1672,4731445
1018;-1671;-73,405620631600613;7,800305122371281;-1671,3691406
1019;-1493;-73,389075776302107;7,800305122371281;-1493,7145996
1020;-1769;-73,372530921003587;7,800305122371281;-1769,2995605
1021;58;-73,984690567048759;7,783760267072763;58,4483414
1022;-59;-73,968145711750239;7,783760267072763;-59,6166115
1023;-322;-73,951600856451719;7,783760267072763;-322,4269104
1024;-557;-73,935056001153200;7,783760267072763;-557,2930298
1025;-887;-73,918511145854694;7,783760267072763;-887,1081543
1026;-1097;-73,901966290556174;7,783760267072763;-1097,1265869
1027;-1229;-73,885421435257655;7,783760267072763;-1229,9185791
1028;-1339;-73,868876579959135;7,783760267072763;-1339,7054443
1029;-1425;-73,852331724660615;7,783760267072763;-1425,1867676
1030;-1507;-73,835786869362096;7,783760267072763;-1507,6561279
1031;-1677;-73,819242014063576;7,783760267072763;-1677,3455811
1032;-1736;-73,802697158765056;7,783760267072763;-1736,3638916
1033;-1886;-73,786152303466537;7,783760267072763;-1886,9437256
1034;-1886;-73,769607448168017;7,783760267072763;-1886,9437256
1035;-2124;-73,753062592869497;7,783760267072763;-2124,5646973
1036;-2275;-73,736517737570992;7,783760267072763;-2275,4604492
1037;-2361;-73,719972882272472;7,783760267072763;-2361,7177734
1038;-2444;-73,703428026973953;7,783760267072763;-2444,5466309
1039;-2559;-73,686883171675433;7,783760267072763;-2559,4970703
1040;-2601;-73,670338316376913;7,783760267072763;-2601,9604492
1041;-2574;-73,653793461078394;7,783760267072763;-2574,6999512
1042;-2516;-73,637248605779874;7,783760267072763;-2516,5808105
1043;-2521;-73,620703750481354;7,783760267072763;-2521,0695801
1044;-2484;-73,604158895182834;7,783760267072763;-2484,7897949
1045;-2464;-73,587614039884315;7,783760267072763;-2464,3571777
1046;-2428;-73,571069184585795;7,783760267072763;-2428,0793457
1047;-2565;-73,554524329287290;7,783760267072763;-2565,6958008
1048;-2669;-73,537979473988770;7,783760267072763;-2669,9702148
1049;-2731;-73,521434618690250;7,783760267072763;-2731,0869141
1050;-2742;-73,504889763391731;7,783760267072763;-2742,3613281
1051;-2681;-73,488344908093211;7,783760267072763;-2681,8867188
1052;-2677;-73,471800052794691;7,783760267072763;-2677,9294434
1053;-2259;-73,455255197496172;7,783760267072763;-2259,1259766
1054;-2110;-73,438710342197652;7,783760267072763;-2110,4929199
1055;-2110;-73,422165486899132;7,783760267072763;-2110,4929199
1056;-2148;-73,405620631600613;7,783760267072763;-2148,2988281
1057;-1944;-73,389075776302107;7,783760267072763;-1944,3607178
1058;-9;-73,984690567048759;7,767215411774244;-9,9649162
1059;-127;-73,968145711750239;7,767215411774244;-127,9153137
1060;-214;-73,951600856451719;7,767215411774244;-214,9954071
1061;-397;-73,935056001153200;7,767215411774244;-397,2356262
1062;-748;-73,918511145854694;7,767215411774244;-748,6370239
1063;-968;-73,901966290556174;7,767215411774244;-968,7473755
1064;-1210;-73,885421435257655;7,767215411774244;-1210,0455322
1065;-1364;-73,868876579959135;7,767215411774244;-1364,6241455
1066;-1480;-73,852331724660615;7,767215411774244;-1480,5920410
1067;-1480;-73,835786869362096;7,767215411774244;-1480,5920410
1068;-1774;-73,819242014063576;7,767215411774244;-1774,7543945
1069;-1820;-73,802697158765056;7,767215411774244;-1820,2554932
1070;-1975;-73,786152303466537;7,767215411774244;-1975,3054199
1071;-2016;-73,769607448168017;7,767215411774244;-2016,9396973
1072;-2124;-73,753062592869497;7,767215411774244;-2124,5646973
1073;-2275;-73,736517737570992;7,767215411774244;-2275,4604492
1074;-2334;-73,719972882272472;7,767215411774244;-2334,9873047
1075;-2402;-73,703428026973953;7,767215411774244;-2402,6845703
1076;-2469;-73,686883171675433;7,767215411774244;-2469,2861328
1077;-2540;-73,670338316376913;7,767215411774244;-2540,3366699
1078;-2572;-73,653793461078394;7,767215411774244;-2572,3981934
1079;-2550;-73,637248605779874;7,767215411774244;-2550,4987793
1080;-2567;-73,620703750481354;7,767215411774244;-2567,5532227
1081;-2567;-73,604158895182834;7,767215411774244;-2567,5532227
1082;-2579;-73,587614039884315;7,767215411774244;-2579,6721191
1083;-2560;-73,571069184585795;7,767215411774244;-2560,0766602
1084;-2674;-73,554524329287290;7,767215411774244;-2674,7209473
1085;-2669;-73,537979473988770;7,767215411774244;-2669,9702148
1086;-2756;-73,521434618690250;7,767215411774244;-2756,9482422
1087;-2742;-73,504889763391731;7,767215411774244;-2742,3613281
1088;-2849;-73,488344908093211;7,767215411774244;-2849,4938965
1089;-2833;-73,471800052794691;7,767215411774244;-2833,9948730
1090;-2742;-73,455255197496172;7,767215411774244;-2742,9709473
1091;-2385;-73,438710342197652;7,767215411774244;-2385,5490723
1092;-2392;-73,422165486899132;7,767215411774244;-2392,4870605
1093;-2148;-73,405620631600613;7,767215411774244;-2148,2988281
1094;-2237;-73,389075776302107;7,767215411774244;-2237,9299316
1095;-2237;-73,372530921003587;7,767215411774244;-2237,9299316
1096;67;-73,984690567048759;7,750670556475725;67,6177521
1097;-102;-73,968145711750239;7,750670556475725;-102,1806641
1098;-214;-73,951600856451719;7,750670556475725;-214,9954071
1099;-515;-73,935056001153200;7,750670556475725;-515,5902100
1100;-748;-73,918511145854694;7,750670556475725;-748,6370239
1101;-866;-73,901966290556174;7,750670556475725;-866,6989746
1102;-969;-73,885421435257655;7,750670556475725;-969,2283325
1103;-1285;-73,868876579959135;7,750670556475725;-1285,3640137
1104;-1427;-73,852331724660615;7,750670556475725;-1427,4653320
1105;-1664;-73,835786869362096;7,750670556475725;-1664,9619141
1106;-1897;-73,819242014063576;7,750670556475725;-1897,7943115
1107;-1942;-73,802697158765056;7,750670556475725;-1942,3800049
1108;-1942;-73,786152303466537;7,750670556475725;-1942,3800049
1109;-1975;-73,769607448168017;7,750670556475725;-1975,3054199
1110;-2158;-73,753062592869497;7,750670556475725;-2158,4392090
1111;-2239;-73,736517737570992;7,750670556475725;-2239,8308105
1112;-2359;-73,719972882272472;7,750670556475725;-2359,0876465
1113;-2393;-73,703428026973953;7,750670556475725;-2393,3093262
1114;-2459;-73,686883171675433;7,750670556475725;-2459,8139648
1115;-2524;-73,670338316376913;7,750670556475725;-2524,2807617
1116;-2602;-73,653793461078394;7,750670556475725;-2602,6225586
1117;-2585;-73,637248605779874;7,750670556475725;-2585,6533203
1118;-2589;-73,620703750481354;7,750670556475725;-2589,4992676
1119;-2597;-73,604158895182834;7,750670556475725;-2597,9042969
1120;-2710;-73,587614039884315;7,750670556475725;-2710,1892090
1121;-2735;-73,571069184585795;7,750670556475725;-2735,4697266
1122;-2757;-73,554524329287290;7,750670556475725;-2757,8872070
1123;-2757;-73,537979473988770;7,750670556475725;-2757,8872070
1124;-2889;-73,521434618690250;7,750670556475725;-2889,7937012
1125;-2867;-73,504889763391731;7,750670556475725;-2867,7497559
1126;-2931;-73,488344908093211;7,750670556475725;-2931,2182617
1127;-2909;-73,471800052794691;7,750670556475725;-2909,3994141
1128;-2998;-73,455255197496172;7,750670556475725;-2998,7724609
1129;-2718;-73,438710342197652;7,750670556475725;-2718,9101562
1130;-2995;-73,422165486899132;7,750670556475725;-2995,1132812
1131;-2702;-73,405620631600613;7,750670556475725;-2702,1228027
1132;-2738;-73,389075776302107;7,750670556475725;-2738,5383301
1133;-2525;-73,372530921003587;7,750670556475725;-2525,9204102
1134;32;-74,001235422347278;7,734125701177208;32,0407448
1135;-25;-73,984690567048759;7,734125701177208;-25,0449104
1136;-233;-73,968145711750239;7,734125701177208;-233,7480164
1137;-233;-73,951600856451719;7,734125701177208;-233,7480164
1138;-535;-73,935056001153200;7,734125701177208;-535,2856445
1139;-693;-73,918511145854694;7,734125701177208;-693,1736450
1140;-1019;-73,901966290556174;7,734125701177208;-1019,3145752
1141;-1134;-73,885421435257655;7,734125701177208;-1134,4725342
1142;-1407;-73,868876579959135;7,734125701177208;-1407,1572266
1143;-1556;-73,852331724660615;7,734125701177208;-1556,6335449
1144;-1742;-73,835786869362096;7,734125701177208;-1742,4556885
1145;-1833;-73,819242014063576;7,734125701177208;-1833,9915771
1146;-1897;-73,802697158765056;7,734125701177208;-1897,7943115
1147;-1942;-73,786152303466537;7,734125701177208;-1942,3800049
1148;-2102;-73,769607448168017;7,734125701177208;-2102,1240234
1149;-2158;-73,753062592869497;7,734125701177208;-2158,4392090
1150;-2314;-73,736517737570992;7,734125701177208;-2314,6623535
1151;-2314;-73,719972882272472;7,734125701177208;-2314,6623535
1152;-2382;-73,703428026973953;7,734125701177208;-2382,9633789
1153;-2396;-73,686883171675433;7,734125701177208;-2396,7800293
1154;-2503;-73,670338316376913;7,734125701177208;-2503,3305664
1155;-2602;-73,653793461078394;7,734125701177208;-2602,6225586
1156;-2631;-73,637248605779874;7,734125701177208;-2631,7749023
1157;-2657;-73,620703750481354;7,734125701177208;-2657,8332520
1158;-2657;-73,604158895182834;7,734125701177208;-2657,8332520
1159;-2875;-73,587614039884315;7,734125701177208;-2875,5166016
1160;-2812;-73,571069184585795;7,734125701177208;-2812,2980957
1161;-2864;-73,554524329287290;7,734125701177208;-2864,0493164
1162;-2846;-73,537979473988770;7,734125701177208;-2846,8066406
1163;-2998;-73,521434618690250;7,734125701177208;-2998,1486816
1164;-2950;-73,504889763391731;7,734125701177208;-2950,7456055
1165;-3191;-73,488344908093211;7,734125701177208;-3191,3417969
1166;-3215;-73,471800052794691;7,734125701177208;-3215,5148926
1167;-3450;-73,455255197496172;7,734125701177208;-3450,0878906
1168;-3258;-73,438710342197652;7,734125701177208;-3258,3002930
1169;-3231;-73,422165486899132;7,734125701177208;-3231,8579102
1170;-2977;-73,405620631600613;7,734125701177208;-2977,4306641
1171;-2995;-73,389075776302107;7,734125701177208;-2995,9562988
1172;-2995;-73,372530921003587;7,734125701177208;-2995,9562988
1173;-11;-74,001235422347278;7,717580845878690;-11,5821800
1174;-83;-73,984690567048759;7,717580845878690;-83,0638809
1175;-286;-73,968145711750239;7,717580845878690;-286,4027710
1176;-400;-73,951600856451719;7,717580845878690;-400,3887939
1177;-736;-73,935056001153200;7,717580845878690;-736,4765015
1178;-881;-73,918511145854694;7,717580845878690;-881,3790283
1179;-1074;-73,901966290556174;7,717580845878690;-1074,4581299
1180;-1191;-73,885421435257655;7,717580845878690;-1191,8731689
1181;-1472;-73,868876579959135;7,717580845878690;-1472,3135986
1182;-1597;-73,852331724660615;7,717580845878690;-1597,3757324
1183;-1742;-73,835786869362096;7,717580845878690;-1742,4556885
1184;-1833;-73,819242014063576;7,717580845878690;-1833,9915771
1185;-2026;-73,802697158765056;7,717580845878690;-2026,7896729
1186;-2026;-73,786152303466537;7,717580845878690;-2026,7896729
1187;-2145;-73,769607448168017;7,717580845878690;-2145,8142090
1188;-2192;-73,753062592869497;7,717580845878690;-2192,3532715
1189;-2295;-73,736517737570992;7,717580845878690;-2295,0483398
1190;-2354;-73,719972882272472;7,717580845878690;-2354,5444336
1191;-2424;-73,703428026973953;7,717580845878690;-2424,5695801
1192;-2430;-73,686883171675433;7,717580845878690;-2430,8464355
1193;-2630;-73,670338316376913;7,717580845878690;-2630,5820312
1194;-2650;-73,653793461078394;7,717580845878690;-2650,9768066
1195;-2710;-73,637248605779874;7,717580845878690;-2710,7734375
1196;-2662;-73,620703750481354;7,717580845878690;-2662,0803223
1197;-2854;-73,604158895182834;7,717580845878690;-2854,0280762
1198;-2875;-73,587614039884315;7,717580845878690;-2875,5166016
1199;-2931;-73,571069184585795;7,717580845878690;-2931,9023438
1200;-2931;-73,554524329287290;7,717580845878690;-2931,9023438
1201;-3077;-73,537979473988770;7,717580845878690;-3077,0966797
1202;-3052;-73,521434618690250;7,717580845878690;-3052,9614258
1203;-3178;-73,504889763391731;7,717580845878690;-3178,8149414
1204;-3191;-73,488344908093211;7,717580845878690;-3191,3417969
1205;-3523;-73,471800052794691;7,717580845878690;-3523,1669922
1206;-3630;-73,455255197496172;7,717580845878690;-3630,1364746
1207;-3461;-73,438710342197652;7,717580845878690;-3461,0810547
1208;-3633;-73,422165486899132;7,717580845878690;-3633,1389160
1209;-3436;-73,405620631600613;7,717580845878690;-3436,5124512
