OBJECTID;TOPE_COLORADO_WGS84_tif;X;Y;TOPE_COLORADO_WGS84_Band_1
370;-1580;-73,643744063460915;7,986157538562727;-1580,7950439
371;-1621;-73,634062791275994;7,986157538562727;-1621,5106201
372;-1657;-73,624381519091074;7,986157538562727;-1657,1661377
373;-1681;-73,614700246906153;7,986157538562727;-1681,3148193
374;-1679;-73,605018974721233;7,986157538562727;-1679,0323486
375;-1663;-73,595337702536312;7,986157538562727;-1663,1599121
376;-1594;-73,585656430351392;7,986157538562727;-1594,1660156
377;-1497;-73,575975158166472;7,986157538562727;-1497,0581055
378;-1405;-73,566293885981537;7,986157538562727;-1405,6796875
379;-1355;-73,556612613796617;7,986157538562727;-1355,3577881
380;-1323;-73,546931341611696;7,986157538562727;-1323,0675049
381;-1320;-73,537250069426776;7,986157538562727;-1320,3002930
382;-1308;-73,527568797241855;7,986157538562727;-1308,2497559
383;-1313;-73,517887525056935;7,986157538562727;-1313,5665283
384;4;-73,866413323714113;7,976476266377805;4,6496277
385;-75;-73,856732051529193;7,976476266377805;-75,5047913
386;-168;-73,847050779344272;7,976476266377805;-168,3871765
387;-271;-73,837369507159352;7,976476266377805;-271,0294495
388;-484;-73,818006962789511;7,976476266377805;-484,8720398
389;-564;-73,808325690604590;7,976476266377805;-564,2734985
390;-663;-73,798644418419670;7,976476266377805;-663,2369995
391;-739;-73,788963146234735;7,976476266377805;-739,7926025
392;-795;-73,779281874049815;7,976476266377805;-795,5961304
393;-837;-73,769600601864894;7,976476266377805;-837,8897095
394;-894;-73,759919329679974;7,976476266377805;-894,8515015
395;-959;-73,750238057495054;7,976476266377805;-959,5728760
396;-1080;-73,740556785310133;7,976476266377805;-1080,7054443
397;-1174;-73,730875513125213;7,976476266377805;-1174,7379150
398;-1227;-73,721194240940292;7,976476266377805;-1227,0871582
399;-1273;-73,711512968755372;7,976476266377805;-1273,6206055
400;-1320;-73,701831696570451;7,976476266377805;-1320,8311768
401;-1370;-73,692150424385531;7,976476266377805;-1370,2722168
402;-1418;-73,682469152200611;7,976476266377805;-1418,6591797
